gene	flanks	mean_dpsi_per_lsv_junction	H3K4me3	H3K27me3	H3K9me3	H3K27ac	A1CF	ANKHD1	BRUNOL4	BRUNOL5	BRUNOL6	CNOT4	CPEB2	CPEB4	DAZAP1	ENOX1	ESRP2	FMR1	FUS	FXR1	FXR2	G3BP2	HNRNPA1	HNRNPA1L2	HNRNPA2B1	HNRNPC	HNRNPCL1	HNRNPF	HNRNPH1	HNRNPH2	HNRNPK	HNRNPL	HNRNPM	HNRNPU	HuR	IGF2BP2	IGF2BP3	KHDRBS1	KHDRBS2	KHDRBS3	LIN28A	MATR3	MBNL1	MSI1	PABPC1	PABPC3	PABPC4	PABPC5	PABPN1	PCBP1	PCBP2	PPRC1	PTBP1	PUM2	QKI	RALY	RBFOX1	RBM24	RBM28	RBM3	RBM4	RBM41	RBM42	RBM45	RBM46	RBM5	RBM6	RBM8A	RBMS1	RBMS3	SAMD4A	SART3	SFPQ	SNRNP70	SNRPA	SRSF1	SRSF10	SRSF2	SRSF7	SRSF9	TARDBP	TIA1	TUT1	U2AF2	YBX1	YBX2	ZC3H10	ZC3H14	ZCRB1	ZNF638
TMBIM6	49752266-49752666	0.3847	0.0	0.0	0.0	0.0	0.908793312412151	0.0	12.272350749903676	0.8755167970137582	0.0	1.1967076020976088	7.527017513070464	2.022325456181018	3.73648354681562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5559330725732262	3.3385316634886606	0.494718434937693	1.938897993553893	16.62717134983986	0.0	0.0	0.0	0.0	0.610124821071748	0.0	0.0	1.1185652779103972	0.0	0.9868057154657486	0.4518894563493256	1.2629381664051471	0.9137987316854792	0.0	1.4002019649028437	1.8776848616744628	2.351533853254556	4.595903029514289	4.208911042541665	3.7479291648230366	0.0221537488522955	0.5670291678601548	0.0	0.0	0.0	1.5619648022364774	1.0761835908843649	0.2467241738520394	0.2100774795012449	0.0	0.0	0.0	0.0	0.0	4.467797926705541	0.2339989905432463	0.0	17.96342572457433	0.0	0.0	0.0	1.3381442958444858	3.3546425960583326	0.0	0.0858623685605654	0.5008511355372157	0.0	0.0	0.851623066931238	0.1302589935308689	2.161275880276318	1.0672943521901526	0.0	0.5622868507042099	2.054430971068969	0.9824885910434062	0.5033769603906392	0.0	0.0	0.0	2.471301248017745	4.41096540773725	0.4454639296279823
TMBIM6	49752324-49752724	0.3847	0.0	0.0	0.0	0.0	0.0	3.2992143018130187	0.0	0.0	3.691153406480649	1.3595425457955554	5.825042022844293	1.7079421798503376	0.0	0.0	14.961884982160123	0.221070966231715	0.5091220123864797	0.3999372740518047	2.2074074219516686	1.5234266671274852	0.0	0.0	0.0	1.9232195731208424	16.451673461647943	1.3796941737375097	2.1928498190329853	2.383341627653838	0.5864024444075092	0.8181514222988706	0.0	0.588636078744833	0.0	0.7339508697306093	0.8993739827070328	0.3145771236903888	0.0	0.0	1.3843836485094374	0.0	1.9062938660967417	0.0	2.9788791314194296	0.0	2.881317512874008	0.0180619347559143	0.7928048870349934	1.68856592014686	0.4053999214304003	2.6302589891629826	0.9611423213317288	0.0	0.0	0.1755383949071732	0.0	9.892106916018404	0.0	1.5620558810755054	0.0	0.0	0.0	0.523882813555096	10.300466126458447	3.575565832349898	0.3540986593441448	0.2484107657157497	1.0939059547286092	2.3979834232447192	0.0	0.0557464631699193	0.0	0.0	0.0	0.9105774642644264	0.1435563616447584	2.596673098109761	1.1175199687638069	2.122402075811165	0.6586935337250868	1.7053830283065163	0.0	0.3849840239829724	2.194578526234527	7.611757417523648	0.6633303457473668	1.179469209580252	0.0	0.0
TMBIM6	49752326-49752726	0.3847	0.0	0.0	0.0	0.0	0.3900626946083417	2.3629507837309456	0.0	0.0	3.8921098836696313	0.0	6.3278047584558985	1.6148124839893645	2.241890128089372	0.0	0.0	0.0	0.3825387897535158	0.0	1.5702261706133172	0.865583333595162	0.4434775041739195	4.512041657639417	0.4845547280052288	1.5242908754354505	13.107185135247706	1.4411543221929273	0.0	2.824650428173985	0.6132869867975039	0.0	0.304226486675604	0.0	0.8824336700035053	0.0	0.0	0.2412663020165498	0.0	0.7947030411294739	0.9988709326014358	0.0	1.75741027165427	0.0	0.0	0.0	0.0	0.0	0.0	1.1979427850729285	0.3478769596058165	3.339114939353708	1.166915338635812	1.2391959721122907	0.0	0.1587830071093486	0.0	0.0	0.0	0.0	0.990358743568011	3.659725536330726	0.0	0.0	0.0	2.9774759017572627	0.0	0.3733185352815861	1.3062054358524096	3.673528986996204	0.305298825569515	0.0	0.0	0.8770288903977306	0.0	0.792400695064717	0.0	1.896446644686904	0.0	2.081628656859047	0.5622868507042099	1.6516368917911906	0.0	0.4153411871644254	0.0	0.0	0.5523505219216635	1.7549030906976384	0.0	0.2786980213322489
TMBIM6	49752342-49752742	0.3847	0.0	0.0	0.0	0.0	0.6380630134488171	0.0	12.529062426532946	0.9311051650781238	3.4371140862606144	1.370915145037952	6.432890412210782	1.8947659939714423	2.7400879343314544	2.5526494133133384	15.809492664907092	0.2890080571833219	0.0	0.5588001435857888	0.0	0.0	0.6922362225980668	4.7528102671016885	0.586445890003182	2.182784533623565	18.56266234532785	2.21256534439504	0.0	0.0	0.0	1.3630448130326287	0.5055549574884031	0.5931017863123614	0.8988524290867912	1.3252747322131486	1.7742244306158892	0.3851727297466784	0.8377157273757923	0.6031620457191241	0.0	0.9452152257439556	1.781932275444795	2.252784623607041	3.119365250225544	2.3843702830006754	3.1428524871194945	0.0	0.66026448509025	0.0	0.0	0.0	1.4187051066450271	1.0120352001233752	0.1828745925141736	0.2074159738582691	0.0	23.8394377709261	0.1908674487778716	0.0	0.0	3.678445360045973	0.1392644326296726	0.0	11.973986038690652	0.0	0.3120556576731192	0.0	0.9971499965173196	2.529972823467348	0.0	0.0583629159432202	0.934233246748423	0.0	1.6895381379610568	0.0	0.0	1.896446644686904	1.1397029494171709	0.0	0.9150942864401848	2.0308792932701185	0.0	0.4901301982750961	1.5186038989158184	8.972167316063553	0.0	1.9939294720848604	2.848428300466796	0.5151788728631531
TMBIM6	49752349-49752749	0.3847	0.0	0.0	0.0	0.0	0.0	3.944508706506177	7.869937071589806	0.5594969245678397	0.0	0.0	0.0	0.0	0.0	0.0	11.861142952870576	0.0	0.6876258110824557	0.5135242257686032	2.6916982303618813	0.0	0.0	0.0	0.0	0.0	0.0	1.697334006408968	0.0	2.1393883155650606	0.9297792729529868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.328275205320088	0.0	0.0	2.1254341436702853	0.0	0.0	0.0	1.8691463492510811	0.4848363925214923	4.137874571032037	0.988491899581006	0.0	0.0	0.0	3.3178698051638498	0.0	0.0	0.0	0.9766384083296632	0.0	0.0	0.6903069817681801	0.0	4.141221384927749	0.318021218721035	0.4366504034494563	0.0	0.0	0.0	0.0	0.0	0.648117740107486	0.0	0.7417535082648417	0.0	2.4231126951246083	0.8190960969553446	1.322951825642843	0.5881833267284348	0.0	0.0	0.0	1.1426076312982325	0.0	0.701327613194998	0.0	0.0	0.0
SMARCC2	56163565-56163965	0.3617	0.0	0.0	0.0	-0.75355	0.0	0.0	0.0	0.0	0.0	1.10107438119564	0.0	0.0	0.0	0.0	0.0	0.0	0.7987615895974983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.420636576309004	0.0	0.952937245110705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0180529973492856	0.0	1.814628280498828	0.0	0.0	0.0	0.0	0.0	0.0	2.070840797758258	0.4920447837275805	3.886605307387194	1.1551940908146934	0.0	0.0	0.0	0.0	0.0	0.1714545674945242	0.0	0.990358743568011	0.0	0.0	0.0	0.0	0.0	0.3600642203920606	0.3764792754674133	0.0	0.0	0.3432836794485128	0.0	0.0	0.0	0.0	0.535949066665348	0.0820387797476295	1.979486320253076	1.3360014008592027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9300062898462907	0.0	0.0	0.0
SMARCC2	56164103-56164503	0.4131	0.0	0.0	0.0	0.0	0.0	1.9558286774972624	0.0	0.0	4.195440415275643	0.0	0.0	0.0	0.0	0.0	0.0	0.3740824323389375	0.925344812230462	0.0	1.7826199210594345	0.0	0.5410556822013335	3.630487300159447	0.5590038812855289	0.0	0.0	1.697334006408968	0.0	1.766605726305806	0.5438130703243493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8776848616744628	0.0	0.0	0.0	0.0	0.0	0.0	1.8619231320869123	0.472149623998777	4.6692283808498	1.302360869013183	0.0	0.0	0.0	4.270608237880925	11.217853203732211	0.0	0.0	1.3707862206312895	0.0	0.0	0.0	0.0	0.0	0.0	0.5347504136614253	0.0	0.0	0.3243504189480778	0.0	0.0	0.0	0.0	0.8687734370645291	0.0	2.191200087687551	1.4703549251937278	0.0	0.6115157952255087	0.0	0.0	0.0	0.0	0.0	0.9300062898462907	0.0	0.0	0.0
SMARCC2	56164168-56164568	0.4131	0.0	0.0	0.0	0.0	0.4217223097794662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.63364615739946	0.0	0.0	0.0	0.0	0.0	0.7755933657111715	5.607823203066133	0.7859086385527912	0.0	0.0	1.4411543221929273	1.1376882125628125	1.461664086194835	0.910347871027545	1.0732355230235482	0.0	0.0	0.0	0.770956795935514	1.0342534240970027	0.2691942340827742	0.7812946270515089	0.5592558003528548	0.0	0.0	1.258796194580268	1.989091625757084	0.0	0.0	2.398142729945905	0.0	0.0	1.8619231320869123	0.4252950811592038	0.0	1.2211803748446943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1236297562013934	0.0	0.0	2.561018488047424	0.3781029407036155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5330013467986886	0.1313632732358286	1.7154051898489433	0.0	0.0	0.0	0.0	0.0	0.0	2.077043145532917	0.0	0.0	0.0	0.0	0.0
SMARCC2	56164448-56164848	0.4131	0.0	0.0	0.0	0.0	0.0	0.0	8.697544864902076	0.6564986268401578	4.373647102594174	0.0	0.0	0.0	0.0	0.0	13.974797554150994	0.0	0.0	0.5645589226063956	0.0	0.0	0.6209122628739929	4.940496033532908	0.7927691407322045	0.0	0.0	1.4411543221929273	0.0	1.9338096817823835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.364960217476664	1.9062938660967417	0.0	0.0	0.0	0.0	0.0	0.0	1.2629517395504484	0.0	0.0	1.5428635094909506	0.0	0.0	0.0	2.345630878209875	10.515987522001373	0.0	1.6694557197221245	0.5927808474567975	0.0	0.0	0.487332849818694	0.0	3.925857114909576	0.3281058576353688	0.3021433488748115	0.9008637274235604	0.0	0.2600956661247263	0.0	0.0	0.6338542793751152	2.1090146894255706	0.8127667595980003	0.1418999420873188	2.2592776595481068	1.019580016445181	1.6819035317748856	0.5904909335028706	0.0	0.0	0.0	1.412763580970588	4.994037076710263	0.3871550847865351	0.0	1.7623369341017587	0.3383843648444949
SMARCC2	56164531-56164931	0.4131	0.0	0.0	0.0	0.0	0.0	3.0950666174191834	9.475342929913142	0.698189902888432	3.412468480567626	0.0	3.741873474879815	1.3495339563853792	2.2226299036212502	0.0	9.811863618634227	0.0	0.0	0.0	0.0	1.22912833370513	0.0	0.0	0.0	1.1456860560891975	0.0	1.8259982424277863	0.0	1.2334718026960632	0.0	0.7084587682976733	0.375131001807957	0.0	0.6463020620966133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8776848616744628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1512870082076538	0.0	0.0	0.0	0.0	14.57121146089066	0.0	0.0	0.0	3.5240068143951877	0.0	0.4142329223458899	0.0	0.0	0.0	0.0	0.0	0.0	0.423631703697234	0.0	0.0	0.7483098545202373	0.0	0.7323743995981981	0.0	3.038055157425451	1.179883442676094	1.747432240805076	0.6022853681277652	0.0	0.0	0.3627681000183635	1.1426076312982325	0.0	0.0	0.0	1.8371337923514264	0.0
IFFO1	6550741-6551141	0.3972	0.0	0.0	0.0	0.0	0.0	0.0	9.525152658214344	0.7921342449172099	0.0	0.0	0.0	0.0	2.6450708269553878	0.0	17.150644061658628	0.0	0.439393966020864	0.0	0.0	0.0	0.7272418470025203	6.114006027683664	0.8773820009449687	0.0	0.0	1.9540880845358064	1.1671620004530403	2.33742906610904	0.817715982396672	0.0	0.361440089333214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.491990353192496	0.0	1.6826765458164807	0.0	0.0	0.0	1.8939121651929536	0.0	0.0	1.0823713104462267	0.3118350035753754	2.7927771826213443	1.1512870082076538	0.660351081363127	0.0	0.0	0.0	10.671957673497111	0.0	0.0	0.9834985759488372	0.0	0.0	0.0	0.0	3.260303678046188	0.0	0.3290681726800058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8395642129312677	0.0	2.1672607217585647	0.9174545960787508	1.4663868887422595	0.6115157952255087	0.0	0.0	0.0	0.0	0.0	0.5648618173007616	0.0	1.6865154613555202	0.0
IFFO1	6550801-6551201	0.3972	0.0	0.0	0.0	0.0	0.0	1.9558286774972624	0.0	0.0	4.195440415275643	0.0	0.0	0.0	0.0	0.0	0.0	0.3740824323389375	0.925344812230462	0.0	1.7826199210594345	0.0	0.5410556822013335	3.630487300159447	0.5590038812855289	0.0	0.0	1.697334006408968	0.0	1.766605726305806	0.5209212817546508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0435003158770586	0.0	0.0	0.0	0.0	0.0	0.0	1.7174587888035353	0.472149623998777	4.6692283808498	1.302360869013183	0.0	0.0	0.0	4.270608237880925	11.217853203732211	0.0	0.0	1.3707862206312895	0.0	0.0	0.0	0.0	0.0	0.0	0.5347504136614253	0.0	0.0	0.3243504189480778	0.0	0.0	0.0	0.0	0.8687734370645291	0.0	2.5615121544015618	1.4703549251937278	0.0	0.6115157952255087	0.0	0.0	0.0	0.0	0.0	0.9300062898462907	0.0	0.0	0.0
IFFO1	6551198-6551598	0.3972	0.0	0.0	0.0	0.0	0.4554113874615603	2.6867712486315125	9.632435149940006	0.7087516928206614	3.4371140862606144	1.7586173919378252	4.920481199346364	1.6097326823969476	4.311722250930189	2.260980708871178	11.013535270123604	0.0	0.0	0.3290447185222643	0.0	0.7617133335637426	0.6246316104669661	6.781333197216888	0.947003393432348	1.783275153699912	14.561310494552156	2.0821779266438267	1.9275857280209308	1.964646476849785	0.451447365281496	0.6902848374572382	0.464338105196019	0.7761957965810246	0.9218386918033912	0.0	0.0	0.3532366222450236	0.995626002063878	0.7636942553395462	0.0	0.8884076328778749	1.6943536904786354	3.501799605192641	3.668407939029029	0.0	2.659677704191392	0.0276416969429355	1.0974954662183114	1.2123892194012662	0.4017957258273562	0.0	1.39526261100279	1.3720208753350456	0.1084595033349039	0.1641665071599132	0.0	16.670809654102573	0.0	0.0	0.0	4.333639190079607	0.0	0.5889417490058917	0.0	4.025754999195114	0.4080727831110021	0.0	0.7980018106843739	3.1677456053430904	0.2030592188671658	0.0685884405572427	0.8442745476470785	0.0	1.7098940191413103	0.9199565729310698	0.1418999420873188	1.4191555364777346	1.1041264710108325	1.3214956321088387	0.7597154302948353	1.710818030875482	0.9531942064480754	0.4336934721786674	1.571816434457343	4.35029413026624	0.0	2.0007393405004508	1.849429166310276	0.2861385953202254
IFFO1	6551303-6551703	0.3972	0.0	0.0	0.0	0.0	0.0	1.9722543532530885	7.820127343288606	0.6217558967999293	0.0	0.0	0.0	1.3252637932216105	0.0	0.0	12.848230380879706	0.3689412470777349	0.0	0.0	0.0	0.7387753752234708	0.6532924654481124	5.393596015119387	0.7793022290466896	1.2804043353657784	10.645200475183964	1.3796941737375097	1.4913736672455518	2.002335893043276	0.6790343330383823	0.7831016985351744	0.450647192721276	0.0	0.95795996178662	0.0	0.0	0.0	0.0	0.4530575693731911	1.1761880677096064	0.0	1.4596430827693274	0.0	0.0	0.0	2.176502921263289	0.0228474254909524	0.0	1.053478441789551	0.0	2.30522260224626	0.9806777343669268	0.7716674065071969	0.1963749636448561	0.1258166303952172	0.0	13.401435324672596	0.0	0.0	0.938907486424207	4.583236839616229	0.0	0.0	0.0	0.0	0.3100671373238139	0.390761138529299	1.3320383373165887	2.441275946517741	0.2935838706348708	0.0	0.0	0.0	0.0	0.757831980264802	0.0914711688941601	1.7715130787450055	0.7743115888438362	0.0	0.6868976165237475	1.2494467016877415	0.0	0.3877437660903772	1.1426076312982325	0.0	0.0	1.7760136827859685	2.149641213805517	0.0
IFFO1	6551395-6551795	0.3972	0.0	0.0	0.0	0.0	0.0	0.0	19.571391704810484	1.4661432076976428	7.001247832631247	0.0	4.60522423808171	1.2614840621168224	0.0	3.5976128544162647	0.0	0.3043092037940441	0.0	0.0	2.7859118005986803	1.5870470421467295	0.4614178866812019	0.0	0.7254345823046294	1.0475507578230676	0.0	2.75938834747502	1.008003545845808	2.207914526825953	0.8022773342915265	0.6360875794152266	0.5444659718903041	0.6891144990142213	0.6528695657299276	0.0	0.0	0.0	0.0	0.0	1.2706948257355972	1.513817150635005	2.054593603306105	0.0	0.0	0.0	2.408116521336623	0.0	0.5895762707197203	2.3597694843250125	0.5928180927886936	2.911496146637026	1.3218962820483806	0.9690180439660058	0.0	0.0	3.976707931881944	28.98045391830498	0.0	0.0	0.0	0.0	0.0	0.0	10.750652769515064	3.5924317089175863	0.0	0.0	0.0	0.0	0.308257147522708	0.0	0.0	0.0	1.9149068224567227	0.8328648495979508	0.0	2.5615121544015618	1.1175199687638069	3.097323646826997	1.202006728728379	0.0	0.0	0.3035716318145302	1.3899582085956488	4.586668493413655	0.4476263457855091	2.0150400641731907	0.0	0.6046275123273049
IFFO1	6555057-6555457	-0.3972	-0.42772	0.0	0.0	0.0	0.6110711620529224	2.669172310321699	12.272350749903676	0.9069242249701248	6.42112819093475	1.2923408229995776	6.66572725288337	1.389043524326398	2.5680299290829	2.48466648220276	14.543445746373644	0.0	0.0	0.39715717383496	0.0	1.1598816670175172	0.6594184497188916	5.099744562626063	0.7691385221142254	1.840762695287763	15.83492374028778	0.0	1.3027414247480908	1.5459513260457325	0.0	1.1855244528590934	0.0	0.9115625572217282	0.98094622450322	1.3780852727347317	1.8776497730255892	0.2732024095182045	1.145279530363044	0.919012598322724	0.9104462926662268	1.3223545228271032	1.9062938660967417	2.269061969153335	4.525659970111232	3.583148705826555	3.3855480776269595	0.024542103861342	0.8351568775414746	0.0	0.0	0.0	1.182109548774299	1.0807117125851404	0.1616131384629537	0.1998548782816334	0.0	18.77640669929509	0.0	0.0	0.0	4.698675752526917	0.1071843928472033	0.6700826685007043	13.456665960931463	3.3264698091963494	0.3941531406658651	0.0	1.0356645041548231	3.0030228338652494	0.0	0.0842871571970476	0.5740945358190538	1.1295965121465414	0.0	0.9588128802643076	0.1003514181882109	2.1762379839819346	1.3267933711540327	1.94838694849766	0.9502211895621532	1.953581478955942	1.0861456442268849	0.3640099839666957	1.45077253492882	0.0	0.0	2.1621332219499423	2.661948462090912	0.4354353299050575
SACS	23374919-23375319	0.403	-0.53849	0.0	0.0	-0.97935	0.0	0.0	13.306860491544011	0.9903067770666732	7.279932758544269	0.0	0.0	0.0	0.0	0.0	10.375147205269874	0.0	0.0	0.3858381943806637	0.0	1.3849333337522594	0.5165517451182161	3.92433875265277	0.4804892452322432	0.0	0.0	2.0821779266438267	1.3970575459968213	1.659704836738814	0.0	0.0	0.4277329286846009	0.6584127594874638	0.0	0.0	0.0	0.0	0.0	0.0	1.182270185800388	0.0	1.75741027165427	0.0	0.0	0.0	0.0	0.0	0.0	1.3135142596996303	0.5064615661397569	0.0	1.2363745849831815	0.0	0.0	0.0	3.3178698051638498	19.244317153782315	0.2199867707028927	0.0	0.0	3.987322451347543	0.0	0.0	0.0	3.4263676934818874	0.2940169373615642	0.0	0.0	0.0	0.0	0.0	0.8442745476470785	0.0	0.0	0.9652442690642916	0.0	2.390196066972252	1.179883442676094	2.3583054283198503	0.978681673113529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4255684817905669
SACS	23375069-23375469	0.403	-0.53849	0.0	0.0	-1.11638	0.0	2.0919271337598198	0.0	0.0	0.0	1.3202553847763685	0.0	0.0	0.0	3.54607740663889	0.0	0.3519263720466117	0.8039107376368054	0.450971970889597	2.916488503207577	0.0	0.3817800911610703	0.0	0.0	0.0	0.0	1.8259982424277863	2.033691364425753	2.1393883155650606	0.0	0.6948283201673471	0.0	0.0	0.0	0.6707324124638973	0.0	0.0	0.0	0.0	0.0	0.0	1.820466852829905	0.0	0.0	0.0	0.0	0.0	0.0	1.371299997012981	0.3712321471135423	4.329208047018477	0.9185985329439652	0.0	0.0	0.0	3.5741620151345246	20.49207836574825	0.0	0.0	1.254163371105334	0.0	0.0	0.7999568729773862	0.0	0.0	0.0	0.4998652071659996	0.0	0.0	0.3345270464670616	0.0	0.0	0.0	0.0	0.7926686695980498	0.0	3.035062736684328	1.5507159117115743	0.0	0.6115157952255087	0.0	0.0	0.0	0.0	6.115557991218206	0.7902968247796955	0.0	0.0	0.0
SACS	23375152-23375552	0.403	-0.53849	0.0	0.0	-1.11638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4368193920012105	0.0	0.0	0.0	0.0	0.0	0.6215106789201834	0.0	0.0	1.1844002440660883	0.0	0.0	0.8680246805324048	0.0	0.0	0.0	0.7316796093296994	0.0	0.0	0.2746246653178734	0.6839338258821662	0.5592558003528548	0.960974658343489	0.0	2.237924774501933	0.0	4.765059784811446	3.3925429365972404	3.546236938921856	0.0232513384704235	0.8942668499030383	1.775244526116886	0.4072741031439832	3.162765410281869	0.910784367729886	0.0	0.0	0.0	0.0	0.0	0.0	1.693246823219793	0.5378995065034066	0.0	0.0	0.0	0.0	0.0	0.0	0.3463937114763918	0.0	0.0	0.261515660662259	0.0887458063107337	0.0	0.0	0.0	0.0	0.1280504341209495	1.896446644686904	0.8190960969553446	1.4787645337812956	0.0	0.0	0.0	0.0	0.0	0.0	0.6158337614378278	1.4464160514713946	0.0	0.0
SACS	23375288-23375688	0.403	-0.53849	0.0	0.0	-1.11638	0.0	0.0	0.0	0.0	0.0	1.067473519797651	0.0	0.0	0.0	2.089926882205852	17.574447903032112	0.0	0.7753758755856458	0.0	2.4082310848248456	0.0	0.3844055129914043	3.2570115831195454	0.5590038812855289	0.0	0.0	1.4411543221929273	0.0	2.428568927086027	1.0878923242367182	1.3500634338608892	0.4597264294150529	0.0	0.0	1.156435193903271	1.6393449892259195	0.0	0.0	0.0	0.0	0.0	1.6085266772117988	0.0	0.0	0.0	0.0	0.0	0.0	1.9552693231315563	0.468545428395733	4.994264767766523	1.139565760386535	0.0	0.0	0.0	0.0	16.35886935111109	0.0	0.0	1.2781739577724425	0.0	0.0	0.0	0.0	0.0	0.576102752627297	0.5790007762630056	0.0	0.0	0.4119167487625898	0.0	0.0	0.8147567081759164	0.0	0.0	0.0	2.115641463974187	0.9819108040149404	1.999353722187808	0.5881833267284348	0.0	0.0	0.0	1.1426076312982325	0.0	0.8442807474339521	0.0	0.0	0.0
SACS	23375291-23375691	0.403	-0.53849	0.0	0.0	-1.11638	0.5524196954859033	0.0	6.574884135758573	0.6081367466241597	3.488301113469129	0.0	6.66572725288337	1.747451747791357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1715670420210518	0.0	0.0	0.0	1.607328435506791	13.809176688015372	1.487105835056791	1.1612672428749948	0.0	0.0	0.6360875794152266	0.3705193260269909	0.0	0.7415308647796709	0.0	0.0	0.2679012742648934	0.0	0.5282470145629272	0.0	1.3933640139097043	1.7743421314143946	0.0	3.37310038317128	2.1110488025963745	3.2747281732856512	0.0170609330241816	0.0	1.94137852089277	0.4920447837275805	0.0	1.965262551340893	0.7931759845858817	0.1261991214389892	0.1766271926702088	6.670561921465019	10.983897976488596	0.0	1.1922741581403118	0.0	3.9296029948921993	0.1103113281328592	0.0	12.942865987877717	2.843846264336349	0.240042813594707	0.0	1.074648700909857	2.6725213757077877	0.0	0.0630885500337737	0.0	0.0	2.170809328722769	0.7146880803982415	0.0	2.063274101004529	0.0	0.0	0.5645944574786458	1.83521920078736	1.2118861565668435	0.4125814450570206	1.1238955308880256	0.0	0.0	2.091991577269362	2.136321225350097	0.442875903893034
SACS	23375309-23375709	0.403	-0.53849	0.0	0.0	-1.11638	0.7216768689007613	0.0	8.80099583906611	0.6495500808321121	0.0	1.202393901718807	5.930127676599178	1.6001375016112716	2.166133245181426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5883132751473457	0.0	0.0	1.752498995072072	14.867178242543782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0791602561105116	0.8341752532022262	0.0	0.357244797680454	0.8662703086374721	0.6989325434242991	0.0	0.0	1.40242507392477	0.0	4.160109354850427	3.25588219639509	3.667030634653882	0.0257450620828103	0.5783027192899375	0.0	0.0	0.0	1.1782024661672594	1.3637193188836234	0.1857442366192462	0.1739051982626199	2.345630878209875	0.0	0.0	0.0	0.0	4.698675752526917	0.1392644326296726	0.0	8.690559544223374	0.0	0.3041015762758982	0.0	1.2803725343882302	3.332468376820931	0.0	0.0777460252637956	0.0	0.0	2.3860000726283084	0.6401911601317581	0.0	1.624884462429963	1.019580016445181	0.0	0.5974137538261783	1.681227461333336	1.1010181779445145	0.4639126482547502	1.5191886520536373	0.0	0.0	2.4222701954254946	4.248051702782495	0.2911528951816878
SACS	23375314-23375714	0.403	-0.53849	0.0	0.0	-1.11638	0.5095980365044465	0.0	14.858625104004515	1.083973177255129	6.42112819093475	0.0	5.781771459533458	1.619892285581781	4.062623347809148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.681515750124203	0.0	1.051435482163417	1.596876155218091	13.769062885000077	1.2923862992961683	1.420636576309004	0.0	0.0	0.6717863721375098	0.482640693451728	0.9244014664783722	0.98094622450322	1.0084114890836524	0.0	0.2465674372698609	0.6151276059745037	0.4815966288612661	0.8912642279183772	0.0	1.8776848616744628	3.3379409933599518	3.261284900856209	3.4596745282754897	2.9311864698275967	0.0189575678843068	0.5840918402944206	0.0	0.0	0.0	1.120030347351337	1.243346750338002	0.0	0.1814662938392556	0.0	19.94618283551316	0.2243352561103625	1.4070738354335492	0.0	3.216689708403221	0.0	0.0	11.78314604869926	0.0	0.3600642203920606	0.0	1.184086265294471	2.11183040356206	0.0	0.060979368716521	0.9004987345854188	0.9055558118624724	1.5259640927625897	0.8127667595980003	0.1047685370080496	2.1687569321291265	0.0	0.0	0.957400410638176	1.8472969842739495	1.3150925269103944	0.3404141889483845	2.1489677814846484	7.714856873790073	0.0	2.3446376954877644	2.41194252492764	0.5176051469896672
