flanks	gene_id	mean_dpsi_per_lsv_junction	H3K4me3	H3K27me3	H3K9me3	H3K27ac
43859870-43860270	ENSG00000151773.13	-0.4459				
43869131-43869531	ENSG00000151773.13	0.4459				
43869289-43869689	ENSG00000151773.13	0.4459				
43874553-43874953	ENSG00000151773.13	0.4459				
43874642-43875042	ENSG00000151773.13	0.4459				
43874726-43875126	ENSG00000151773.13	0.4459				
43874727-43875127	ENSG00000151773.13	0.4459				
45382891-45383291	ENSG00000170919.16	0.4379				
45382960-45383360	ENSG00000170919.16	0.4379				
45382969-45383369	ENSG00000170919.16	0.4379				
45383035-45383435	ENSG00000170919.16	0.4379				
45383560-45383960	ENSG00000170919.16	0.4379				
45383638-45384038	ENSG00000170919.16	0.4379				
45383643-45384043	ENSG00000170919.16	0.4379				
98824198-98824598	ENSG00000088387.21	-0.4766				
98824304-98824704	ENSG00000088387.21	-0.4766				
98825672-98826072	ENSG00000088387.21	0.4417				
98825740-98826140	ENSG00000088387.21	0.4417				
98825775-98826175	ENSG00000088387.21	0.4417				
98826630-98827030	ENSG00000088387.21	0.4417				
98826687-98827087	ENSG00000088387.21	0.4417				
103491834-103492234	ENSG00000075413.19	0.3801				
103498302-103498702	ENSG00000075413.19	-0.3801				
103498328-103498728	ENSG00000075413.19	-0.3801				
103499956-103500356	ENSG00000075413.19	0.3801				
103500000-103500400	ENSG00000075413.19	0.3801				
22905995-22906395	ENSG00000100461.18	-0.2994				
22906001-22906401	ENSG00000100461.18	-0.2994				
22906045-22906445	ENSG00000100461.18	-0.2994				
22906048-22906448	ENSG00000100461.18	-0.2994				
22906075-22906475	ENSG00000100461.18	-0.2994				
22906118-22906518	ENSG00000100461.18	-0.2994				
22906150-22906550	ENSG00000100461.18	-0.2994				
22906168-22906568	ENSG00000100461.18	-0.2994				
22908133-22908533	ENSG00000100461.18	0.2959				
22908180-22908580	ENSG00000100461.18	0.2959				
22908199-22908599	ENSG00000100461.18	0.2959				
22908332-22908732	ENSG00000100461.18	0.2959				
22909283-22909683	ENSG00000100461.18	0.2959				
22909290-22909690	ENSG00000100461.18	0.2959				
22909395-22909795	ENSG00000100461.18	0.2959				
23348306-23348706	ENSG00000092096.19	-0.3003				
23348346-23348746	ENSG00000092096.19	-0.3003				
23348427-23348827	ENSG00000092096.19	-0.3003				
23348471-23348871	ENSG00000092096.19	-0.3003				
23349072-23349472	ENSG00000092096.19	-0.3003				
23349131-23349531	ENSG00000092096.19	-0.3003				
23349226-23349626	ENSG00000092096.19	-0.3003				
24232588-24232988	ENSG00000100938.19	-0.3485	0.34347	0.0	0.0	1.23449
24232647-24233047	ENSG00000100938.19	-0.3485	0.34347	0.0	0.0	1.23449
24232693-24233093	ENSG00000100938.19	-0.3485	0.34347	0.0	0.0	1.23449
24232698-24233098	ENSG00000100938.19	-0.3485	0.34347	0.0	0.0	1.23449
24232701-24233101	ENSG00000100938.19	-0.3485	0.34347	0.0	0.0	1.23449
24232702-24233102	ENSG00000100938.19	-0.3485	0.34347	0.0	0.0	1.23449
24232718-24233118	ENSG00000100938.19	-0.3485	0.34347	0.0	0.0	1.23449
24232723-24233123	ENSG00000100938.19	-0.3485	0.34347	0.0	0.0	1.23449
24232729-24233129	ENSG00000100938.19	-0.3485	0.34347	0.0	0.0	1.23449
24232747-24233147	ENSG00000100938.19	-0.3485	0.34347	0.0	0.0	1.23449
24232748-24233148	ENSG00000100938.19	-0.3485	0.34347	0.0	0.0	1.23449
24232777-24233177	ENSG00000100938.19	-0.3485	0.34347	0.0	0.0	1.23449
24233019-24233419	ENSG00000100938.19	-0.3485	0.34347	0.0	0.0	1.23449
24233140-24233540	ENSG00000100938.19	-0.3485	0.34347	0.0	0.0	1.23449
24442060-24442460	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442066-24442466	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442081-24442481	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442124-24442524	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442146-24442546	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442175-24442575	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442237-24442637	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442241-24442641	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442248-24442648	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442252-24442652	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442253-24442653	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442477-24442877	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442494-24442894	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442554-24442954	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442559-24442959	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442565-24442965	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442576-24442976	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442613-24443013	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442618-24443018	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442658-24443058	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442704-24443104	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
24442705-24443105	ENSG00000100445.18	-0.5516	0.19355	0.0	0.0	-0.3073
56802045-56802445	ENSG00000165588.19	0.2853	-0.19753	-0.62045	0.0	0.0
56802155-56802555	ENSG00000165588.19	0.2853	-0.19753	-0.62045	0.0	0.0
56805160-56805560	ENSG00000165588.19	0.2853	-0.19753	-0.62045	0.0	1.71039
68878789-68879189	ENSG00000072110.16	-0.2867				
68878846-68879246	ENSG00000072110.16	-0.2867				
68878849-68879249	ENSG00000072110.16	-0.2867				
68878869-68879269	ENSG00000072110.16	-0.2867				
68878899-68879299	ENSG00000072110.16	-0.2867				
68879664-68880064	ENSG00000072110.16	-0.2867				
68879762-68880162	ENSG00000072110.16	-0.2867				
68879908-68880308	ENSG00000072110.16	-0.2867				
73297011-73297411	ENSG00000133961.21	0.3049				
73297061-73297461	ENSG00000133961.21	0.3049				
73297085-73297485	ENSG00000133961.21	0.3049				
73316190-73316590	ENSG00000133961.21	0.31				
73316222-73316622	ENSG00000133961.21	0.31				
73322930-73323330	ENSG00000133961.21	0.31				
73323004-73323404	ENSG00000133961.21	0.31				
73323029-73323429	ENSG00000133961.21	0.31				
73851631-73852031	ENSG00000140043.12	0.3243	0.12543	0.0	0.0	-0.50619
73851644-73852044	ENSG00000140043.12	0.3243	0.12543	0.0	0.0	-0.50619
73851728-73852128	ENSG00000140043.12	0.3243	0.12543	0.0	0.0	-0.50619
73851743-73852143	ENSG00000140043.12	0.3243	0.12543	0.0	0.0	-0.50619
73851746-73852146	ENSG00000140043.12	0.3243	0.12543	0.0	0.0	-0.50619
73851747-73852147	ENSG00000140043.12	0.3243	0.12543	0.0	0.0	-0.50619
73851771-73852171	ENSG00000140043.12	0.3243	0.12543	0.0	0.0	-0.50619
73851804-73852204	ENSG00000140043.12	0.3243	0.12543	0.0	0.0	-0.50619
73851916-73852316	ENSG00000140043.12	0.3243	0.12543	0.0	0.0	-0.50619
73851920-73852320	ENSG00000140043.12	0.3243	0.12543	0.0	0.0	-0.50619
73858616-73859016	ENSG00000140043.12	0.3243				
73858699-73859099	ENSG00000140043.12	0.3243				
73920780-73921180	ENSG00000119725.21	0.4204				
73920796-73921196	ENSG00000119725.21	0.4204				
73920865-73921265	ENSG00000119725.21	0.4204				
73920905-73921305	ENSG00000119725.21	0.4204				
73921866-73922266	ENSG00000119725.21	-0.4204				
73922006-73922406	ENSG00000119725.21	-0.4204				
73923195-73923595	ENSG00000119725.21	0.4204				
73923322-73923722	ENSG00000119725.21	0.4204				
73923325-73923725	ENSG00000119725.21	0.4204				
74292548-74292948	ENSG00000119688.21	0.3032				
74292575-74292975	ENSG00000119688.21	0.3032				
74292626-74293026	ENSG00000119688.21	0.3032				
74292631-74293031	ENSG00000119688.21	0.3032				
74292669-74293069	ENSG00000119688.21	0.3032				
74292954-74293354	ENSG00000119688.21	0.3032				
74293048-74293448	ENSG00000119688.21	0.3032				
74293079-74293479	ENSG00000119688.21	0.3032				
74293110-74293510	ENSG00000119688.21	0.3032				
74293111-74293511	ENSG00000119688.21	0.3032				
74294948-74295348	ENSG00000119688.21	-0.307				
74294998-74295398	ENSG00000119688.21	-0.307				
74712867-74713267	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
74712880-74713280	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
74712887-74713287	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
74712894-74713294	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
74712898-74713298	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
74712908-74713308	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
74712917-74713317	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
74712944-74713344	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
74712968-74713368	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
74712970-74713370	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
74713000-74713400	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
74713004-74713404	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
74713059-74713459	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
74713285-74713685	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
74713307-74713707	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
74713352-74713752	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
74713420-74713820	ENSG00000119616.11	0.4801	0.14257	0.0	0.0	0.0
89180501-89180901	ENSG00000053254.16	-0.2964				
89180544-89180944	ENSG00000053254.16	-0.2964				
89180556-89180956	ENSG00000053254.16	-0.2964				
89180559-89180959	ENSG00000053254.16	-0.2964				
89180588-89180988	ENSG00000053254.16	-0.2964				
89180590-89180990	ENSG00000053254.16	-0.2964				
89180606-89181006	ENSG00000053254.16	-0.2964				
89280750-89281150	ENSG00000053254.16	-0.2964				
89280814-89281214	ENSG00000053254.16	-0.2964				
93263793-93264193	ENSG00000011114.15	-0.3198				
93288507-93288907	ENSG00000011114.15	0.3136				
93288530-93288930	ENSG00000011114.15	0.3136				
93293658-93294058	ENSG00000011114.15	0.3136				
93293728-93294128	ENSG00000011114.15	0.3136				
94096641-94097041	ENSG00000165948.11	0.3033				
94096656-94097056	ENSG00000165948.11	0.3033				
94096687-94097087	ENSG00000165948.11	0.3033				
94096707-94097107	ENSG00000165948.11	0.3033				
94096765-94097165	ENSG00000165948.11	0.3033				
94097292-94097692	ENSG00000165948.11	0.3033				
94097295-94097695	ENSG00000165948.11	0.3033				
94097478-94097878	ENSG00000165948.11	0.3033				
94100539-94100939	ENSG00000165948.11	-0.3411				
94100571-94100971	ENSG00000165948.11	-0.3411				
22839455-22839855	ENSG00000140157.16	-0.3338	0.07077	0.0	0.0	0.0
22839590-22839990	ENSG00000140157.16	-0.3338	0.07077	0.0	0.0	0.0
22844946-22845346	ENSG00000140157.16	-0.3338				
22845067-22845467	ENSG00000140157.16	-0.3338				
30634880-30635280	ENSG00000285077.3	0.5032				
30634988-30635388	ENSG00000285077.3	0.5032				
30635043-30635443	ENSG00000285077.3	0.5032				
30635109-30635509	ENSG00000285077.3	0.5032				
30635185-30635585	ENSG00000285077.3	0.5032				
30635187-30635587	ENSG00000285077.3	0.5032				
30635287-30635687	ENSG00000285077.3	0.5032				
30635433-30635833	ENSG00000285077.3	-0.5024				
63060669-63061069	ENSG00000140416.23	0.272				
63060739-63061139	ENSG00000140416.23	0.272				
63060898-63061298	ENSG00000140416.23	0.272				
63060998-63061398	ENSG00000140416.23	-0.2676				
63061034-63061434	ENSG00000140416.23	-0.2676				
63061065-63061465	ENSG00000140416.23	-0.2676				
63061073-63061473	ENSG00000140416.23	-0.2676				
63061513-63061913	ENSG00000140416.23	0.272				
63061588-63061988	ENSG00000140416.23	0.272				
63061857-63062257	ENSG00000140416.23	0.2676				
63061908-63062308	ENSG00000140416.23	0.2676				
63062015-63062415	ENSG00000140416.23	0.2676				
63062044-63062444	ENSG00000140416.23	0.2676				
63062077-63062477	ENSG00000140416.23	0.2676				
63062132-63062532	ENSG00000140416.23	0.2676				
63062376-63062776	ENSG00000140416.23	0.3465				
63062398-63062798	ENSG00000140416.23	0.3465				
63062445-63062845	ENSG00000140416.23	0.3465				
63063864-63064264	ENSG00000140416.23	-0.3153				
63063942-63064342	ENSG00000140416.23	-0.3153				
63063990-63064390	ENSG00000140416.23	-0.3153				
63065696-63066096	ENSG00000140416.23	0.3465				
63065835-63066235	ENSG00000140416.23	0.3465				
63065885-63066285	ENSG00000140416.23	0.3465				
63065891-63066291	ENSG00000140416.23	0.3465				
63065892-63066292	ENSG00000140416.23	0.3465				
63065893-63066293	ENSG00000140416.23	0.3465				
69422959-69423359	ENSG00000137807.16	0.3232				
69423129-69423529	ENSG00000137807.16	0.3232				
69425082-69425482	ENSG00000137807.16	-0.2849				
69425123-69425523	ENSG00000137807.16	-0.2849				
69425675-69426075	ENSG00000137807.16	0.3232				
69425870-69426270	ENSG00000137807.16	0.3232				
69425982-69426382	ENSG00000137807.16	0.3232				
69440108-69440508	ENSG00000137807.16	0.3311				
69440287-69440687	ENSG00000137807.16	0.3311				
69440879-69441279	ENSG00000137807.16	-0.3404				
69444555-69444955	ENSG00000137807.16	0.3311				
69444590-69444990	ENSG00000137807.16	0.3311				
69444611-69445011	ENSG00000137807.16	0.3311				
75620694-75621094	ENSG00000169371.14	-0.3843				
75620846-75621246	ENSG00000169371.14	-0.3843				
75620856-75621256	ENSG00000169371.14	-0.3843				
75625337-75625737	ENSG00000169371.14	-0.3843	0.36442	0.0	0.0	0.18883
75625438-75625838	ENSG00000169371.14	-0.3843	0.36442	0.0	0.0	0.18883
75625463-75625863	ENSG00000169371.14	-0.3843	0.36442	0.0	0.0	0.18883
75625466-75625866	ENSG00000169371.14	-0.3843	0.36442	0.0	0.0	0.18883
75625488-75625888	ENSG00000169371.14	-0.3843	0.36442	0.0	0.0	0.18883
75625490-75625890	ENSG00000169371.14	-0.3843	0.36442	0.0	0.0	0.18883
75625493-75625893	ENSG00000169371.14	-0.3843	0.36442	0.0	0.0	0.18883
75625525-75625925	ENSG00000169371.14	-0.3843	0.36442	0.0	0.0	0.18883
75625571-75625971	ENSG00000169371.14	-0.3843	0.36442	0.0	0.0	0.18883
75625594-75625994	ENSG00000169371.14	-0.3843	0.36442	0.0	0.0	0.18883
77252167-77252567	ENSG00000173517.11	-0.3758				
77252222-77252622	ENSG00000173517.11	-0.3758				
77252279-77252679	ENSG00000173517.11	-0.3758				
77252299-77252699	ENSG00000173517.11	-0.3758				
77252326-77252726	ENSG00000173517.11	-0.3758				
77252331-77252731	ENSG00000173517.11	-0.3758				
77284758-77285158	ENSG00000173517.11	-0.3758				
77284855-77285255	ENSG00000173517.11	-0.3758				
77284878-77285278	ENSG00000173517.11	-0.3758				
77284900-77285300	ENSG00000173517.11	-0.3758				
80072364-80072764	ENSG00000086666.19	-0.3345	-1.58715	-0.94193	0.0	0.0
80072378-80072778	ENSG00000086666.19	-0.3345	-1.58715	-0.94193	0.0	0.0
80072383-80072783	ENSG00000086666.19	-0.3345	-1.58715	-0.94193	0.0	0.0
80072387-80072787	ENSG00000086666.19	-0.3345	-1.58715	-0.94193	0.0	0.0
80072388-80072788	ENSG00000086666.19	-0.3345	-1.58715	-0.94193	0.0	0.0
80072390-80072790	ENSG00000086666.19	-0.3345	-1.58715	-0.94193	0.0	0.0
80072391-80072791	ENSG00000086666.19	-0.3345	-1.58715	-0.94193	0.0	0.0
80072447-80072847	ENSG00000086666.19	-0.3345	-1.58715	-0.94193	0.0	0.0
80098216-80098616	ENSG00000086666.19	-0.3345				
80098378-80098778	ENSG00000086666.19	-0.3345				
84645494-84645894	ENSG00000177082.13	0.478				
84645636-84646036	ENSG00000177082.13	0.478				
84645773-84646173	ENSG00000177082.13	0.478				
84645788-84646188	ENSG00000177082.13	0.478				
84645837-84646237	ENSG00000177082.13	0.478				
84645885-84646285	ENSG00000177082.13	0.478				
84645984-84646384	ENSG00000177082.13	-0.478				
84645985-84646385	ENSG00000177082.13	-0.478				
84646106-84646506	ENSG00000177082.13	-0.478				
84646148-84646548	ENSG00000177082.13	-0.478				
90871339-90871739	ENSG00000140564.13	-0.3526	-0.53396	0.0	0.0	0.98283
90871405-90871805	ENSG00000140564.13	-0.3526	-0.53396	-1.46272	0.0	0.98283
90875382-90875782	ENSG00000140564.13	-0.3526				
90875488-90875888	ENSG00000140564.13	-0.3526				
97410992-97411392	ENSG00000259485.2	0.4518				
97411078-97411478	ENSG00000259485.2	0.4518				
97428849-97429249	ENSG00000259485.2	0.4518				
97429004-97429404	ENSG00000259485.2	0.4518				
1371319-1371719	ENSG00000059145.19	-0.4956				
1371411-1371811	ENSG00000059145.19	-0.4956				
1385008-1385408	ENSG00000059145.19	-0.4956				
1385185-1385585	ENSG00000059145.19	-0.4956				
14949880-14950280	ENSG00000183426.17	-0.3865				
14949910-14950310	ENSG00000183426.17	-0.3865				
14950020-14950420	ENSG00000183426.17	-0.3865				
14950055-14950455	ENSG00000183426.17	-0.3865				
14950500-14950900	ENSG00000183426.17	0.3353				
14950552-14950952	ENSG00000183426.17	0.3353				
14950621-14951021	ENSG00000183426.17	0.3353				
14951415-14951815	ENSG00000183426.17	0.3353				
15134002-15134402	ENSG00000250251.6	0.5561				
15134145-15134545	ENSG00000250251.6	0.5561				
15134830-15135230	ENSG00000250251.6	-0.5561				
15134953-15135353	ENSG00000250251.6	0.5561				
15135080-15135480	ENSG00000250251.6	0.5561				
15135104-15135504	ENSG00000250251.6	0.5561				
15135229-15135629	ENSG00000250251.6	0.5561				
24567170-24567570	ENSG00000122257.20	0.4454				
24567305-24567705	ENSG00000122257.20	0.4454				
24567592-24567992	ENSG00000122257.20	-0.4454				
24567693-24568093	ENSG00000122257.20	-0.4454				
24568545-24568945	ENSG00000122257.20	0.4454				
24920047-24920447	ENSG00000140750.17	0.4888				
24920060-24920460	ENSG00000140750.17	0.4888				
24927484-24927884	ENSG00000140750.17	0.4888				
24927532-24927932	ENSG00000140750.17	0.4888				
24930584-24930984	ENSG00000140750.17	0.3516				
28711217-28711617	ENSG00000184110.15	0.3662				
28711263-28711663	ENSG00000184110.15	0.3662				
28711264-28711664	ENSG00000184110.15	0.3662				
28711274-28711674	ENSG00000184110.15	0.3662				
28711318-28711718	ENSG00000184110.15	0.3662				
28711327-28711727	ENSG00000184110.15	0.3662				
28711367-28711767	ENSG00000184110.15	0.3662				
28711457-28711857	ENSG00000184110.15	0.3662				
28711587-28711987	ENSG00000184110.15	0.3662				
28823282-28823682	ENSG00000168488.19	-0.2957	-0.32889	0.0	0.0	0.27752
28823358-28823758	ENSG00000168488.19	-0.2957	-0.32889	0.0	0.0	0.27752
28825166-28825566	ENSG00000168488.19	-0.2957	-0.32889	0.0	0.0	0.0
28825171-28825571	ENSG00000168488.19	-0.2957	-0.32889	0.0	0.0	0.0
28825202-28825602	ENSG00000168488.19	-0.2957	-0.32889	0.0	0.0	0.0
57619493-57619893	ENSG00000205336.14	0.5222				
57619494-57619894	ENSG00000205336.14	0.5222				
57619533-57619933	ENSG00000205336.14	0.5222				
57619537-57619937	ENSG00000205336.14	0.5222				
57619538-57619938	ENSG00000205336.14	0.5222				
57619540-57619940	ENSG00000205336.14	0.5222				
57619551-57619951	ENSG00000205336.14	0.5222				
57619681-57620081	ENSG00000205336.14	0.5222				
57619742-57620142	ENSG00000205336.14	0.5222				
57619798-57620198	ENSG00000205336.14	0.5222				
57619845-57620245	ENSG00000205336.14	0.5222				
57619846-57620246	ENSG00000205336.14	0.5222				
57619877-57620277	ENSG00000205336.14	0.5222				
57650053-57650453	ENSG00000205336.14	0.5222				
57650106-57650506	ENSG00000205336.14	0.5222				
57650151-57650551	ENSG00000205336.14	0.5222				
57650155-57650555	ENSG00000205336.14	0.5222				
580577-580977	ENSG00000007541.17	0.5198				
580658-581058	ENSG00000007541.17	0.5198				
580722-581122	ENSG00000007541.17	0.5198				
580772-581172	ENSG00000007541.17	0.5198				
582048-582448	ENSG00000007541.17	0.5198				
582109-582509	ENSG00000007541.17	0.5198				
582284-582684	ENSG00000007541.17	0.3496				
582290-582690	ENSG00000007541.17	0.3496				
582677-583077	ENSG00000007541.17	0.3496				
582683-583083	ENSG00000007541.17	0.3496				
582693-583093	ENSG00000007541.17	0.3496				
582747-583147	ENSG00000007541.17	0.3496				
582835-583235	ENSG00000007541.17	0.3496				
67537254-67537654	ENSG00000039523.20	0.4411	-0.91611	0.87621	0.0	0.0
67537273-67537673	ENSG00000039523.20	0.4411	-0.91611	0.87621	0.0	0.0
67537397-67537797	ENSG00000039523.20	0.4411	-0.91611	0.87621	0.0	0.0
67538224-67538624	ENSG00000039523.20	0.4411	-0.91611	0.87621	0.0	0.0
67538264-67538664	ENSG00000039523.20	0.4411	-0.91611	0.87621	0.0	0.0
67538271-67538671	ENSG00000039523.20	0.4411	-0.91611	0.87621	0.0	0.0
67538344-67538744	ENSG00000039523.20	0.4411	-0.91611	0.87621	0.0	0.0
67538350-67538750	ENSG00000039523.20	0.4411	-0.91611	0.87621	0.0	0.0
67538357-67538757	ENSG00000039523.20	0.4411	-0.91611	0.87621	0.0	0.0
71456564-71456964	ENSG00000167377.19	-0.5053				
71456582-71456982	ENSG00000167377.19	-0.5053				
71456628-71457028	ENSG00000167377.19	-0.5053				
71462010-71462410	ENSG00000167377.19	-0.5053	0.05128	0.0	0.0	-0.42925
71462014-71462414	ENSG00000167377.19	-0.5053	0.05128	0.0	0.0	-0.42925
71462045-71462445	ENSG00000167377.19	-0.5053	0.05128	0.0	0.0	-0.42925
71462046-71462446	ENSG00000167377.19	-0.5053	0.05128	0.0	0.0	-0.42925
71462047-71462447	ENSG00000167377.19	-0.5053	0.05128	0.0	0.0	-0.42925
71462052-71462452	ENSG00000167377.19	-0.5053	0.05128	0.0	0.0	-0.42925
71462078-71462478	ENSG00000167377.19	-0.5053	0.05128	0.0	0.0	-0.42925
71462127-71462527	ENSG00000167377.19	-0.5053	0.05128	0.0	0.0	-0.42925
71462170-71462570	ENSG00000167377.19	-0.5053	0.05128	0.0	0.0	-0.42925
71462186-71462586	ENSG00000167377.19	-0.5053	0.05128	0.0	0.0	-0.42925
71462192-71462592	ENSG00000167377.19	-0.5053	0.05128	0.0	0.0	-0.42925
71765289-71765689	ENSG00000166747.13	0.6117				
71765384-71765784	ENSG00000166747.13	0.6117				
71765450-71765850	ENSG00000166747.13	0.6117				
71767677-71768077	ENSG00000166747.13	-0.573				
71767685-71768085	ENSG00000166747.13	-0.573				
71769419-71769819	ENSG00000166747.13	0.6117				
71769423-71769823	ENSG00000166747.13	0.6117				
71769499-71769899	ENSG00000166747.13	0.6117				
75242714-75243114	ENSG00000050820.17	-0.3423				
75242855-75243255	ENSG00000050820.17	-0.3423				
75242890-75243290	ENSG00000050820.17	-0.3423				
75265625-75266025	ENSG00000050820.17	-0.3423	-0.55791	0.0	0.0	0.97283
75265748-75266148	ENSG00000050820.17	-0.3423	-0.55791	0.0	0.0	0.97283
75265807-75266207	ENSG00000050820.17	-0.3423	-0.55791	0.0	0.0	0.97283
84184699-84185099	ENSG00000103168.17	-0.2994				
84184789-84185189	ENSG00000103168.17	-0.2994				
84184852-84185252	ENSG00000103168.17	-0.2994				
84184860-84185260	ENSG00000103168.17	-0.2994				
84184958-84185358	ENSG00000103168.17	-0.2994				
84186701-84187101	ENSG00000103168.17	-0.2994	-0.11889	0.0	0.0	0.02263
84186781-84187181	ENSG00000103168.17	-0.2994	-0.11889	0.0	0.0	0.02263
84186789-84187189	ENSG00000103168.17	-0.2994	-0.11889	0.0	0.0	0.02263
84186811-84187211	ENSG00000103168.17	-0.2994	-0.11889	0.0	0.0	0.02263
84186820-84187220	ENSG00000103168.17	-0.2994	-0.11889	0.0	0.0	0.02263
84186833-84187233	ENSG00000103168.17	-0.2994	-0.11889	0.0	0.0	0.02263
84186838-84187238	ENSG00000103168.17	-0.2994	-0.11889	0.0	0.0	0.02263
84186839-84187239	ENSG00000103168.17	-0.2994	-0.11889	0.0	0.0	0.02263
84186845-84187245	ENSG00000103168.17	-0.2994	-0.11889	0.0	0.0	0.02263
84186849-84187249	ENSG00000103168.17	-0.2994	-0.11889	0.0	0.0	0.02263
84186852-84187252	ENSG00000103168.17	-0.2994	-0.11889	0.0	0.0	0.02263
84186857-84187257	ENSG00000103168.17	-0.2994	-0.11889	0.0	0.0	0.02263
84186863-84187263	ENSG00000103168.17	-0.2994	-0.11889	0.0	0.0	0.02263
84186870-84187270	ENSG00000103168.17	-0.2994	-0.11889	0.0	0.0	0.02263
8858971-8859371	ENSG00000153048.11	-0.5466				
8859131-8859531	ENSG00000153048.11	-0.5466				
8859135-8859535	ENSG00000153048.11	-0.5466				
8868766-8869166	ENSG00000153048.11	-0.5466	-0.16854	0.0	0.0	-0.11444
8868806-8869206	ENSG00000153048.11	-0.5466	-0.16854	0.0	0.0	-0.11444
8868812-8869212	ENSG00000153048.11	-0.5466	-0.16854	0.0	0.0	-0.11444
89795706-89796106	ENSG00000187741.15	-0.3325				
89795818-89796218	ENSG00000187741.15	-0.3325				
89798791-89799191	ENSG00000187741.15	-0.3325				
89798879-89799279	ENSG00000187741.15	-0.3325				
89798966-89799366	ENSG00000187741.15	-0.3325				
89798972-89799372	ENSG00000187741.15	-0.3325				
89799032-89799432	ENSG00000187741.15	-0.3325				
15440008-15440408	ENSG00000259024.6	0.5064				
15440085-15440485	ENSG00000259024.6	0.5064				
15502898-15503298	ENSG00000175106.17	0.4169				
15503032-15503432	ENSG00000175106.17	0.4169				
15540233-15540633	ENSG00000175106.17	-0.6465				
15540302-15540702	ENSG00000175106.17	-0.6465				
15540361-15540761	ENSG00000175106.17	-0.6465				
15545585-15545985	ENSG00000259024.6	0.5064				
15545716-15546116	ENSG00000259024.6	0.5064				
17179803-17180203	ENSG00000133030.22	0.2834				
17179888-17180288	ENSG00000133030.22	0.2834				
17179950-17180350	ENSG00000133030.22	0.2834				
17180407-17180807	ENSG00000133030.22	0.3159				
17180469-17180869	ENSG00000133030.22	0.3159				
17184623-17185023	ENSG00000133030.22	0.3159				
17184662-17185062	ENSG00000133030.22	0.3159				
17184776-17185176	ENSG00000133030.22	0.3159				
18780911-18781311	ENSG00000171928.14	-0.4551				
18780943-18781343	ENSG00000171928.14	-0.4551				
18780955-18781355	ENSG00000171928.14	-0.4551				
18780980-18781380	ENSG00000171928.14	-0.4551				
18780983-18781383	ENSG00000171928.14	-0.4551				
18781087-18781487	ENSG00000171928.14	-0.4551				
18781105-18781505	ENSG00000171928.14	-0.4551				
18781114-18781514	ENSG00000171928.14	-0.4551				
18789153-18789553	ENSG00000171928.14	-0.4551				
18789158-18789558	ENSG00000171928.14	-0.4551				
18789163-18789563	ENSG00000171928.14	-0.4551				
18789235-18789635	ENSG00000171928.14	-0.4551				
19671568-19671968	ENSG00000072210.19	0.4543				
19671599-19671999	ENSG00000072210.19	0.4543				
19671756-19672156	ENSG00000072210.19	0.4543				
19675296-19675696	ENSG00000072210.19	0.4543	0.0	0.0	1.2289	0.0
