gene_id	lsv_id	seqid	junction0	mean_dpsi_per_lsv_junction	probability_changing	flanks	start	stop	strand
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49741611	-0.5401	1.0	49741347-49741747	49741347	49741747	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49741611	-0.5401	1.0	49741349-49741749	49741349	49741749	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49741611	-0.5401	1.0	49741357-49741757	49741357	49741757	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49741611	-0.5401	1.0	49741368-49741768	49741368	49741768	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49741611	-0.5401	1.0	49741371-49741771	49741371	49741771	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49741611	-0.5401	1.0	49741374-49741774	49741374	49741774	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49741611	-0.5401	1.0	49741408-49741808	49741408	49741808	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49741611	-0.5401	1.0	49741411-49741811	49741411	49741811	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49741611	-0.5401	1.0	49741568-49741968	49741568	49741968	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49741611	-0.5401	1.0	49741609-49742009	49741609	49742009	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49742115	0.3847	1.0	49741752-49742152	49741752	49742152	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49742115	0.3847	1.0	49741757-49742157	49741757	49742157	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49742115	0.3847	1.0	49741915-49742315	49741915	49742315	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49742115	0.3847	1.0	49742080-49742480	49742080	49742480	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49752464	0.3847	1.0	49752256-49752656	49752256	49752656	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49752464	0.3847	1.0	49752264-49752664	49752264	49752664	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49752464	0.3847	1.0	49752266-49752666	49752266	49752666	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49752464	0.3847	1.0	49752324-49752724	49752324	49752724	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49752464	0.3847	1.0	49752326-49752726	49752326	49752726	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49752464	0.3847	1.0	49752342-49752742	49752342	49752742	+
ENSG00000139644.13	ENSG00000139644.13:t:49752456-49752549	chr12	49752464	0.3847	1.0	49752349-49752749	49752349	49752749	+
ENSG00000111540.16	ENSG00000111540.16:t:55986869-55987123	chr12	55974139	-0.5363	0.9983	55973800-55974200	55973800	55974200	+
ENSG00000111540.16	ENSG00000111540.16:t:55986869-55987123	chr12	55974139	-0.5363	0.9983	55973874-55974274	55973874	55974274	+
ENSG00000111540.16	ENSG00000111540.16:t:55986869-55987123	chr12	55974139	-0.5363	0.9983	55973878-55974278	55973878	55974278	+
ENSG00000111540.16	ENSG00000111540.16:t:55986869-55987123	chr12	55974139	-0.5363	0.9983	55973884-55974284	55973884	55974284	+
ENSG00000111540.16	ENSG00000111540.16:t:55986869-55987123	chr12	55974139	-0.5363	0.9983	55973897-55974297	55973897	55974297	+
ENSG00000111540.16	ENSG00000111540.16:t:55986869-55987123	chr12	55974139	-0.5363	0.9983	55973901-55974301	55973901	55974301	+
ENSG00000111540.16	ENSG00000111540.16:t:55986869-55987123	chr12	55974139	-0.5363	0.9983	55973939-55974339	55973939	55974339	+
ENSG00000111540.16	ENSG00000111540.16:t:55986869-55987123	chr12	55986869	-0.5363	0.9983	55986669-55987069	55986669	55987069	+
ENSG00000111540.16	ENSG00000111540.16:t:55986869-55987123	chr12	55986869	-0.5363	0.9983	55986761-55987161	55986761	55987161	+
ENSG00000139531.13	ENSG00000139531.13:t:56002212-56002271	chr12	55997339	-0.3473	0.9949	55996980-55997380	55996980	55997380	+
ENSG00000139531.13	ENSG00000139531.13:t:56002212-56002271	chr12	55997339	-0.3473	0.9949	55997059-55997459	55997059	55997459	+
ENSG00000139531.13	ENSG00000139531.13:t:56002212-56002271	chr12	55997339	-0.3473	0.9949	55997076-55997476	55997076	55997476	+
ENSG00000139531.13	ENSG00000139531.13:t:56002212-56002271	chr12	55997339	-0.3473	0.9949	55997087-55997487	55997087	55997487	+
ENSG00000139531.13	ENSG00000139531.13:t:56002212-56002271	chr12	55997339	-0.3473	0.9949	55997088-55997488	55997088	55997488	+
ENSG00000139531.13	ENSG00000139531.13:t:56002212-56002271	chr12	55997339	-0.3473	0.9949	55997089-55997489	55997089	55997489	+
ENSG00000139531.13	ENSG00000139531.13:t:56002212-56002271	chr12	55997339	-0.3473	0.9949	55997096-55997496	55997096	55997496	+
ENSG00000139531.13	ENSG00000139531.13:t:56002212-56002271	chr12	55997339	-0.3473	0.9949	55997098-55997498	55997098	55997498	+
ENSG00000139531.13	ENSG00000139531.13:t:56002212-56002271	chr12	55997339	-0.3473	0.9949	55997118-55997518	55997118	55997518	+
ENSG00000139531.13	ENSG00000139531.13:t:56002212-56002271	chr12	55997339	-0.3473	0.9949	55997119-55997519	55997119	55997519	+
ENSG00000139531.13	ENSG00000139531.13:t:56002212-56002271	chr12	55997339	-0.3473	0.9949	55997130-55997530	55997130	55997530	+
ENSG00000139531.13	ENSG00000139531.13:t:56002212-56002271	chr12	55997339	-0.3473	0.9949	55997139-55997539	55997139	55997539	+
ENSG00000139531.13	ENSG00000139531.13:t:56002212-56002271	chr12	56002212	-0.3473	0.9949	56002012-56002412	56002012	56002412	+
ENSG00000139531.13	ENSG00000139531.13:t:56002212-56002271	chr12	56002212	-0.3473	0.9949	56002014-56002414	56002014	56002414	+
ENSG00000139531.13	ENSG00000139531.13:t:56002212-56002271	chr12	56002212	-0.3473	0.9949	56002071-56002471	56002071	56002471	+
ENSG00000139613.12	ENSG00000139613.12:t:56162359-56163765	chr12	56163765	0.3617	0.9999	56163565-56163965	56163565	56163965	-
ENSG00000139613.12	ENSG00000139613.12:s:56164648-56164731	chr12	56164368	0.4131	1.0	56164103-56164503	56164103	56164503	-
ENSG00000139613.12	ENSG00000139613.12:s:56164648-56164731	chr12	56164368	0.4131	1.0	56164168-56164568	56164168	56164568	-
ENSG00000139613.12	ENSG00000139613.12:s:56164648-56164731	chr12	56164648	0.4131	1.0	56164448-56164848	56164448	56164848	-
ENSG00000139613.12	ENSG00000139613.12:s:56164648-56164731	chr12	56164648	0.4131	1.0	56164531-56164931	56164531	56164931	-
ENSG00000135506.16	ENSG00000135506.16:t:57720406-57720518	chr12	57719182	0.3509	1.0	57718793-57719193	57718793	57719193	+
ENSG00000135506.16	ENSG00000135506.16:t:57720406-57720518	chr12	57719182	0.3509	1.0	57718861-57719261	57718861	57719261	+
ENSG00000135506.16	ENSG00000135506.16:t:57720406-57720518	chr12	57719182	0.3509	1.0	57718982-57719382	57718982	57719382	+
ENSG00000135506.16	ENSG00000135506.16:s:57718993-57719182	chr12	57720099	-0.2751	0.9637	57719899-57720299	57719899	57720299	+
ENSG00000135506.16	ENSG00000135506.16:t:57720406-57720518	chr12	57720406	0.3509	1.0	57720011-57720411	57720011	57720411	+
ENSG00000135506.16	ENSG00000135506.16:t:57720406-57720518	chr12	57720406	0.3509	1.0	57720063-57720463	57720063	57720463	+
ENSG00000135506.16	ENSG00000135506.16:t:57720406-57720518	chr12	57720406	0.3509	1.0	57720206-57720606	57720206	57720606	+
ENSG00000135506.16	ENSG00000135506.16:t:57720406-57720518	chr12	57720406	0.3509	1.0	57720318-57720718	57720318	57720718	+
ENSG00000010295.20	ENSG00000010295.20:t:6550941-6551001	chr12	6551001	0.3972	0.9755	6550741-6551141	6550741	6551141	-
ENSG00000010295.20	ENSG00000010295.20:t:6550941-6551001	chr12	6551001	0.3972	0.9755	6550801-6551201	6550801	6551201	-
ENSG00000010295.20	ENSG00000010295.20:t:6550941-6551001	chr12	6551398	0.3972	0.9755	6551198-6551598	6551198	6551598	-
ENSG00000010295.20	ENSG00000010295.20:t:6550941-6551001	chr12	6551398	0.3972	0.9755	6551303-6551703	6551303	6551703	-
ENSG00000010295.20	ENSG00000010295.20:t:6550941-6551001	chr12	6551398	0.3972	0.9755	6551395-6551795	6551395	6551795	-
ENSG00000010295.20	ENSG00000010295.20:t:6550941-6551001	chr12	6555257	-0.3972	0.9755	6555057-6555457	6555057	6555457	-
ENSG00000135679.27	ENSG00000135679.27:t:68809208-68809292	chr12	68808491	-0.3953	1.0	68808183-68808583	68808183	68808583	+
ENSG00000135679.27	ENSG00000135679.27:t:68809208-68809292	chr12	68808491	-0.3953	1.0	68808264-68808664	68808264	68808664	+
ENSG00000135679.27	ENSG00000135679.27:t:68809208-68809292	chr12	68808491	-0.3953	1.0	68808291-68808691	68808291	68808691	+
ENSG00000135679.27	ENSG00000135679.27:t:68809208-68809292	chr12	68809086	0.3821	1.0	68808802-68809202	68808802	68809202	+
ENSG00000135679.27	ENSG00000135679.27:t:68809208-68809292	chr12	68809086	0.3821	1.0	68808817-68809217	68808817	68809217	+
ENSG00000135679.27	ENSG00000135679.27:t:68809208-68809292	chr12	68809086	0.3821	1.0	68808824-68809224	68808824	68809224	+
ENSG00000135679.27	ENSG00000135679.27:t:68809208-68809292	chr12	68809086	0.3821	1.0	68808886-68809286	68808886	68809286	+
ENSG00000135679.27	ENSG00000135679.27:t:68809208-68809292	chr12	68809086	0.3821	1.0	68809008-68809408	68809008	68809408	+
ENSG00000135679.27	ENSG00000135679.27:t:68809208-68809292	chr12	68809086	0.3821	1.0	68809011-68809411	68809011	68809411	+
ENSG00000135679.27	ENSG00000135679.27:t:68809208-68809292	chr12	68809086	0.3821	1.0	68809012-68809412	68809012	68809412	+
ENSG00000135679.27	ENSG00000135679.27:t:68809208-68809292	chr12	68809086	0.3821	1.0	68809026-68809426	68809026	68809426	+
ENSG00000135679.27	ENSG00000135679.27:t:68809208-68809292	chr12	68809208	0.3821	1.0	68809092-68809492	68809092	68809492	+
ENSG00000121749.16	ENSG00000121749.16:t:71872070-71872168	chr12	71839811	-0.361	0.9849	71839507-71839907	71839507	71839907	+
ENSG00000121749.16	ENSG00000121749.16:t:71872070-71872168	chr12	71839811	-0.361	0.9849	71839518-71839918	71839518	71839918	+
ENSG00000121749.16	ENSG00000121749.16:t:71872070-71872168	chr12	71839811	-0.361	0.9849	71839559-71839959	71839559	71839959	+
ENSG00000121749.16	ENSG00000121749.16:t:71872070-71872168	chr12	71839811	-0.361	0.9849	71839563-71839963	71839563	71839963	+
ENSG00000121749.16	ENSG00000121749.16:t:71872070-71872168	chr12	71839811	-0.361	0.9849	71839578-71839978	71839578	71839978	+
ENSG00000121749.16	ENSG00000121749.16:t:71872070-71872168	chr12	71839811	-0.361	0.9849	71839611-71840011	71839611	71840011	+
ENSG00000121749.16	ENSG00000121749.16:t:71872070-71872168	chr12	71872070	-0.361	0.9849	71871870-71872270	71871870	71872270	+
ENSG00000121749.16	ENSG00000121749.16:t:71872070-71872168	chr12	71872070	-0.361	0.9849	71871968-71872368	71871968	71872368	+
ENSG00000111752.11	ENSG00000111752.11:t:8917630-8917791	chr12	8914827	-0.2951	1.0	8914496-8914896	8914496	8914896	+
ENSG00000111752.11	ENSG00000111752.11:t:8917630-8917791	chr12	8914827	-0.2951	1.0	8914531-8914931	8914531	8914931	+
ENSG00000111752.11	ENSG00000111752.11:t:8917630-8917791	chr12	8914827	-0.2951	1.0	8914573-8914973	8914573	8914973	+
ENSG00000111752.11	ENSG00000111752.11:t:8917630-8917791	chr12	8914827	-0.2951	1.0	8914582-8914982	8914582	8914982	+
ENSG00000111752.11	ENSG00000111752.11:t:8917630-8917791	chr12	8914827	-0.2951	1.0	8914627-8915027	8914627	8915027	+
ENSG00000111752.11	ENSG00000111752.11:t:8917630-8917791	chr12	8914827	-0.2951	1.0	8914756-8915156	8914756	8915156	+
ENSG00000111752.11	ENSG00000111752.11:t:8917630-8917791	chr12	8917630	-0.2951	1.0	8917430-8917830	8917430	8917830	+
ENSG00000111752.11	ENSG00000111752.11:t:8917630-8917791	chr12	8917630	-0.2951	1.0	8917455-8917855	8917455	8917855	+
ENSG00000111752.11	ENSG00000111752.11:t:8917630-8917791	chr12	8917630	-0.2951	1.0	8917591-8917991	8917591	8917991	+
ENSG00000111788.10	ENSG00000111788.10:s:9311731-9311831	chr12	9311831	0.5889	1.0	9311531-9311931	9311531	9311931	+
ENSG00000111788.10	ENSG00000111788.10:s:9311731-9311831	chr12	9311831	0.5889	1.0	9311631-9312031	9311631	9312031	+
ENSG00000111788.10	ENSG00000111788.10:s:9311731-9311831	chr12	9311831	0.5889	1.0	9311749-9312149	9311749	9312149	+
ENSG00000111788.10	ENSG00000111788.10:s:9311731-9311831	chr12	9312278	0.5889	1.0	9312041-9312441	9312041	9312441	+
ENSG00000111788.10	ENSG00000111788.10:s:9311731-9311831	chr12	9312278	0.5889	1.0	9312123-9312523	9312123	9312523	+
ENSG00000256673.1	ENSG00000256673.1:t:9398355-9398484	chr12	9398484	0.5705	0.9996	9398155-9398555	9398155	9398555	-
ENSG00000256673.1	ENSG00000256673.1:t:9398355-9398484	chr12	9398484	0.5705	0.9996	9398284-9398684	9398284	9398684	-
ENSG00000256673.1	ENSG00000256673.1:t:9398355-9398484	chr12	9399795	0.5705	0.9996	9399498-9399898	9399498	9399898	-
ENSG00000256673.1	ENSG00000256673.1:s:9407308-9407452	chr12	9402556	0.3347	0.9766	9402227-9402627	9402227	9402627	-
ENSG00000256673.1	ENSG00000256673.1:s:9407308-9407452	chr12	9402556	0.3347	0.9766	9402356-9402756	9402356	9402756	-
ENSG00000136014.12	ENSG00000136014.12:t:95532829-95534326	chr12	95534326	0.7015	1.0	95534126-95534526	95534126	95534526	-
ENSG00000136014.12	ENSG00000136014.12:t:95532829-95534326	chr12	95548771	-0.4849	1.0	95548469-95548869	95548469	95548869	-
ENSG00000136014.12	ENSG00000136014.12:t:95532829-95534326	chr12	95548771	-0.4849	1.0	95548571-95548971	95548571	95548971	-
ENSG00000136014.12	ENSG00000136014.12:t:95532829-95534326	chr12	95548771	-0.4849	1.0	95548598-95548998	95548598	95548998	-
ENSG00000136014.12	ENSG00000136014.12:t:95532829-95534326	chr12	95548771	-0.4849	1.0	95548619-95549019	95548619	95549019	-
ENSG00000136014.12	ENSG00000136014.12:t:95532829-95534326	chr12	95548771	-0.4849	1.0	95548644-95549044	95548644	95549044	-
ENSG00000136014.12	ENSG00000136014.12:t:95532829-95534326	chr12	95551272	0.7015	1.0	95551072-95551472	95551072	95551472	-
ENSG00000256594.9	ENSG00000256594.9:s:9655873-9655979	chr12	9655979	0.4815	0.9984	9655673-9656073	9655673	9656073	+
ENSG00000256594.9	ENSG00000256594.9:s:9655873-9655979	chr12	9655979	0.4815	0.9984	9655779-9656179	9655779	9656179	+
ENSG00000256594.9	ENSG00000256594.9:s:9655873-9655979	chr12	9656568	0.4815	0.9984	9656368-9656768	9656368	9656768	+
ENSG00000256594.9	ENSG00000256594.9:s:9655873-9655979	chr12	9656568	0.4815	0.9984	9656449-9656849	9656449	9656849	+
ENSG00000256594.9	ENSG00000256594.9:s:9655873-9655979	chr12	9656568	0.4815	0.9984	9656497-9656897	9656497	9656897	+
ENSG00000284634.1	ENSG00000284634.1:t:9656921-9658392	chr12	9656921	0.4292	0.9861	9656721-9657121	9656721	9657121	+
ENSG00000284634.1	ENSG00000284634.1:t:9656921-9658392	chr12	9656921	0.4292	0.9861	9656782-9657182	9656782	9657182	+
ENSG00000284634.1	ENSG00000284634.1:t:9656921-9658392	chr12	9656921	0.4292	0.9861	9656843-9657243	9656843	9657243	+
ENSG00000284634.1	ENSG00000284634.1:t:9656921-9658392	chr12	9656921	0.4292	0.9861	9656870-9657270	9656870	9657270	+
ENSG00000284634.1	ENSG00000284634.1:t:9656921-9658392	chr12	9656921	0.4292	0.9861	9656887-9657287	9656887	9657287	+
ENSG00000139842.15	ENSG00000139842.15:s:113229446-113229519	chr13	113229519	0.3273	0.9974	113229246-113229646	113229246	113229646	+
ENSG00000139842.15	ENSG00000139842.15:s:113229446-113229519	chr13	113229519	0.3273	0.9974	113229319-113229719	113229319	113229719	+
ENSG00000139842.15	ENSG00000139842.15:s:113229446-113229519	chr13	113229519	0.3273	0.9974	113229442-113229842	113229442	113229842	+
ENSG00000139842.15	ENSG00000139842.15:s:113229446-113229519	chr13	113233177	-0.3274	0.9975	113232953-113233353	113232953	113233353	+
ENSG00000139842.15	ENSG00000139842.15:s:113229446-113229519	chr13	113233177	-0.3274	0.9975	113232977-113233377	113232977	113233377	+
ENSG00000139842.15	ENSG00000139842.15:s:113229446-113229519	chr13	113233177	-0.3274	0.9975	113233139-113233539	113233139	113233539	+
ENSG00000151835.17	ENSG00000151835.17:t:23375119-23375269	chr13	23375269	0.403	0.9835	23374919-23375319	23374919	23375319	-
ENSG00000151835.17	ENSG00000151835.17:t:23375119-23375269	chr13	23375269	0.403	0.9835	23375069-23375469	23375069	23375469	-
ENSG00000151835.17	ENSG00000151835.17:t:23375119-23375269	chr13	23375269	0.403	0.9835	23375152-23375552	23375152	23375552	-
ENSG00000151835.17	ENSG00000151835.17:t:23375119-23375269	chr13	23375352	0.403	0.9835	23375288-23375688	23375288	23375688	-
ENSG00000151835.17	ENSG00000151835.17:t:23375119-23375269	chr13	23375352	0.403	0.9835	23375291-23375691	23375291	23375691	-
ENSG00000151835.17	ENSG00000151835.17:t:23375119-23375269	chr13	23375352	0.403	0.9835	23375309-23375709	23375309	23375709	-
ENSG00000151835.17	ENSG00000151835.17:t:23375119-23375269	chr13	23375352	0.403	0.9835	23375314-23375714	23375314	23375714	-
ENSG00000151835.17	ENSG00000151835.17:t:23375119-23375269	chr13	23375352	0.403	0.9835	23375343-23375743	23375343	23375743	-
ENSG00000151835.17	ENSG00000151835.17:t:23375119-23375269	chr13	23411220	-0.403	0.9835	23411020-23411420	23411020	23411420	-
ENSG00000122026.11	ENSG00000122026.11:t:27253705-27253843	chr13	27251585	-0.4609	1.0	27251358-27251758	27251358	27251758	+
ENSG00000122026.11	ENSG00000122026.11:t:27253705-27253843	chr13	27251585	-0.4609	1.0	27251361-27251761	27251361	27251761	+
ENSG00000122026.11	ENSG00000122026.11:t:27253705-27253843	chr13	27251585	-0.4609	1.0	27251379-27251779	27251379	27251779	+
ENSG00000122026.11	ENSG00000122026.11:t:27253705-27253843	chr13	27251585	-0.4609	1.0	27251383-27251783	27251383	27251783	+
ENSG00000122026.11	ENSG00000122026.11:t:27253705-27253843	chr13	27251585	-0.4609	1.0	27251385-27251785	27251385	27251785	+
ENSG00000122026.11	ENSG00000122026.11:t:27253705-27253843	chr13	27251585	-0.4609	1.0	27251397-27251797	27251397	27251797	+
ENSG00000122026.11	ENSG00000122026.11:t:27253705-27253843	chr13	27251585	-0.4609	1.0	27251456-27251856	27251456	27251856	+
ENSG00000122026.11	ENSG00000122026.11:t:27253705-27253843	chr13	27251585	-0.4609	1.0	27251499-27251899	27251499	27251899	+
ENSG00000122026.11	ENSG00000122026.11:t:27253705-27253843	chr13	27253765	-0.4609	1.0	27253505-27253905	27253505	27253905	+
ENSG00000122026.11	ENSG00000122026.11:t:27253705-27253843	chr13	27253765	-0.4609	1.0	27253565-27253965	27253565	27253965	+
ENSG00000122026.11	ENSG00000122026.11:t:27253705-27253843	chr13	27253765	-0.4609	1.0	27253643-27254043	27253643	27254043	+
ENSG00000172915.20	ENSG00000172915.20:s:35628081-35628248	chr13	35628248	0.416	0.9942	35627881-35628281	35627881	35628281	+
ENSG00000172915.20	ENSG00000172915.20:s:35628081-35628248	chr13	35628248	0.416	0.9942	35628048-35628448	35628048	35628448	+
ENSG00000172915.20	ENSG00000172915.20:t:35646003-35646348	chr13	35645931	0.4519	0.996	35645669-35646069	35645669	35646069	+
ENSG00000172915.20	ENSG00000172915.20:t:35646003-35646348	chr13	35645931	0.4519	0.996	35645731-35646131	35645731	35646131	+
ENSG00000172915.20	ENSG00000172915.20:t:35646003-35646348	chr13	35645931	0.4519	0.996	35645803-35646203	35645803	35646203	+
ENSG00000172915.20	ENSG00000172915.20:t:35646003-35646348	chr13	35646259	0.4519	0.996	35646024-35646424	35646024	35646424	+
ENSG00000172915.20	ENSG00000172915.20:t:35646003-35646348	chr13	35646259	0.4519	0.996	35646059-35646459	35646059	35646459	+
ENSG00000172915.20	ENSG00000172915.20:t:35646003-35646348	chr13	35646259	0.4519	0.996	35646148-35646548	35646148	35646548	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000497-37000897	37000497	37000897	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000541-37000941	37000541	37000941	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000563-37000963	37000563	37000963	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000566-37000966	37000566	37000966	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000578-37000978	37000578	37000978	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000580-37000980	37000580	37000980	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000581-37000981	37000581	37000981	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000582-37000982	37000582	37000982	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000583-37000983	37000583	37000983	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000586-37000986	37000586	37000986	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000587-37000987	37000587	37000987	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000588-37000988	37000588	37000988	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000589-37000989	37000589	37000989	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000591-37000991	37000591	37000991	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000607-37001007	37000607	37001007	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000622-37001022	37000622	37001022	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37000822	-0.4335	0.9964	37000685-37001085	37000685	37001085	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37001801	0.4276	0.9957	37001523-37001923	37001523	37001923	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37001801	0.4276	0.9957	37001549-37001949	37001549	37001949	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37001801	0.4276	0.9957	37001601-37002001	37001601	37002001	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37002273	0.4276	0.9957	37002049-37002449	37002049	37002449	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37002273	0.4276	0.9957	37002073-37002473	37002073	37002473	+
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	37002273	0.4276	0.9957	37002109-37002509	37002109	37002509	+
ENSG00000102710.21	ENSG00000102710.21:s:37023549-37024193	chr13	37022317	0.3908	1.0	37022023-37022423	37022023	37022423	-
ENSG00000102710.21	ENSG00000102710.21:s:37023549-37024193	chr13	37022317	0.3908	1.0	37022117-37022517	37022117	37022517	-
ENSG00000102710.21	ENSG00000102710.21:s:37023549-37024193	chr13	37024035	0.3908	1.0	37023835-37024235	37023835	37024235	-
ENSG00000102710.21	ENSG00000102710.21:s:37023549-37024193	chr13	37024035	0.3908	1.0	37023934-37024334	37023934	37024334	-
ENSG00000102710.21	ENSG00000102710.21:s:37023549-37024193	chr13	37024035	0.3908	1.0	37023951-37024351	37023951	37024351	-
ENSG00000102710.21	ENSG00000102710.21:s:37023549-37024193	chr13	37024035	0.3908	1.0	37023993-37024393	37023993	37024393	-
ENSG00000151773.13	ENSG00000151773.13:s:43874753-43874927	chr13	43860070	-0.4459	0.9981	43859870-43860270	43859870	43860270	-
ENSG00000151773.13	ENSG00000151773.13:s:43874753-43874927	chr13	43869489	0.4459	0.9981	43869131-43869531	43869131	43869531	-
ENSG00000151773.13	ENSG00000151773.13:s:43874753-43874927	chr13	43869489	0.4459	0.9981	43869289-43869689	43869289	43869689	-
ENSG00000151773.13	ENSG00000151773.13:s:43874753-43874927	chr13	43874842	0.4459	0.9981	43874553-43874953	43874553	43874953	-
ENSG00000151773.13	ENSG00000151773.13:s:43874753-43874927	chr13	43874842	0.4459	0.9981	43874642-43875042	43874642	43875042	-
ENSG00000151773.13	ENSG00000151773.13:s:43874753-43874927	chr13	43874842	0.4459	0.9981	43874726-43875126	43874726	43875126	-
ENSG00000151773.13	ENSG00000151773.13:s:43874753-43874927	chr13	43874842	0.4459	0.9981	43874727-43875127	43874727	43875127	-
ENSG00000170919.16	ENSG00000170919.16:s:45382825-45383235	chr13	45383235	0.4379	0.9996	45382891-45383291	45382891	45383291	+
ENSG00000170919.16	ENSG00000170919.16:s:45382825-45383235	chr13	45383235	0.4379	0.9996	45382960-45383360	45382960	45383360	+
ENSG00000170919.16	ENSG00000170919.16:s:45382825-45383235	chr13	45383235	0.4379	0.9996	45382969-45383369	45382969	45383369	+
ENSG00000170919.16	ENSG00000170919.16:s:45382825-45383235	chr13	45383235	0.4379	0.9996	45383035-45383435	45383035	45383435	+
ENSG00000170919.16	ENSG00000170919.16:s:45382825-45383235	chr13	45383760	0.4379	0.9996	45383560-45383960	45383560	45383960	+
ENSG00000170919.16	ENSG00000170919.16:s:45382825-45383235	chr13	45383760	0.4379	0.9996	45383638-45384038	45383638	45384038	+
ENSG00000170919.16	ENSG00000170919.16:s:45382825-45383235	chr13	45383760	0.4379	0.9996	45383643-45384043	45383643	45384043	+
ENSG00000102531.16	ENSG00000102531.16:t:49006152-49006289	chr13	48976177	-0.4948	0.9992	48975780-48976180	48975780	48976180	+
ENSG00000102531.16	ENSG00000102531.16:t:49006152-49006289	chr13	48976177	-0.4948	0.9992	48975869-48976269	48975869	48976269	+
ENSG00000102531.16	ENSG00000102531.16:t:49006152-49006289	chr13	48976177	-0.4948	0.9992	48975977-48976377	48975977	48976377	+
ENSG00000102531.16	ENSG00000102531.16:t:49006152-49006289	chr13	48976917	0.4948	0.9992	48976581-48976981	48976581	48976981	+
ENSG00000102531.16	ENSG00000102531.16:t:49006152-49006289	chr13	48976917	0.4948	0.9992	48976667-48977067	48976667	48977067	+
ENSG00000102531.16	ENSG00000102531.16:t:49006152-49006289	chr13	48976917	0.4948	0.9992	48976717-48977117	48976717	48977117	+
ENSG00000102531.16	ENSG00000102531.16:t:49006152-49006289	chr13	49006152	0.4948	0.9992	49005952-49006352	49005952	49006352	+
ENSG00000102531.16	ENSG00000102531.16:t:49006152-49006289	chr13	49006152	0.4948	0.9992	49006089-49006489	49006089	49006489	+
