gene_id	flanks
ENSG00000135506.16	57719899-57720299
ENSG00000135506.16	57720011-57720411
ENSG00000135506.16	57720063-57720463
ENSG00000135506.16	57720206-57720606
ENSG00000135506.16	57720318-57720718
ENSG00000121749.16	71839507-71839907
ENSG00000121749.16	71839518-71839918
ENSG00000121749.16	71839559-71839959
ENSG00000121749.16	71839563-71839963
ENSG00000121749.16	71839578-71839978
ENSG00000121749.16	71839611-71840011
ENSG00000121749.16	71871870-71872270
ENSG00000121749.16	71871968-71872368
ENSG00000111752.11	8914496-8914896
ENSG00000111752.11	8914531-8914931
ENSG00000111752.11	8914573-8914973
ENSG00000111752.11	8914582-8914982
ENSG00000111752.11	8914627-8915027
ENSG00000111752.11	8914756-8915156
ENSG00000111752.11	8917430-8917830
ENSG00000111752.11	8917455-8917855
ENSG00000111752.11	8917591-8917991
ENSG00000111788.10	9311531-9311931
ENSG00000111788.10	9311631-9312031
ENSG00000111788.10	9311749-9312149
ENSG00000111788.10	9312041-9312441
ENSG00000111788.10	9312123-9312523
ENSG00000256673.1	9398155-9398555
ENSG00000256673.1	9398284-9398684
ENSG00000256673.1	9399498-9399898
ENSG00000256673.1	9402227-9402627
ENSG00000256673.1	9402356-9402756
ENSG00000256594.9	9655673-9656073
ENSG00000256594.9	9655779-9656179
ENSG00000256594.9	9656368-9656768
ENSG00000256594.9	9656449-9656849
ENSG00000256594.9	9656497-9656897
ENSG00000284634.1	9656721-9657121
ENSG00000284634.1	9656782-9657182
ENSG00000284634.1	9656843-9657243
ENSG00000284634.1	9656870-9657270
ENSG00000284634.1	9656887-9657287
ENSG00000139842.15	113229246-113229646
ENSG00000139842.15	113229319-113229719
ENSG00000139842.15	113229442-113229842
ENSG00000139842.15	113232953-113233353
ENSG00000139842.15	113232977-113233377
ENSG00000139842.15	113233139-113233539
ENSG00000122026.11	27251358-27251758
ENSG00000122026.11	27251361-27251761
ENSG00000122026.11	27251379-27251779
ENSG00000122026.11	27251383-27251783
ENSG00000122026.11	27251385-27251785
ENSG00000122026.11	27251397-27251797
ENSG00000122026.11	27251456-27251856
ENSG00000122026.11	27251499-27251899
ENSG00000122026.11	27253505-27253905
ENSG00000122026.11	27253565-27253965
ENSG00000122026.11	27253643-27254043
ENSG00000172915.20	35627881-35628281
ENSG00000172915.20	35628048-35628448
ENSG00000172915.20	35645669-35646069
ENSG00000172915.20	35645731-35646131
ENSG00000172915.20	35645803-35646203
ENSG00000172915.20	35646024-35646424
ENSG00000172915.20	35646059-35646459
ENSG00000172915.20	35646148-35646548
ENSG00000102710.21	37022023-37022423
ENSG00000102710.21	37022117-37022517
ENSG00000102710.21	37023835-37024235
ENSG00000102710.21	37023934-37024334
ENSG00000102710.21	37023951-37024351
ENSG00000102710.21	37023993-37024393
ENSG00000151773.13	43859870-43860270
ENSG00000151773.13	43869131-43869531
ENSG00000151773.13	43869289-43869689
ENSG00000151773.13	43874553-43874953
ENSG00000151773.13	43874642-43875042
ENSG00000151773.13	43874726-43875126
ENSG00000151773.13	43874727-43875127
ENSG00000170919.16	45382891-45383291
ENSG00000170919.16	45382960-45383360
ENSG00000170919.16	45382969-45383369
ENSG00000170919.16	45383035-45383435
ENSG00000170919.16	45383560-45383960
ENSG00000170919.16	45383638-45384038
ENSG00000170919.16	45383643-45384043
ENSG00000088387.21	98824198-98824598
ENSG00000088387.21	98824304-98824704
ENSG00000088387.21	98825672-98826072
ENSG00000088387.21	98825740-98826140
ENSG00000088387.21	98825775-98826175
ENSG00000088387.21	98826630-98827030
ENSG00000088387.21	98826687-98827087
ENSG00000075413.19	103491834-103492234
ENSG00000075413.19	103498302-103498702
ENSG00000075413.19	103498328-103498728
ENSG00000075413.19	103499956-103500356
ENSG00000075413.19	103500000-103500400
ENSG00000100461.18	22905995-22906395
ENSG00000100461.18	22906001-22906401
ENSG00000100461.18	22906045-22906445
ENSG00000100461.18	22906048-22906448
ENSG00000100461.18	22906075-22906475
ENSG00000100461.18	22906118-22906518
ENSG00000100461.18	22906150-22906550
ENSG00000100461.18	22906168-22906568
ENSG00000100461.18	22908133-22908533
ENSG00000100461.18	22908180-22908580
ENSG00000100461.18	22908199-22908599
ENSG00000100461.18	22908332-22908732
ENSG00000100461.18	22909283-22909683
ENSG00000100461.18	22909290-22909690
ENSG00000100461.18	22909395-22909795
ENSG00000092096.19	23348306-23348706
ENSG00000092096.19	23348346-23348746
ENSG00000092096.19	23348427-23348827
ENSG00000092096.19	23348471-23348871
ENSG00000092096.19	23349072-23349472
ENSG00000092096.19	23349131-23349531
ENSG00000092096.19	23349226-23349626
ENSG00000100938.19	24232588-24232988
ENSG00000100938.19	24232647-24233047
ENSG00000100938.19	24232693-24233093
ENSG00000100938.19	24232698-24233098
ENSG00000100938.19	24232701-24233101
ENSG00000100938.19	24232702-24233102
ENSG00000100938.19	24232718-24233118
ENSG00000100938.19	24232723-24233123
ENSG00000100938.19	24232729-24233129
ENSG00000100938.19	24232747-24233147
ENSG00000100938.19	24232748-24233148
ENSG00000100938.19	24232777-24233177
ENSG00000100938.19	24233019-24233419
ENSG00000100938.19	24233140-24233540
ENSG00000100445.18	24442060-24442460
ENSG00000100445.18	24442066-24442466
ENSG00000100445.18	24442081-24442481
ENSG00000100445.18	24442124-24442524
ENSG00000100445.18	24442146-24442546
ENSG00000100445.18	24442175-24442575
ENSG00000100445.18	24442237-24442637
ENSG00000100445.18	24442241-24442641
ENSG00000100445.18	24442248-24442648
ENSG00000100445.18	24442252-24442652
ENSG00000100445.18	24442253-24442653
ENSG00000100445.18	24442477-24442877
ENSG00000100445.18	24442494-24442894
ENSG00000100445.18	24442554-24442954
ENSG00000100445.18	24442559-24442959
ENSG00000100445.18	24442565-24442965
ENSG00000100445.18	24442576-24442976
ENSG00000100445.18	24442613-24443013
ENSG00000100445.18	24442618-24443018
ENSG00000100445.18	24442658-24443058
ENSG00000100445.18	24442704-24443104
ENSG00000100445.18	24442705-24443105
ENSG00000165588.19	56802045-56802445
ENSG00000165588.19	56802155-56802555
ENSG00000165588.19	56805160-56805560
ENSG00000072110.16	68878789-68879189
ENSG00000072110.16	68878846-68879246
ENSG00000072110.16	68878849-68879249
ENSG00000072110.16	68878869-68879269
ENSG00000072110.16	68878899-68879299
ENSG00000072110.16	68879664-68880064
ENSG00000072110.16	68879762-68880162
ENSG00000072110.16	68879908-68880308
ENSG00000133961.21	73297011-73297411
ENSG00000133961.21	73297061-73297461
ENSG00000133961.21	73297085-73297485
ENSG00000133961.21	73316190-73316590
ENSG00000133961.21	73316222-73316622
ENSG00000133961.21	73322930-73323330
ENSG00000133961.21	73323004-73323404
ENSG00000133961.21	73323029-73323429
ENSG00000140043.12	73851631-73852031
ENSG00000140043.12	73851644-73852044
ENSG00000140043.12	73851728-73852128
ENSG00000140043.12	73851743-73852143
ENSG00000140043.12	73851746-73852146
ENSG00000140043.12	73851747-73852147
ENSG00000140043.12	73851771-73852171
ENSG00000140043.12	73851804-73852204
ENSG00000140043.12	73851916-73852316
ENSG00000140043.12	73851920-73852320
ENSG00000140043.12	73858616-73859016
ENSG00000140043.12	73858699-73859099
ENSG00000119725.21	73920780-73921180
ENSG00000119725.21	73920796-73921196
ENSG00000119725.21	73920865-73921265
ENSG00000119725.21	73920905-73921305
ENSG00000119725.21	73921866-73922266
ENSG00000119725.21	73922006-73922406
ENSG00000119725.21	73923195-73923595
ENSG00000119725.21	73923322-73923722
ENSG00000119725.21	73923325-73923725
ENSG00000119688.21	74292548-74292948
ENSG00000119688.21	74292575-74292975
ENSG00000119688.21	74292626-74293026
ENSG00000119688.21	74292631-74293031
ENSG00000119688.21	74292669-74293069
ENSG00000119688.21	74292954-74293354
ENSG00000119688.21	74293048-74293448
ENSG00000119688.21	74293079-74293479
ENSG00000119688.21	74293110-74293510
ENSG00000119688.21	74293111-74293511
ENSG00000119688.21	74294948-74295348
ENSG00000119688.21	74294998-74295398
ENSG00000119616.11	74712867-74713267
ENSG00000119616.11	74712880-74713280
ENSG00000119616.11	74712887-74713287
ENSG00000119616.11	74712894-74713294
ENSG00000119616.11	74712898-74713298
ENSG00000119616.11	74712908-74713308
ENSG00000119616.11	74712917-74713317
ENSG00000119616.11	74712944-74713344
ENSG00000119616.11	74712968-74713368
ENSG00000119616.11	74712970-74713370
ENSG00000119616.11	74713000-74713400
ENSG00000119616.11	74713004-74713404
ENSG00000119616.11	74713059-74713459
ENSG00000119616.11	74713285-74713685
ENSG00000119616.11	74713307-74713707
ENSG00000119616.11	74713352-74713752
ENSG00000119616.11	74713420-74713820
ENSG00000053254.16	89180501-89180901
ENSG00000053254.16	89180544-89180944
ENSG00000053254.16	89180556-89180956
ENSG00000053254.16	89180559-89180959
ENSG00000053254.16	89180588-89180988
ENSG00000053254.16	89180590-89180990
ENSG00000053254.16	89180606-89181006
ENSG00000053254.16	89280750-89281150
ENSG00000053254.16	89280814-89281214
ENSG00000011114.15	93263793-93264193
ENSG00000011114.15	93288507-93288907
ENSG00000011114.15	93288530-93288930
ENSG00000011114.15	93293658-93294058
ENSG00000011114.15	93293728-93294128
ENSG00000165948.11	94096641-94097041
ENSG00000165948.11	94096656-94097056
ENSG00000165948.11	94096687-94097087
ENSG00000165948.11	94096707-94097107
ENSG00000165948.11	94096765-94097165
ENSG00000165948.11	94097292-94097692
ENSG00000165948.11	94097295-94097695
ENSG00000165948.11	94097478-94097878
ENSG00000165948.11	94100539-94100939
ENSG00000165948.11	94100571-94100971
ENSG00000140157.16	22839455-22839855
ENSG00000140157.16	22839590-22839990
ENSG00000140157.16	22844946-22845346
ENSG00000140157.16	22845067-22845467
ENSG00000285077.3	30634880-30635280
ENSG00000285077.3	30634988-30635388
ENSG00000285077.3	30635043-30635443
ENSG00000285077.3	30635109-30635509
ENSG00000285077.3	30635185-30635585
ENSG00000285077.3	30635187-30635587
ENSG00000285077.3	30635287-30635687
ENSG00000285077.3	30635433-30635833
ENSG00000140416.23	63060669-63061069
ENSG00000140416.23	63060739-63061139
ENSG00000140416.23	63060898-63061298
ENSG00000140416.23	63060998-63061398
ENSG00000140416.23	63061034-63061434
ENSG00000140416.23	63061065-63061465
ENSG00000140416.23	63061073-63061473
ENSG00000140416.23	63061513-63061913
ENSG00000140416.23	63061588-63061988
ENSG00000140416.23	63061857-63062257
ENSG00000140416.23	63061908-63062308
ENSG00000140416.23	63062015-63062415
ENSG00000140416.23	63062044-63062444
ENSG00000140416.23	63062077-63062477
ENSG00000140416.23	63062132-63062532
ENSG00000140416.23	63062376-63062776
ENSG00000140416.23	63062398-63062798
ENSG00000140416.23	63062445-63062845
ENSG00000140416.23	63063864-63064264
ENSG00000140416.23	63063942-63064342
ENSG00000140416.23	63063990-63064390
ENSG00000140416.23	63065696-63066096
ENSG00000140416.23	63065835-63066235
ENSG00000140416.23	63065885-63066285
ENSG00000140416.23	63065891-63066291
ENSG00000140416.23	63065892-63066292
ENSG00000140416.23	63065893-63066293
ENSG00000137807.16	69422959-69423359
ENSG00000137807.16	69423129-69423529
ENSG00000137807.16	69425082-69425482
ENSG00000137807.16	69425123-69425523
ENSG00000137807.16	69425675-69426075
ENSG00000137807.16	69425870-69426270
ENSG00000137807.16	69425982-69426382
ENSG00000137807.16	69440108-69440508
ENSG00000137807.16	69440287-69440687
ENSG00000137807.16	69440879-69441279
ENSG00000137807.16	69444555-69444955
ENSG00000137807.16	69444590-69444990
ENSG00000137807.16	69444611-69445011
ENSG00000169371.14	75620694-75621094
ENSG00000169371.14	75620846-75621246
ENSG00000169371.14	75620856-75621256
ENSG00000169371.14	75625337-75625737
ENSG00000169371.14	75625438-75625838
ENSG00000169371.14	75625463-75625863
ENSG00000169371.14	75625466-75625866
ENSG00000169371.14	75625488-75625888
ENSG00000169371.14	75625490-75625890
ENSG00000169371.14	75625493-75625893
ENSG00000169371.14	75625525-75625925
ENSG00000169371.14	75625571-75625971
ENSG00000169371.14	75625594-75625994
ENSG00000173517.11	77252167-77252567
ENSG00000173517.11	77252222-77252622
ENSG00000173517.11	77252279-77252679
ENSG00000173517.11	77252299-77252699
ENSG00000173517.11	77252326-77252726
ENSG00000173517.11	77252331-77252731
ENSG00000173517.11	77284758-77285158
ENSG00000173517.11	77284855-77285255
ENSG00000173517.11	77284878-77285278
ENSG00000173517.11	77284900-77285300
ENSG00000086666.19	80072364-80072764
ENSG00000086666.19	80072378-80072778
ENSG00000086666.19	80072383-80072783
ENSG00000086666.19	80072387-80072787
ENSG00000086666.19	80072388-80072788
ENSG00000086666.19	80072390-80072790
ENSG00000086666.19	80072391-80072791
ENSG00000086666.19	80072447-80072847
ENSG00000086666.19	80098216-80098616
ENSG00000086666.19	80098378-80098778
ENSG00000177082.13	84645494-84645894
ENSG00000177082.13	84645636-84646036
ENSG00000177082.13	84645773-84646173
ENSG00000177082.13	84645788-84646188
ENSG00000177082.13	84645837-84646237
ENSG00000177082.13	84645885-84646285
ENSG00000177082.13	84645984-84646384
ENSG00000177082.13	84645985-84646385
ENSG00000177082.13	84646106-84646506
ENSG00000177082.13	84646148-84646548
ENSG00000140564.13	90871339-90871739
ENSG00000140564.13	90871405-90871805
ENSG00000140564.13	90875382-90875782
ENSG00000140564.13	90875488-90875888
ENSG00000259485.2	97410992-97411392
ENSG00000259485.2	97411078-97411478
ENSG00000259485.2	97428849-97429249
ENSG00000259485.2	97429004-97429404
ENSG00000059145.19	1371319-1371719
ENSG00000059145.19	1371411-1371811
ENSG00000059145.19	1385008-1385408
ENSG00000059145.19	1385185-1385585
ENSG00000183426.17	14949880-14950280
ENSG00000183426.17	14949910-14950310
ENSG00000183426.17	14950020-14950420
ENSG00000183426.17	14950055-14950455
ENSG00000183426.17	14950500-14950900
ENSG00000183426.17	14950552-14950952
ENSG00000183426.17	14950621-14951021
ENSG00000183426.17	14951415-14951815
ENSG00000250251.6	15134002-15134402
ENSG00000250251.6	15134145-15134545
ENSG00000250251.6	15134830-15135230
ENSG00000250251.6	15134953-15135353
ENSG00000250251.6	15135080-15135480
ENSG00000250251.6	15135104-15135504
ENSG00000250251.6	15135229-15135629
ENSG00000122257.20	24567170-24567570
ENSG00000122257.20	24567305-24567705
ENSG00000122257.20	24567592-24567992
ENSG00000122257.20	24567693-24568093
ENSG00000122257.20	24568545-24568945
ENSG00000140750.17	24920047-24920447
ENSG00000140750.17	24920060-24920460
ENSG00000140750.17	24927484-24927884
ENSG00000140750.17	24927532-24927932
ENSG00000140750.17	24930584-24930984
ENSG00000184110.15	28711217-28711617
ENSG00000184110.15	28711263-28711663
ENSG00000184110.15	28711264-28711664
ENSG00000184110.15	28711274-28711674
ENSG00000184110.15	28711318-28711718
ENSG00000184110.15	28711327-28711727
ENSG00000184110.15	28711367-28711767
ENSG00000184110.15	28711457-28711857
ENSG00000184110.15	28711587-28711987
ENSG00000168488.19	28823282-28823682
ENSG00000168488.19	28823358-28823758
ENSG00000168488.19	28825166-28825566
ENSG00000168488.19	28825171-28825571
ENSG00000168488.19	28825202-28825602
ENSG00000205336.14	57619493-57619893
ENSG00000205336.14	57619494-57619894
ENSG00000205336.14	57619533-57619933
ENSG00000205336.14	57619537-57619937
ENSG00000205336.14	57619538-57619938
ENSG00000205336.14	57619540-57619940
ENSG00000205336.14	57619551-57619951
ENSG00000205336.14	57619681-57620081
ENSG00000205336.14	57619742-57620142
ENSG00000205336.14	57619798-57620198
ENSG00000205336.14	57619845-57620245
ENSG00000205336.14	57619846-57620246
ENSG00000205336.14	57619877-57620277
ENSG00000205336.14	57650053-57650453
ENSG00000205336.14	57650106-57650506
ENSG00000205336.14	57650151-57650551
ENSG00000205336.14	57650155-57650555
ENSG00000007541.17	580577-580977
ENSG00000007541.17	580658-581058
ENSG00000007541.17	580722-581122
ENSG00000007541.17	580772-581172
ENSG00000007541.17	582048-582448
ENSG00000007541.17	582109-582509
ENSG00000007541.17	582284-582684
ENSG00000007541.17	582290-582690
ENSG00000007541.17	582677-583077
ENSG00000007541.17	582683-583083
ENSG00000007541.17	582693-583093
ENSG00000007541.17	582747-583147
ENSG00000007541.17	582835-583235
ENSG00000039523.20	67537254-67537654
ENSG00000039523.20	67537273-67537673
ENSG00000039523.20	67537397-67537797
ENSG00000039523.20	67538224-67538624
ENSG00000039523.20	67538264-67538664
ENSG00000039523.20	67538271-67538671
ENSG00000039523.20	67538344-67538744
ENSG00000039523.20	67538350-67538750
ENSG00000039523.20	67538357-67538757
ENSG00000167377.19	71456564-71456964
ENSG00000167377.19	71456582-71456982
ENSG00000167377.19	71456628-71457028
ENSG00000167377.19	71462010-71462410
ENSG00000167377.19	71462014-71462414
ENSG00000167377.19	71462045-71462445
ENSG00000167377.19	71462046-71462446
ENSG00000167377.19	71462047-71462447
ENSG00000167377.19	71462052-71462452
ENSG00000167377.19	71462078-71462478
ENSG00000167377.19	71462127-71462527
ENSG00000167377.19	71462170-71462570
ENSG00000167377.19	71462186-71462586
ENSG00000167377.19	71462192-71462592
ENSG00000166747.13	71765289-71765689
ENSG00000166747.13	71765384-71765784
ENSG00000166747.13	71765450-71765850
ENSG00000166747.13	71767677-71768077
ENSG00000166747.13	71767685-71768085
ENSG00000166747.13	71769419-71769819
ENSG00000166747.13	71769423-71769823
ENSG00000166747.13	71769499-71769899
ENSG00000050820.17	75242714-75243114
ENSG00000050820.17	75242855-75243255
ENSG00000050820.17	75242890-75243290
ENSG00000050820.17	75265625-75266025
ENSG00000050820.17	75265748-75266148
ENSG00000050820.17	75265807-75266207
ENSG00000103168.17	84184699-84185099
ENSG00000103168.17	84184789-84185189
ENSG00000103168.17	84184852-84185252
ENSG00000103168.17	84184860-84185260
ENSG00000103168.17	84184958-84185358
ENSG00000103168.17	84186701-84187101
ENSG00000103168.17	84186781-84187181
ENSG00000103168.17	84186789-84187189
ENSG00000103168.17	84186811-84187211
ENSG00000103168.17	84186820-84187220
ENSG00000103168.17	84186833-84187233
ENSG00000103168.17	84186838-84187238
ENSG00000103168.17	84186839-84187239
ENSG00000103168.17	84186845-84187245
ENSG00000103168.17	84186849-84187249
ENSG00000103168.17	84186852-84187252
ENSG00000103168.17	84186857-84187257
ENSG00000103168.17	84186863-84187263
ENSG00000103168.17	84186870-84187270
ENSG00000153048.11	8858971-8859371
ENSG00000153048.11	8859131-8859531
ENSG00000153048.11	8859135-8859535
ENSG00000153048.11	8868766-8869166
ENSG00000153048.11	8868806-8869206
ENSG00000153048.11	8868812-8869212
ENSG00000187741.15	89795706-89796106
ENSG00000187741.15	89795818-89796218
ENSG00000187741.15	89798791-89799191
ENSG00000187741.15	89798879-89799279
ENSG00000187741.15	89798966-89799366
ENSG00000187741.15	89798972-89799372
ENSG00000187741.15	89799032-89799432
ENSG00000259024.6	15440008-15440408
ENSG00000259024.6	15440085-15440485
ENSG00000175106.17	15502898-15503298
ENSG00000175106.17	15503032-15503432
ENSG00000175106.17	15540233-15540633
ENSG00000175106.17	15540302-15540702
ENSG00000175106.17	15540361-15540761
ENSG00000259024.6	15545585-15545985
ENSG00000259024.6	15545716-15546116
ENSG00000133030.22	17179803-17180203
ENSG00000133030.22	17179888-17180288
ENSG00000133030.22	17179950-17180350
ENSG00000133030.22	17180407-17180807
ENSG00000133030.22	17180469-17180869
ENSG00000133030.22	17184623-17185023
ENSG00000133030.22	17184662-17185062
ENSG00000133030.22	17184776-17185176
ENSG00000171928.14	18780911-18781311
ENSG00000171928.14	18780943-18781343
ENSG00000171928.14	18780955-18781355
ENSG00000171928.14	18780980-18781380
ENSG00000171928.14	18780983-18781383
ENSG00000171928.14	18781087-18781487
ENSG00000171928.14	18781105-18781505
ENSG00000171928.14	18781114-18781514
ENSG00000171928.14	18789153-18789553
ENSG00000171928.14	18789158-18789558
ENSG00000171928.14	18789163-18789563
ENSG00000171928.14	18789235-18789635
ENSG00000072210.19	19671568-19671968
ENSG00000072210.19	19671599-19671999
ENSG00000072210.19	19671756-19672156
ENSG00000072210.19	19675296-19675696
ENSG00000072210.19	19675299-19675699
ENSG00000072210.19	19675358-19675758
ENSG00000072210.19	19675362-19675762
ENSG00000072210.19	19675444-19675844
ENSG00000072210.19	19675464-19675864
ENSG00000072210.19	19675508-19675908
ENSG00000072210.19	19675541-19675941
ENSG00000072210.19	19675542-19675942
ENSG00000072210.19	19675544-19675944
ENSG00000072210.19	19675547-19675947
ENSG00000198242.14	28719785-28720185
ENSG00000198242.14	28719791-28720191
ENSG00000198242.14	28719830-28720230
ENSG00000198242.14	28719879-28720279
ENSG00000198242.14	28720013-28720413
ENSG00000198242.14	28720350-28720750
ENSG00000198242.14	28720369-28720769
ENSG00000198242.14	28720416-28720816
ENSG00000198242.14	28720505-28720905
ENSG00000198242.14	28720507-28720907
ENSG00000198242.14	28720690-28721090
ENSG00000196535.18	29116244-29116644
ENSG00000196535.18	29116255-29116655
ENSG00000196535.18	29117831-29118231
ENSG00000196535.18	29117845-29118245
ENSG00000196535.18	29117989-29118389
ENSG00000141298.19	29925355-29925755
ENSG00000141298.19	29929656-29930056
ENSG00000141298.19	29929703-29930103
ENSG00000141298.19	29929738-29930138
ENSG00000141298.19	29929768-29930168
ENSG00000141298.19	29929800-29930200
ENSG00000141298.19	29929840-29930240
ENSG00000141298.19	29929862-29930262
ENSG00000141298.19	29929907-29930307
ENSG00000126653.18	30116581-30116981
ENSG00000126653.18	30116607-30117007
ENSG00000126653.18	30116616-30117016
ENSG00000126653.18	30116619-30117019
ENSG00000126653.18	30116620-30117020
ENSG00000126653.18	30116627-30117027
ENSG00000126653.18	30116629-30117029
ENSG00000126653.18	30116630-30117030
ENSG00000126653.18	30116639-30117039
ENSG00000126653.18	30116663-30117063
ENSG00000126653.18	30116792-30117192
ENSG00000126653.18	30172342-30172742
ENSG00000126653.18	30172392-30172792
ENSG00000126653.18	30172398-30172798
ENSG00000264538.7	30769672-30770072
ENSG00000264538.7	30769765-30770165
ENSG00000264538.7	30769834-30770234
ENSG00000264538.7	30769850-30770250
ENSG00000264538.7	30776097-30776497
ENSG00000264538.7	30776202-30776602
ENSG00000264538.7	30784446-30784846
ENSG00000264538.7	30784692-30785092
ENSG00000126858.19	32170843-32171243
ENSG00000126858.19	32170847-32171247
ENSG00000126858.19	32170901-32171301
ENSG00000126858.19	32172737-32173137
ENSG00000126858.19	32172860-32173260
ENSG00000126858.19	32173631-32174031
ENSG00000126858.19	32173712-32174112
ENSG00000126858.19	32207948-32208348
ENSG00000126858.19	32208102-32208502
ENSG00000126858.19	32208109-32208509
ENSG00000126858.19	32209150-32209550
ENSG00000126858.19	32209188-32209588
ENSG00000126858.19	32209245-32209645
ENSG00000126858.19	32210916-32211316
ENSG00000126858.19	32210995-32211395
ENSG00000126858.19	32211038-32211438
ENSG00000275066.5	37518687-37519087
ENSG00000275066.5	37518810-37519210
ENSG00000275066.5	37518871-37519271
ENSG00000275066.5	37519979-37520379
ENSG00000275066.5	37520014-37520414
ENSG00000275066.5	37520338-37520738
ENSG00000275066.5	37520448-37520848
ENSG00000277363.5	38543623-38544023
ENSG00000277363.5	38543769-38544169
ENSG00000277363.5	38547559-38547959
ENSG00000277363.5	38547681-38548081
ENSG00000277363.5	38548357-38548757
ENSG00000277363.5	38548501-38548901
ENSG00000277363.5	38548509-38548909
ENSG00000108523.16	4939846-4940246
ENSG00000108523.16	4939853-4940253
ENSG00000108523.16	4939883-4940283
ENSG00000108523.16	4939900-4940300
ENSG00000108523.16	4939920-4940320
ENSG00000108523.16	4940030-4940430
ENSG00000108523.16	4940068-4940468
ENSG00000108523.16	4940099-4940499
ENSG00000108523.16	4940160-4940560
ENSG00000108523.16	4940181-4940581
ENSG00000108523.16	4940287-4940687
ENSG00000108523.16	4940442-4940842
ENSG00000108523.16	4940458-4940858
ENSG00000108523.16	4940459-4940859
ENSG00000167085.13	49412977-49413377
ENSG00000167085.13	49413091-49413491
ENSG00000167085.13	49414540-49414940
ENSG00000167085.13	49414542-49414942
ENSG00000167085.13	49414544-49414944
ENSG00000167085.13	49414548-49414948
ENSG00000167085.13	49414602-49415002
ENSG00000167085.13	49414635-49415035
ENSG00000167085.13	49414648-49415048
ENSG00000167085.13	49414658-49415058
ENSG00000167085.13	49414676-49415076
ENSG00000167085.13	49414677-49415077
ENSG00000167085.13	49414678-49415078
ENSG00000167085.13	49414682-49415082
ENSG00000167085.13	49414684-49415084
ENSG00000167085.13	49414698-49415098
ENSG00000167085.13	49414701-49415101
ENSG00000167842.16	5486366-5486766
ENSG00000167842.16	5486377-5486777
ENSG00000167842.16	5486484-5486884
ENSG00000167842.16	5486611-5487011
ENSG00000167842.16	5488623-5489023
ENSG00000167842.16	5488735-5489135
ENSG00000136450.13	58004649-58005049
ENSG00000136450.13	58004723-58005123
ENSG00000136450.13	58004841-58005241
ENSG00000136450.13	58004934-58005334
ENSG00000136450.13	58005601-58006001
ENSG00000136450.13	58005773-58006173
ENSG00000108654.16	64500787-64501187
ENSG00000108654.16	64500857-64501257
ENSG00000108654.16	64500943-64501343
ENSG00000108654.16	64501014-64501414
ENSG00000108654.16	64501061-64501461
ENSG00000108654.16	64501113-64501513
ENSG00000108654.16	64501691-64502091
ENSG00000108654.16	64501810-64502210
ENSG00000108654.16	64501869-64502269
ENSG00000108654.16	64501870-64502270
ENSG00000108654.16	64501962-64502362
ENSG00000214176.10	64804900-64805300
ENSG00000214176.10	64815045-64815445
ENSG00000214176.10	64821436-64821836
ENSG00000214176.10	64821567-64821967
ENSG00000171634.19	67874720-67875120
ENSG00000171634.19	67874820-67875220
ENSG00000171634.19	67875356-67875756
ENSG00000171634.19	67875544-67875944
ENSG00000171634.19	67885928-67886328
ENSG00000171634.19	67886116-67886516
ENSG00000171634.19	67891644-67892044
ENSG00000171634.19	67891762-67892162
ENSG00000171634.19	67891834-67892234
ENSG00000125447.18	75243247-75243647
ENSG00000125447.18	75243317-75243717
ENSG00000125447.18	75243370-75243770
ENSG00000125447.18	75244419-75244819
ENSG00000125447.18	75244517-75244917
ENSG00000125447.18	75246309-75246709
ENSG00000125447.18	75246384-75246784
ENSG00000141504.12	7626414-7626814
ENSG00000141504.12	7626507-7626907
ENSG00000141504.12	7626553-7626953
ENSG00000141504.12	7626582-7626982
ENSG00000141504.12	7626593-7626993
ENSG00000141504.12	7626743-7627143
ENSG00000141504.12	7626746-7627146
ENSG00000141504.12	7626759-7627159
ENSG00000141504.12	7626844-7627244
ENSG00000141504.12	7626939-7627339
ENSG00000141504.12	7626943-7627343
ENSG00000141504.12	7627026-7627426
ENSG00000182534.14	76680577-76680977
ENSG00000182534.14	76680679-76681079
ENSG00000182534.14	76683647-76684047
ENSG00000182534.14	76683727-76684127
ENSG00000182534.14	76684872-76685272
ENSG00000182534.14	76684965-76685365
ENSG00000170004.18	7907153-7907553
ENSG00000170004.18	7907239-7907639
ENSG00000170004.18	7907288-7907688
ENSG00000170004.18	7907401-7907801
ENSG00000170004.18	7907496-7907896
ENSG00000170004.18	7907502-7907902
ENSG00000170004.18	7907691-7908091
ENSG00000170004.18	7907694-7908094
ENSG00000170004.18	7907711-7908111
ENSG00000170004.18	7907792-7908192
ENSG00000170004.18	7907819-7908219
ENSG00000175866.16	81108275-81108675
ENSG00000175866.16	81108309-81108709
ENSG00000175866.16	81110714-81111114
ENSG00000175866.16	81110755-81111155
ENSG00000175866.16	81110759-81111159
ENSG00000175866.16	81115570-81115970
ENSG00000175866.16	81115617-81116017
ENSG00000183010.17	81936548-81936948
ENSG00000183010.17	81936575-81936975
ENSG00000183010.17	81936661-81937061
ENSG00000183010.17	81936669-81937069
ENSG00000183010.17	81936770-81937170
ENSG00000183010.17	81936980-81937380
ENSG00000183010.17	81936993-81937393
ENSG00000183010.17	81937028-81937428
ENSG00000183010.17	81937039-81937439
ENSG00000183010.17	81937048-81937448
ENSG00000183010.17	81937057-81937457
ENSG00000183010.17	81937058-81937458
