gene	flanks	mean_dpsi_per_lsv_junction	H3K4me3	H3K27me3	H3K9me3	H3K27ac	A1CF	ANKHD1	BRUNOL4	BRUNOL5	BRUNOL6	CNOT4	CPEB2	CPEB4	DAZAP1	ENOX1	ESRP2	FMR1	FUS	FXR1	FXR2	G3BP2	HNRNPA1	HNRNPA1L2	HNRNPA2B1	HNRNPC	HNRNPCL1	HNRNPF	HNRNPH1	HNRNPH2	HNRNPK	HNRNPL	HNRNPM	HNRNPU	HNRPLL	HuR	IGF2BP2	IGF2BP3	KHDRBS1	KHDRBS2	KHDRBS3	LIN28A	MATR3	MBNL1	MSI1	PABPC1	PABPC3	PABPC4	PABPC5	PABPN1	PCBP1	PCBP2	PPRC1	PTBP1	PUM2	QKI	RALY	RBFOX1	RBM24	RBM28	RBM3	RBM4	RBM41	RBM42	RBM45	RBM46	RBM5	RBM6	RBM8A	RBMS1	RBMS3	SAMD4A	SART3	SFPQ	SNRNP70	SNRPA	SRSF1	SRSF10	SRSF2	SRSF7	SRSF9	TARDBP	TIA1	TUT1	U2AF2	YBX1	YBX2	ZC3H10	ZC3H14	ZCRB1	ZNF638
WDR27	169663966-169664366	0.351	0.0	0.0	0.0	0.0	1.0	0.000917	1.0	1.0	0.0213	0.000182	0.0078	0.00921	1.0	0.00474	1.0	1.0	1.0	0.026	0.0198	1.0	0.0341	0.0379	0.0338	0.0164	0.0162	0.0111	0.00657	0.000898	0.0269	0.00934	0.0154	0.0375	0.0333	0.00108	1.0	1.0	1.0	1.0	1.0	0.000984	0.000154	4.23e-05	1.0	1.0	0.00188	0.0454	1.0	0.00054	1.0	0.00119	1.0	0.00019	0.0421	1.0	0.0067	1.0	0.0433	0.0127	1.0	1.0	1.0	0.0351	1.0	1.0	0.0128	0.015	1.0	1.0	1.0	0.0144	1.0	1.0	1.0	1.0	0.00121	8.13e-05	8.23e-05	0.000442	0.00186	0.00967	0.00793	1.0	1.0	0.0177	0.0143	1.0	0.00245	1.0	1.0
WDR27	169663977-169664377	0.351	0.0	0.0	0.0	0.0	1.0	0.00117	1.0	1.0	1.0	0.00944	0.00267	0.00256	0.0236	1.0	1.0	1.0	1.0	0.0134	1.0	1.0	0.00397	0.0117	1.0	0.0036	0.00404	1.0	1.0	1.0	1.0	0.00449	0.00554	1.0	0.00378	0.0205	0.000583	0.000632	0.000625	0.000152	9.73e-05	1.0	1.0	0.00815	0.000165	2.27e-05	4.21e-05	1.23e-05	0.000384	0.000506	1.0	1.0	1.0	0.00494	0.00065	0.0022	0.00323	0.0103	1.0	1.0	0.0142	1.0	0.0174	1.0	1.0	0.0145	0.0112	0.000661	1.0	0.00283	0.000668	0.0227	2.18e-05	1.0	0.018	1.0	0.0165	0.000423	0.0239	0.00322	1.0	0.0138	0.00442	0.00666	0.0165	0.00469	0.0227	1.0	0.00356	0.0141	1.0
WDR27	169663506-169663906	0.351	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0482	1.0	1.0	0.00411	0.00317	1.0	1.0	1.0	0.018	0.0292	1.0	1.0	1.0	1.0	1.0	1.0	0.0104	0.0105	0.00605	1.0	0.0143	0.0373	0.013	0.00236	0.0161	0.00337	1.0	0.0342	1.0	1.0	1.0	1.0	1.0	1.0	0.000547	1.0	1.0	1.0	1.0	1.0	1.0	0.00284	0.000853	1.0	0.0109	1.0	1.0	0.0248	0.0114	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0147	0.00373	1.0	1.0	1.0	1.0	1.0	1.0	0.00738	0.000164	1.0	1.0	0.00181	0.0077	1.0	0.0109	0.00931	1.0	0.00701	0.00104	0.0275	0.00427	1.0	1.0	1.0
WDR27	169663523-169663923	0.351	0.0	0.0	0.0	0.0	1.0	0.000917	0.0362	0.033	0.0213	0.0137	0.0078	0.00921	1.0	0.0362	1.0	1.0	1.0	0.026	0.0198	1.0	0.012	0.0213	0.00982	0.0164	0.0162	0.0111	0.00657	0.00681	0.0269	0.00934	0.0154	0.0375	0.0333	0.00108	1.0	1.0	1.0	1.0	1.0	1.0	0.000154	4.23e-05	1.0	1.0	1.0	1.0	1.0	0.00054	1.0	0.00119	1.0	0.00019	0.0421	1.0	0.0067	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0186	1.0	0.00114	1.0	1.0	1.0	1.0	0.00209	1.0	1.0	1.0	1.0	0.00121	0.0142	8.23e-05	0.00743	0.015	0.00941	0.00793	1.0	1.0	0.0177	1.0	1.0	0.00245	1.0	1.0
WDR27	169664086-169664486	0.351	0.0	0.0	0.0	0.0	0.00314	0.00117	0.00118	0.00159	1.0	0.00944	0.00114	0.0016	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.81e-05	1.0	0.00047	0.00239	0.00279	0.000871	1.0	1.0	1.0	0.0105	1.0	1.0	0.00378	0.00934	0.00683	0.00749	0.000749	0.00392	0.00167	1.0	1.0	0.00091	1.0	0.00111	0.00202	0.000856	0.00156	0.000506	1.0	1.0	1.0	0.000577	0.0381	0.00339	0.00323	1.0	1.0	0.0413	0.0142	1.0	0.00319	1.0	1.0	0.000604	0.0112	0.000661	1.0	0.000134	7.47e-05	0.0227	0.00111	0.00259	0.018	1.0	0.0165	1.0	0.0109	0.00322	1.0	0.00288	0.00442	0.00666	0.0058	0.0409	0.0395	1.0	0.00668	0.00842	1.0
AADAT	170073145-170073545	-0.4541	0.0	0.0	0.0	0.0	0.0015	1.0	0.0148	0.0107	1.0	1.0	0.00293	0.00614	0.0152	1.0	1.0	1.0	1.0	0.00674	1.0	0.000472	1.0	1.0	1.0	0.00967	0.00894	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0249	0.0105	1.0	0.022	0.000503	0.000536	0.000434	1.0	0.00218	0.000942	1.0	0.000853	0.00494	0.00113	0.0014	0.000202	0.00785	1.0	1.0	0.0026	0.00392	0.00011	0.00315	1.0	0.0201	1.0	1.0	1.0	0.0144	0.000233	1.0	0.00747	1.0	1.0	1.0	3.98e-06	5.12e-05	1.0	0.000825	1.0	0.00564	1.0	0.00314	1.0	0.00562	0.00743	1.0	0.00539	0.00418	0.00217	0.00956	0.00757	1.0	1.0	0.00245	0.000589	0.0263
AADAT	170078309-170078709	0.4541	0.0	0.0	0.0	0.0	1.0	1.0	0.000403	0.000222	0.00633	0.000458	1.0	0.0104	0.00156	0.0155	0.00215	1.0	1.0	1.0	1.0	1.0	0.00553	0.00934	0.00278	0.0153	0.0138	0.0168	0.00889	0.000188	0.00179	1.0	0.000711	1.0	1.0	0.000641	0.0115	0.0141	0.00335	0.0045	0.00424	0.0206	0.00141	0.00131	0.00366	1.0	0.00511	0.0121	1.0	0.0166	1.0	1.0	1.0	0.004	1.0	1.0	0.0147	1.0	0.0376	0.0334	1.0	1.0	1.0	1.0	1.0	0.00514	0.0249	1.0	1.0	2.66e-05	3.94e-05	0.0278	1.0	1.0	0.0119	1.0	0.00565	0.00447	0.0101	0.0322	0.0287	0.00161	0.0101	0.0308	0.0126	1.0	1.0	0.00481	0.000403	0.00993	1.0
AADAT	170073050-170073450	-0.4541	0.0	0.0	0.0	0.0	0.0015	1.0	0.0148	0.0107	1.0	0.00105	0.00293	0.00614	0.0152	1.0	1.0	1.0	1.0	0.00674	1.0	1.0	0.000176	1.0	8.7e-05	0.00967	0.00894	0.00135	1.0	1.0	1.0	1.0	1.0	1.0	0.0249	0.0105	1.0	1.0	0.000503	0.000536	0.000434	1.0	0.00218	0.000942	1.0	0.00119	0.00494	0.00147	0.00268	0.000202	0.00785	1.0	1.0	0.0026	0.00546	0.00011	0.00315	1.0	0.0201	0.00551	1.0	1.0	0.0144	0.000233	1.0	0.0176	1.0	1.0	1.0	0.00609	0.00139	1.0	0.00115	1.0	0.00564	0.0104	0.00314	0.0048	0.00562	1.0	1.0	0.00539	0.00418	0.0134	0.0153	0.00757	1.0	1.0	0.00245	0.000589	0.0263
AADAT	170078383-170078783	0.4541	0.0	0.0	0.0	0.0	0.028	1.0	0.000489	0.000423	1.0	0.000458	1.0	0.0104	0.00156	0.0155	0.00215	1.0	1.0	1.0	1.0	1.0	0.00553	0.00458	0.00278	0.00944	0.00982	0.0196	0.00889	0.000188	0.00179	1.0	0.000711	1.0	1.0	0.000641	0.0115	0.0141	0.00335	0.0045	0.00424	0.0206	0.00141	0.00131	0.00366	1.0	0.00511	0.0121	1.0	0.0166	1.0	1.0	1.0	0.00494	1.0	1.0	0.00637	1.0	0.0387	0.0334	1.0	1.0	1.0	1.0	1.0	0.00514	0.0249	1.0	1.0	2.66e-05	3.94e-05	1.0	1.0	0.000559	0.0119	1.0	0.000741	0.00447	0.00407	0.0322	0.0287	0.0104	0.00556	0.0308	0.0126	1.0	1.0	0.00585	0.000403	0.00993	0.0245
AADAT	170072961-170073361	-0.4541	0.0	0.0	0.0	0.0	0.000741	1.0	0.000125	0.000113	0.00182	1.0	0.00303	0.0012	1.0	1.0	0.0035	1.0	1.0	1.0	1.0	1.0	0.0159	0.0192	0.0338	0.00252	0.00257	0.00266	1.0	0.0008	0.00383	1.0	0.00607	0.00359	1.0	0.000202	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.000143	1.0	1.0	1.0	0.0429	1.0	0.0408	0.00252	0.00287	1.0	0.000324	0.0032	1.0	0.00185	0.00253	0.00546	1.0	1.0	1.0	1.0	0.0148	1.0	1.0	0.00105	1.0	0.00388	1.0	1.0	1.0	1.0	0.00306	0.00154	0.00519	0.000298	1.0	0.000297	0.0289	1.0	0.00279	0.00237	1.0	0.000374	1.0	1.0	0.00118	0.000833	1.0	0.00557
MPRIP	17179888-17180288	0.2834	0.0	0.0	0.0	0.0	0.0107	1.0	2.46e-06	1.38e-06	0.00113	0.0307	1.0	1.0	1.0	1.0	0.0106	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00158	1.0	0.00043	0.00148	4.19e-05	0.000115	0.00234	5.38e-05	0.00301	4.73e-05	4.61e-05	1.0	1.0	1.0	1.0	1.0	0.000494	1.0	1.0	0.0381	0.0199	1.0	1.0	0.0376	0.0256	0.00644	0.000324	1.0	1.0	1.0	0.00747	4.63e-05	1.0	1.0	0.000666	0.00444	0.0351	1.0	1.0	0.0306	0.000926	0.000591	1.0	1.0	1.0	1.0	1.0	1.0	0.000542	0.000298	1.0	1.65e-05	1.0	0.0145	4.83e-05	1.0	1.0	1.0	0.00103	1.0	0.00609	0.0099	1.0	0.00407
MPRIP	17180407-17180807	0.2834	0.0	0.0	0.0	0.0	0.0107	1.0	2.46e-06	1.38e-06	0.00113	0.0307	1.0	1.0	1.0	1.0	0.0106	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00158	1.0	0.00043	0.00148	4.19e-05	0.000115	0.00234	5.38e-05	0.00301	4.73e-05	4.61e-05	1.0	1.0	1.0	1.0	1.0	0.00273	1.0	1.0	0.0381	0.0199	1.0	1.0	0.0376	0.0256	0.00644	0.000324	1.0	1.0	1.0	0.00747	4.63e-05	1.0	1.0	0.000666	0.00444	0.0351	1.0	1.0	0.0306	0.000926	0.000591	1.0	1.0	1.0	1.0	1.0	1.0	0.000542	0.000423	1.0	0.00252	1.0	0.0145	4.83e-05	1.0	1.0	1.0	0.00103	1.0	0.00609	0.0099	0.00315	0.00407
MPRIP	17180469-17180869	0.3159	0.0	0.0	0.0	0.0	0.000741	1.0	0.000125	0.000113	1.0	1.0	0.00463	0.00117	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.000739	0.000749	0.00266	1.0	1.0	0.00383	1.0	0.0188	1.0	1.0	0.000202	0.0147	1.0	1.0	1.0	1.0	1.0	1.0	0.000143	1.0	1.0	0.0032	0.0429	0.0391	0.0408	0.00252	0.00287	1.0	0.00135	0.0032	1.0	0.000508	0.0299	1.0	1.0	1.0	1.0	1.0	0.0148	1.0	1.0	0.00105	1.0	0.00388	1.0	1.0	0.0303	1.0	1.0	0.00154	0.00422	0.000298	1.0	0.000297	1.0	1.0	0.00322	0.00065	1.0	0.00195	0.000422	0.000538	0.00118	0.000833	1.0	0.00557
MPRIP	17184623-17185023	0.3159	0.0	0.0	0.0	0.0	0.000741	1.0	0.000125	0.000113	0.00182	1.0	0.00463	0.00644	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00575	0.00562	0.00266	1.0	1.0	0.00383	1.0	0.00607	0.00806	1.0	0.000202	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.000143	1.0	1.0	1.0	0.0429	1.0	0.0408	0.00252	0.00287	1.0	0.00135	0.0032	1.0	0.00575	0.00253	0.0115	1.0	1.0	1.0	1.0	0.0148	1.0	1.0	0.00105	1.0	0.00388	1.0	1.0	0.0303	1.0	1.0	0.00154	0.00422	0.000298	1.0	0.000297	1.0	1.0	0.00296	0.00712	1.0	0.00195	1.0	1.0	0.00118	0.000833	1.0	0.00557
MPRIP	17184662-17185062	0.3159	0.0	0.0	0.0	0.0	0.00358	1.0	0.0169	1.0	1.0	0.00121	0.00038	0.000253	0.00239	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00458	1.0	0.000155	0.000156	1.0	0.0179	1.0	1.0	0.0074	1.0	1.0	1.0	0.000178	0.00856	1.0	0.000181	0.000209	0.000109	1.0	0.0431	0.0193	1.0	0.000721	0.000144	0.00139	0.000165	0.000158	1.0	1.0	1.0	0.000525	0.000731	0.000309	3.97e-05	1.0	0.0273	1.0	1.0	1.0	5.03e-05	0.0292	1.0	0.00083	1.0	1.0	1.0	8.74e-05	0.000577	1.0	0.000697	0.0182	0.000376	1.0	0.00845	0.0059	0.0289	0.000322	1.0	0.00369	3.89e-05	0.000465	0.000205	0.00252	0.0087	1.0	0.000112	0.000565	0.00787
MPRIP	17179803-17180203	0.2834	0.0	0.0	0.0	0.0	1.0	1.0	0.000403	0.000222	0.00633	0.000458	1.0	0.0104	0.0104	0.00708	0.00215	0.0334	1.0	0.00757	1.0	1.0	0.00621	0.00934	0.00278	0.0153	0.0138	0.0168	0.00889	0.000188	0.00179	1.0	0.000711	1.0	1.0	0.000641	0.0115	0.0141	0.00335	0.0045	0.00424	0.0206	0.00141	0.00436	1.0	1.0	0.00511	0.0121	1.0	0.0166	1.0	1.0	1.0	0.004	1.0	1.0	0.0147	0.0327	0.0376	0.0334	1.0	1.0	1.0	1.0	1.0	0.00514	0.0249	1.0	1.0	2.66e-05	3.94e-05	0.0278	1.0	1.0	0.0119	1.0	0.00565	0.00447	0.0101	0.0322	0.0287	0.00161	0.0101	0.0308	0.0126	1.0	1.0	0.00363	0.000403	0.0113	1.0
MPRIP	17179950-17180350	0.2834	0.0	0.0	0.0	0.0	0.00726	1.0	0.0169	1.0	1.0	0.00121	0.00038	0.000253	0.00239	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00458	1.0	0.000155	0.000156	1.0	0.0179	1.0	1.0	0.0074	1.0	1.0	1.0	0.000178	0.00856	1.0	0.000991	0.00516	0.00543	1.0	0.0431	0.00838	0.00165	0.00442	0.000144	0.00303	0.00776	0.000158	1.0	1.0	1.0	0.000525	0.000731	0.0175	3.97e-05	1.0	0.0273	1.0	1.0	1.0	5.03e-05	0.0292	1.0	1.0	1.0	1.0	1.0	1.98e-05	6.89e-05	1.0	0.00442	0.0182	0.000376	1.0	0.00845	0.0059	0.0289	0.000322	1.0	0.00369	3.89e-05	0.000465	0.000205	0.00252	0.0087	1.0	0.000112	0.000974	0.00787
MPRIP	17184776-17185176	0.3159	0.0	0.0	0.0	0.0	6.62e-05	1.0	0.0431	0.0312	1.0	6.81e-05	0.00353	0.00147	0.0045	0.0415	1.0	1.0	1.0	0.0055	1.0	0.0274	0.00228	1.0	0.0146	0.000811	0.000951	0.0039	1.0	1.0	1.0	0.00609	1.0	0.000757	0.00364	0.00126	1.0	1.0	0.00356	0.005	0.00131	1.0	1.0	0.0488	0.00982	0.000883	0.00108	0.000802	0.000532	0.00726	1.0	1.0	1.0	0.00494	0.00065	0.0109	0.00196	1.0	1.0	1.0	1.0	1.0	0.00701	1.0	1.0	0.00577	0.0109	1.0	1.0	8.74e-05	3.94e-05	1.0	0.000853	1.0	1.0	0.0179	0.000565	0.00146	0.0149	0.00743	1.0	1.0	0.00203	0.00436	0.00304	1.0	1.0	1.0	0.00106	0.000641	1.0
ECT2	172755174-172755574	0.5854	0.0	0.0	0.0	0.0	0.00358	1.0	0.00135	0.00141	1.0	0.00121	0.00038	0.000253	0.00239	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00458	1.0	0.000155	0.000156	1.0	0.0179	1.0	1.0	0.0074	1.0	1.0	1.0	0.000178	1.0	1.0	0.000181	0.000209	0.000109	1.0	0.0431	0.00153	1.0	0.000721	0.000144	0.00139	0.000165	0.000158	1.0	1.0	1.0	0.000525	0.000731	0.000309	3.97e-05	0.00556	0.0273	1.0	1.0	1.0	0.0013	0.0292	1.0	0.00083	1.0	1.0	1.0	0.0409	0.00262	1.0	0.000697	0.0182	0.000376	1.0	0.00845	0.0059	0.0239	0.000322	1.0	0.000935	3.89e-05	1.0	0.000205	0.0214	0.0087	1.0	0.000112	0.000565	0.00787
ECT2	172755283-172755683	0.5854	0.0	0.0	0.0	0.0	0.00264	1.0	0.00135	0.00141	1.0	1.0	7.06e-05	0.000121	0.00239	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00458	1.0	0.000155	0.000156	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.000178	1.0	1.0	0.000181	0.000209	0.000109	1.0	0.00421	0.00153	1.0	0.000721	0.000512	0.00139	0.000165	0.00188	1.0	1.0	1.0	0.000525	0.000731	0.000309	3.97e-05	0.00556	0.0273	1.0	1.0	1.0	0.00124	0.0292	1.0	0.00083	1.0	1.0	1.0	0.00168	0.000987	1.0	0.000697	0.0182	1.0	1.0	0.0259	0.00852	0.0239	0.00379	1.0	0.000935	3.89e-05	1.0	0.00011	0.0214	1.0	1.0	0.000112	0.000565	0.00787
ECT2	172755375-172755775	0.6008	0.0	0.0	0.0	0.0	0.000173	1.0	0.0431	0.0312	0.0117	6.81e-05	0.00639	0.00205	0.00149	0.0415	1.0	1.0	1.0	0.0055	1.0	0.0274	0.00228	1.0	0.0146	0.000811	0.000951	0.0039	1.0	1.0	1.0	0.00609	0.00332	0.000757	0.00364	0.00145	0.0103	0.0033	0.00356	0.000842	0.000366	1.0	0.00358	0.0459	0.0102	0.00712	1.0	0.00235	0.00683	0.0134	1.0	1.0	1.0	0.00494	1.77e-05	0.0109	0.00196	1.0	0.000836	1.0	1.0	1.0	0.00701	0.00135	1.0	1.0	0.0109	1.0	1.0	7e-05	3.94e-05	1.0	0.00693	0.0393	1.0	0.0179	0.000565	0.00146	0.0149	0.00743	1.0	0.000935	0.00203	0.032	0.00304	1.0	1.0	1.0	0.00106	0.0013	0.000337
ECT2	172756783-172757183	0.6008	0.0	0.0	0.0	0.0	0.000173	1.0	0.0431	0.0312	0.0117	6.81e-05	0.00353	0.00147	0.0045	0.0415	1.0	1.0	1.0	0.0055	1.0	0.0274	0.00228	1.0	0.0146	0.000811	0.000951	0.0039	1.0	1.0	1.0	0.00609	0.00332	0.000757	0.00364	0.00145	0.0103	0.0033	0.00356	0.000842	0.000366	1.0	0.00358	0.0459	0.0102	0.00906	1.0	0.00235	1.0	0.0134	1.0	1.0	1.0	0.00494	0.00065	0.0109	0.00196	1.0	0.000836	1.0	1.0	1.0	0.00701	0.0129	1.0	1.0	0.0109	1.0	1.0	7e-05	3.94e-05	1.0	0.00882	0.0393	1.0	0.0179	0.000565	0.00146	0.0149	0.00743	1.0	0.000935	0.00203	0.032	0.00304	1.0	1.0	1.0	0.00106	0.000792	0.000337
ECT2	172756809-172757209	0.6008	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0338	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00374	1.0	1.0	1.0	0.0067	0.0368	0.00244	1.0	1.0	0.00156	1.0	1.0	0.000182	0.0165	1.0	1.0	1.0	1.0	0.00135	0.000955	0.000892	0.0013	0.00461	1.0	1.0	0.00639	0.013	3.89e-05	0.000577	1.14e-05	0.00242	0.000317	6.38e-05	0.00114	0.0161	0.000448	1.0	1.0	1.0	1.0	0.00223	0.00672	1.0	0.00229	1.0	1.0	1.0	1.0	1.0	1.0	0.00553	1.0	1.0	0.00356	3.89e-05	1.0	1.0	0.0167	0.0165	0.00401	0.0149	0.0453	0.0259	0.00497	1.0	1.0	0.0222	0.0345	0.033	1.0	1.0	1.0	1.0
ECT2	172755095-172755495	0.5854	0.0	0.0	0.0	0.0	0.00726	1.0	0.0169	1.0	1.0	0.00121	0.00038	0.000253	0.00239	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00458	1.0	0.000155	0.000156	1.0	0.0179	1.0	1.0	0.0074	1.0	1.0	1.0	0.000178	0.00856	1.0	0.000991	0.00516	0.00105	1.0	0.0431	0.00838	0.00165	0.00442	0.000144	0.00303	0.00776	0.000158	1.0	1.0	1.0	0.000525	0.000731	0.0175	3.97e-05	1.0	0.0273	1.0	1.0	1.0	5.03e-05	0.0292	1.0	0.0155	1.0	1.0	1.0	1.98e-05	6.89e-05	1.0	0.00442	0.0182	0.000376	1.0	0.00845	0.0059	0.0289	0.000322	1.0	0.00369	3.89e-05	0.000465	0.000205	0.00252	0.0087	1.0	0.000112	0.000974	0.00787
ECT2	172755098-172755498	0.5854	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0338	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00374	1.0	1.0	1.0	0.0067	0.0368	0.00244	1.0	1.0	0.00156	1.0	1.0	0.000182	0.0165	1.0	1.0	1.0	1.0	0.00135	0.000955	0.000892	0.0013	0.00461	1.0	1.0	0.00639	0.013	3.89e-05	0.000577	1.14e-05	0.00242	0.000317	0.0047	0.0115	0.0161	0.000448	1.0	1.0	1.0	1.0	0.00223	0.00672	1.0	0.00229	1.0	1.0	1.0	1.0	1.0	1.0	0.00553	1.0	1.0	0.00356	3.89e-05	1.0	1.0	0.0167	0.0165	0.0036	0.0149	0.0322	0.0259	0.00497	1.0	1.0	0.0222	0.0345	0.033	1.0	1.0	1.0	1.0
ECT2	172756892-172757292	0.6008	0.0	0.0	0.0	0.0	6.62e-05	1.0	0.0431	0.0312	1.0	1.0	0.00353	0.00147	0.0236	1.0	1.0	1.0	1.0	0.0055	1.0	0.0274	0.00228	1.0	0.0146	0.000811	0.000951	0.0039	1.0	1.0	1.0	0.00609	1.0	0.000757	0.00364	0.00126	1.0	1.0	0.00356	0.005	0.00131	1.0	1.0	0.0459	0.00982	0.000883	0.00108	0.000802	0.000532	0.00726	1.0	1.0	1.0	0.00494	0.00065	0.0109	0.00196	1.0	1.0	1.0	1.0	1.0	0.00701	1.0	1.0	0.00577	0.0109	1.0	1.0	8.74e-05	3.94e-05	1.0	0.000853	0.0362	1.0	0.0179	0.000565	0.0175	0.0149	0.00743	1.0	1.0	0.00203	0.00436	0.00304	1.0	1.0	1.0	0.00106	0.000641	1.0
ECT2	172756930-172757330	0.6008	0.0	0.0	0.0	0.0	6.62e-05	1.0	0.0431	0.0312	1.0	1.0	0.00353	0.00147	0.0236	1.0	1.0	1.0	1.0	0.0055	1.0	0.0274	0.00228	1.0	0.0146	0.000811	0.000951	0.0039	1.0	1.0	1.0	0.00609	1.0	0.000757	0.00364	0.00126	1.0	1.0	0.00356	0.005	0.00588	1.0	1.0	0.0459	0.00982	0.000883	0.00108	0.000802	0.000532	0.00726	1.0	1.0	1.0	0.00494	0.00621	1.0	0.00532	1.0	1.0	1.0	1.0	1.0	0.0196	0.00168	1.0	0.00577	0.0109	1.0	1.0	0.0235	0.0011	1.0	0.000853	0.0362	1.0	0.0179	0.000565	0.0175	0.0149	0.00743	1.0	1.0	0.00293	0.00436	0.0055	1.0	1.0	1.0	0.00236	0.000641	1.0
ECT2	172756965-172757365	0.6008	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0338	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00374	1.0	1.0	0.00761	0.0067	0.0368	0.00244	1.0	1.0	0.00156	1.0	0.0117	0.000182	0.0165	1.0	1.0	1.0	1.0	0.00135	0.000955	0.000892	0.0013	0.00461	0.0275	1.0	0.00114	0.013	3.89e-05	0.000577	1.14e-05	0.00242	0.000317	0.00526	1.0	0.00221	0.004	1.0	1.0	1.0	0.0135	0.00223	0.00672	1.0	0.00229	1.0	1.0	1.0	1.0	1.0	1.0	0.00344	1.0	1.0	0.00356	3.89e-05	1.0	1.0	0.0167	0.00113	0.0036	0.000485	0.0252	0.00169	0.00941	1.0	1.0	0.0399	0.0345	0.033	1.0	1.0	1.0	1.0
RPL26L1	172959224-172959624	-0.3968	0.10311	0.0	0.0	-1.05503	1.0	1.0	1.0	1.0	0.0338	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00374	1.0	1.0	1.0	0.0067	0.0368	0.00244	1.0	1.0	0.00156	1.0	1.0	0.000182	0.0165	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00639	0.013	1.0	1.0	1.0	1.0	1.0	6.38e-05	0.00114	0.0161	0.000448	1.0	1.0	1.0	1.0	0.00223	0.00672	1.0	0.00229	1.0	1.0	1.0	1.0	1.0	1.0	0.00553	1.0	1.0	0.00356	1.0	1.0	1.0	0.0167	0.0165	1.0	0.0149	0.0116	0.0259	0.00497	1.0	1.0	0.0222	1.0	1.0	1.0	1.0	1.0	1.0
RPL26L1	172959260-172959660	-0.3968	0.10311	0.0	0.0	-1.05503	1.0	1.0	1.0	1.0	0.0338	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00374	1.0	1.0	1.0	0.0067	0.0368	0.00244	1.0	1.0	0.00156	1.0	1.0	0.000182	0.0258	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00639	0.013	1.0	1.0	1.0	1.0	1.0	6.38e-05	0.00114	0.0161	0.000448	1.0	1.0	1.0	1.0	0.00223	0.00672	1.0	0.00229	1.0	1.0	1.0	1.0	1.0	1.0	0.00553	1.0	1.0	0.00356	1.0	1.0	1.0	0.0167	0.0165	1.0	0.0149	0.0116	0.0259	0.00497	1.0	1.0	0.0222	1.0	1.0	1.0	1.0	1.0	1.0
RPL26L1	172959268-172959668	-0.3968	0.10311	0.0	0.0	-1.05503	1.0	1.0	1.0	1.0	0.0338	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00374	1.0	1.0	1.0	0.0067	0.0368	0.00244	1.0	1.0	0.00156	1.0	1.0	0.000182	0.00199	1.0	1.0	0.00129	1.0	1.0	0.0321	1.0	1.0	1.0	1.0	1.0	0.00639	0.013	1.0	1.0	1.0	1.0	1.0	6.38e-05	0.00114	0.0161	0.000448	1.0	1.0	1.0	1.0	0.00223	0.00672	1.0	0.00229	1.0	1.0	1.0	1.0	1.0	1.0	0.00553	1.0	1.0	1.0	1.0	1.0	1.0	0.0167	0.0165	1.0	0.0149	0.00173	0.0259	0.00497	1.0	1.0	0.0222	1.0	1.0	1.0	1.0	1.0	1.0
