flanks	gene_id	mean_dpsi_per_lsv_junction	H3K4me3	H3K27me3	H3K9me3	H3K27ac
78961943-78962343	ENSG00000149256.16	-0.4096	-1.29486	2.12259	0.0	-2.80678
78962019-78962419	ENSG00000149256.16	-0.4096	-1.29486	0.0	0.0	-2.80678
79064399-79064799	ENSG00000149256.16	0.4034				
79064538-79064938	ENSG00000149256.16	0.4034				
904501-904901	ENSG00000177830.18	0.3262				
904506-904906	ENSG00000177830.18	0.3262				
904537-904937	ENSG00000177830.18	0.3262				
904616-905016	ENSG00000177830.18	0.3262				
904659-905059	ENSG00000177830.18	0.3262				
904664-905064	ENSG00000177830.18	0.3262				
908342-908742	ENSG00000177830.18	0.3262				
908445-908845	ENSG00000177830.18	0.3262				
908459-908859	ENSG00000177830.18	0.3262				
908464-908864	ENSG00000177830.18	0.3262				
910441-910841	ENSG00000177830.18	-0.3444	-0.64879	0.0	0.0	1.18856
910575-910975	ENSG00000177830.18	-0.3444	-0.64879	0.0	0.0	1.18856
910591-910991	ENSG00000177830.18	-0.3444	-0.64879	0.0	0.0	1.18856
910610-911010	ENSG00000177830.18	-0.3444	-0.64879	0.0	0.0	1.18856
910616-911016	ENSG00000177830.18	-0.3444	-0.64879	0.0	0.0	1.18856
910621-911021	ENSG00000177830.18	-0.3444	-0.64879	0.0	0.0	1.18856
910631-911031	ENSG00000177830.18	-0.3444	-0.64879	0.0	0.0	1.18856
910635-911035	ENSG00000177830.18	-0.3444	-0.64879	0.0	0.0	1.47964
132507953-132508353	ENSG00000112787.14	0.5137				
132507956-132508356	ENSG00000112787.14	0.5137				
132508150-132508550	ENSG00000112787.14	0.5137				
132508966-132509366	ENSG00000112787.14	0.5137				
132525534-132525934	ENSG00000112787.14	-0.5137				
132525623-132526023	ENSG00000112787.14	-0.5137	0.0	2.03326	0.0	0.0
132547803-132548203	ENSG00000112787.14	-0.3926	0.0	1.8874	0.0	0.0
132547832-132548232	ENSG00000112787.14	-0.3926	0.0	1.8874	0.0	0.0
132559847-132560247	ENSG00000112787.14	0.3926	0.27164	-1.10361	0.0	0.72705
132559953-132560353	ENSG00000112787.14	0.3926	0.27164	-1.10361	0.0	0.72705
132560030-132560430	ENSG00000112787.14	0.3926	0.27164	-1.10361	0.0	0.72705
132567281-132567681	ENSG00000112787.14	0.3926				
132567326-132567726	ENSG00000112787.14	0.3926				
132945421-132945821	ENSG00000072609.18	0.3686	0.0	0.0	0.65407	0.0
132945516-132945916	ENSG00000072609.18	0.3686	0.0	0.0	0.65407	0.0
132945597-132945997	ENSG00000072609.18	0.3686	0.0	0.0	0.65407	0.0
132956043-132956443	ENSG00000072609.18	-0.3686	-0.43342	0.0	0.0	0.64216
132956062-132956462	ENSG00000072609.18	-0.3686	-0.43342	0.0	0.0	0.64216
132956091-132956491	ENSG00000072609.18	-0.3686	-0.43342	0.0	0.0	0.64216
132956104-132956504	ENSG00000072609.18	-0.3686	-0.43342	0.0	0.0	0.64216
132956106-132956506	ENSG00000072609.18	-0.3686	-0.43342	0.0	0.0	0.64216
16560213-16560613	ENSG00000048540.16	-0.4236				
16560253-16560653	ENSG00000048540.16	-0.4236				
16560275-16560675	ENSG00000048540.16	-0.4236				
16560281-16560681	ENSG00000048540.16	-0.4236				
16560292-16560692	ENSG00000048540.16	-0.4236				
16560306-16560706	ENSG00000048540.16	-0.4236				
16560338-16560738	ENSG00000048540.16	-0.4236				
16600401-16600801	ENSG00000048540.16	-0.4236				
16600455-16600855	ENSG00000048540.16	-0.4236				
16600486-16600886	ENSG00000048540.16	0.7277				
16600514-16600914	ENSG00000048540.16	0.7277				
16600668-16601068	ENSG00000048540.16	0.7277				
16604649-16605049	ENSG00000048540.16	-0.7291	-0.11351	1.22551	0.0	-2.63035
16604665-16605065	ENSG00000048540.16	-0.7291	-0.11351	1.22551	0.0	-2.63035
16604856-16605256	ENSG00000048540.16	-0.7291	-0.11351	1.22551	0.0	-2.63035
16605713-16606113	ENSG00000048540.16	0.7277	-0.11351	-0.16705	0.0	0.0
16605770-16606170	ENSG00000048540.16	0.7277	-0.11351	-0.16705	0.0	0.0
16605866-16606266	ENSG00000048540.16	0.7277	-0.11351	-0.16705	0.0	0.0
16605932-16606332	ENSG00000048540.16	0.7277	-0.11351	-0.16705	0.0	0.0
16605962-16606362	ENSG00000048540.16	0.7277	-0.11351	-0.16705	0.0	0.0
31495610-31496010	ENSG00000170456.16	0.4261	0.0	-0.68261	0.0	0.0
31495702-31496102	ENSG00000170456.16	0.4261	0.0	-0.68261	0.0	0.0
31495719-31496119	ENSG00000170456.16	0.4261	0.0	-0.68261	0.0	0.0
31499406-31499806	ENSG00000170456.16	0.4261	0.0	0.0	0.0	0.80523
31499471-31499871	ENSG00000170456.16	0.4261	0.0	0.0	0.0	0.80523
31590506-31590906	ENSG00000170456.16	0.4059	-0.31076	0.0	0.0	-1.73564
32399656-32400056	ENSG00000139132.16	0.7268	0.78259	-2.38632	0.0	2.8265
32399759-32400159	ENSG00000139132.16	0.7268	0.78259	-2.38632	0.0	2.8265
32501957-32502357	ENSG00000139132.16	-0.7838	-2.30282	0.0	0.0	-1.14434
32501960-32502360	ENSG00000139132.16	-0.7838	-2.30282	0.0	0.0	-1.14434
32501961-32502361	ENSG00000139132.16	-0.7838	-2.30282	0.0	0.0	-1.14434
32501970-32502370	ENSG00000139132.16	-0.7838	-2.30282	0.0	0.0	-1.14434
32501979-32502379	ENSG00000139132.16	-0.7838	-2.30282	0.0	0.0	-1.14434
32501984-32502384	ENSG00000139132.16	-0.7838	-2.30282	0.0	0.0	-1.14434
32501994-32502394	ENSG00000139132.16	-0.7838	-2.30282	0.0	0.0	-1.14434
32502138-32502538	ENSG00000139132.16	-0.7838	-2.30282	0.0	0.0	-1.14434
32563937-32564337	ENSG00000139132.16	0.7268	0.0	0.0	-0.28673	0.0
32564089-32564489	ENSG00000139132.16	0.7268				
47771970-47772370	ENSG00000211584.14	0.3003				
47772120-47772520	ENSG00000211584.14	0.3003	0.0	-0.71036	0.0	0.0
47773236-47773636	ENSG00000211584.14	-0.3471	-0.4689	0.04077	0.0	0.0
47773240-47773640	ENSG00000211584.14	-0.3471	-0.4689	0.04077	0.0	0.0
47778740-47779140	ENSG00000211584.14	0.3003				
47778828-47779228	ENSG00000211584.14	0.3003				
47778911-47779311	ENSG00000211584.14	0.3003				
47778971-47779371	ENSG00000211584.14	0.3003				
47778992-47779392	ENSG00000211584.14	0.3003				
47778993-47779393	ENSG00000211584.14	0.3003				
47778995-47779395	ENSG00000211584.14	0.3003				
49741344-49741744	ENSG00000139644.13	-0.5401	0.17569	0.0	0.0	-0.09975
49741347-49741747	ENSG00000139644.13	-0.5401	0.17569	0.0	0.0	-0.09975
49741349-49741749	ENSG00000139644.13	-0.5401	0.17569	0.0	0.0	-0.09975
49741357-49741757	ENSG00000139644.13	-0.5401	0.17569	0.0	0.0	-0.09975
49741368-49741768	ENSG00000139644.13	-0.5401	0.17569	0.0	0.0	-0.09975
49741371-49741771	ENSG00000139644.13	-0.5401	0.17569	0.0	0.0	-0.09975
49741374-49741774	ENSG00000139644.13	-0.5401	0.17569	0.0	0.0	-0.09975
49741408-49741808	ENSG00000139644.13	-0.5401	0.17569	0.0	0.0	-0.09975
49741411-49741811	ENSG00000139644.13	-0.5401	0.17569	0.0	0.0	-0.09975
49741568-49741968	ENSG00000139644.13	-0.5401	0.17569	0.0	0.0	-0.09975
49741609-49742009	ENSG00000139644.13	-0.5401	0.17569	0.0	0.0	-0.09975
49741752-49742152	ENSG00000139644.13	0.3847	0.17569	0.0	0.0	-0.09975
49741757-49742157	ENSG00000139644.13	0.3847	0.17569	0.0	0.0	-0.09975
49741915-49742315	ENSG00000139644.13	0.3847	0.17569	0.0	0.0	-0.09975
49742080-49742480	ENSG00000139644.13	0.3847	0.17569	0.0	0.0	-0.09975
49752256-49752656	ENSG00000139644.13	0.3847				
49752264-49752664	ENSG00000139644.13	0.3847				
49752266-49752666	ENSG00000139644.13	0.3847				
49752324-49752724	ENSG00000139644.13	0.3847				
49752326-49752726	ENSG00000139644.13	0.3847				
49752342-49752742	ENSG00000139644.13	0.3847				
49752349-49752749	ENSG00000139644.13	0.3847				
56163565-56163965	ENSG00000139613.12	0.3617	0.0	0.0	0.0	-0.75355
56164103-56164503	ENSG00000139613.12	0.4131				
56164168-56164568	ENSG00000139613.12	0.4131				
56164448-56164848	ENSG00000139613.12	0.4131				
56164531-56164931	ENSG00000139613.12	0.4131				
6550741-6551141	ENSG00000010295.20	0.3972				
6550801-6551201	ENSG00000010295.20	0.3972				
6551198-6551598	ENSG00000010295.20	0.3972				
6551303-6551703	ENSG00000010295.20	0.3972				
6551395-6551795	ENSG00000010295.20	0.3972				
6555057-6555457	ENSG00000010295.20	-0.3972	-0.42772	0.0	0.0	0.0
23374919-23375319	ENSG00000151835.17	0.403	-0.53849	0.0	0.0	-0.97935
23375069-23375469	ENSG00000151835.17	0.403	-0.53849	0.0	0.0	-1.11638
23375152-23375552	ENSG00000151835.17	0.403	-0.53849	0.0	0.0	-1.11638
23375288-23375688	ENSG00000151835.17	0.403	-0.53849	0.0	0.0	-1.11638
23375291-23375691	ENSG00000151835.17	0.403	-0.53849	0.0	0.0	-1.11638
23375309-23375709	ENSG00000151835.17	0.403	-0.53849	0.0	0.0	-1.11638
23375314-23375714	ENSG00000151835.17	0.403	-0.53849	0.0	0.0	-1.11638
23375343-23375743	ENSG00000151835.17	0.403	-0.53849	0.0	0.0	-1.11638
23411020-23411420	ENSG00000151835.17	-0.403				
100368887-100369287	ENSG00000140105.18	0.6031				
100368909-100369309	ENSG00000140105.18	0.6031				
100368985-100369385	ENSG00000140105.18	0.6031				
100369058-100369458	ENSG00000140105.18	0.6031				
100375083-100375483	ENSG00000140105.18	0.6031	0.41851	0.0	0.0	0.72323
100375133-100375533	ENSG00000140105.18	0.6031	0.41851	0.0	0.0	0.67001
100375144-100375544	ENSG00000140105.18	0.6031	0.41851	0.0	0.0	0.67001
100375147-100375547	ENSG00000140105.18	0.6031	0.41851	0.0	0.0	0.67001
100375150-100375550	ENSG00000140105.18	0.6031	0.41851	0.0	0.0	0.67001
100375155-100375555	ENSG00000140105.18	0.6031	0.41851	0.0	0.0	0.67001
100375203-100375603	ENSG00000140105.18	0.6031	0.41851	0.0	0.0	0.67001
100375206-100375606	ENSG00000140105.18	0.6031	0.41851	0.0	0.0	0.67001
100375267-100375667	ENSG00000140105.18	0.6031	0.41851	0.0	0.0	0.67001
100375273-100375673	ENSG00000140105.18	0.6031	0.41851	0.0	0.0	0.67001
100375275-100375675	ENSG00000140105.18	0.6031	0.41851	0.0	0.0	0.67001
100376051-100376451	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
100376060-100376460	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
100376085-100376485	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
100376087-100376487	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
100376099-100376499	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
100376102-100376502	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
100376105-100376505	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
100376107-100376507	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
100376108-100376508	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
100376109-100376509	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
100376111-100376511	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
100376130-100376530	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
100376134-100376534	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
100376135-100376535	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
100376143-100376543	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
100376218-100376618	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
100376233-100376633	ENSG00000140105.18	-0.64	0.41851	0.0	0.0	0.67001
103711266-103711666	ENSG00000126215.14	0.366				
103711367-103711767	ENSG00000126215.14	0.366				
103711461-103711861	ENSG00000126215.14	0.366				
103712675-103713075	ENSG00000126215.14	0.366				
103712731-103713131	ENSG00000126215.14	0.366				
103712741-103713141	ENSG00000126215.14	0.366				
103712768-103713168	ENSG00000126215.14	0.366				
103715224-103715624	ENSG00000126215.14	-0.3077	-0.11187	0.0	0.0	0.05911
103715243-103715643	ENSG00000126215.14	-0.3077	-0.11187	0.0	0.0	0.05911
103715251-103715651	ENSG00000126215.14	-0.3077	-0.11187	0.0	0.0	0.05911
103715259-103715659	ENSG00000126215.14	-0.3077	-0.11187	0.0	0.0	0.05911
103715283-103715683	ENSG00000126215.14	-0.3077	-0.11187	0.0	0.0	0.05911
103715284-103715684	ENSG00000126215.14	-0.3077	-0.11187	0.0	0.0	0.05911
103715286-103715686	ENSG00000126215.14	-0.3077	-0.11187	0.0	0.0	0.05911
103715304-103715704	ENSG00000126215.14	-0.3077	-0.11187	0.0	0.0	0.05911
23276987-23277387	ENSG00000215271.9	-0.4169	0.0	2.98004	0.0	0.0
23285411-23285811	ENSG00000215271.9	0.4169	-0.47558	0.0	0.0	-1.24931
23285713-23286113	ENSG00000215271.9	0.4169	-0.47558	0.0	0.0	-1.24931
23285870-23286270	ENSG00000215271.9	0.4169	-0.47558	0.0	0.0	-1.24931
73644675-73645075	ENSG00000119661.15	-0.5248	-0.09074	0.0	0.0	0.13673
73644786-73645186	ENSG00000119661.15	-0.5248	-0.09074	0.0	0.0	0.13673
73644791-73645191	ENSG00000119661.15	-0.5248	-0.09074	0.0	0.0	0.13673
73644809-73645209	ENSG00000119661.15	-0.5248	-0.09074	0.0	0.0	0.13673
73644817-73645217	ENSG00000119661.15	-0.5248	-0.09074	0.0	0.0	0.13673
73644818-73645218	ENSG00000119661.15	-0.5248	-0.09074	0.0	0.0	0.13673
73644827-73645227	ENSG00000119661.15	-0.5248	-0.09074	0.0	0.0	0.13673
73644842-73645242	ENSG00000119661.15	-0.5248	-0.09074	0.0	0.0	0.13673
73652970-73653370	ENSG00000119661.15	0.5248				
73653015-73653415	ENSG00000119661.15	0.5248				
73654647-73655047	ENSG00000119661.15	0.5248				
73654685-73655085	ENSG00000119661.15	0.5248				
89955702-89956102	ENSG00000042088.14	-0.3314	0.31845	0.0	0.0	-0.34934
89955707-89956107	ENSG00000042088.14	-0.3314	0.31845	0.0	0.0	-0.34934
89955727-89956127	ENSG00000042088.14	-0.3314	0.31845	0.0	0.0	-0.34934
89955738-89956138	ENSG00000042088.14	-0.3314	0.31845	0.0	0.0	-0.34934
89955741-89956141	ENSG00000042088.14	-0.3314	0.31845	0.0	0.0	-0.34934
89955755-89956155	ENSG00000042088.14	-0.3314	0.31845	0.0	0.0	-0.34934
89955770-89956170	ENSG00000042088.14	-0.3314	0.31845	0.0	0.0	-0.34934
89955793-89956193	ENSG00000042088.14	-0.3314	0.31845	0.0	0.0	-0.34934
89955810-89956210	ENSG00000042088.14	-0.3314	0.31845	0.0	0.0	-0.34934
89955837-89956237	ENSG00000042088.14	-0.3314	0.31845	0.0	0.0	-0.34934
89956600-89957000	ENSG00000042088.14	0.3016	0.31845	0.0	0.0	-0.34934
89962905-89963305	ENSG00000042088.14	0.3016				
89962908-89963308	ENSG00000042088.14	0.3016				
89963025-89963425	ENSG00000042088.14	0.3016				
24886316-24886716	ENSG00000128739.23	-0.3534	0.0	0.0	-0.17932	0.0
24886389-24886789	ENSG00000128739.23	-0.3534	0.0	0.0	-0.17932	0.0
24919811-24920211	ENSG00000128739.23	0.3041	3.14643	0.0	0.0	2.11472
24919924-24920324	ENSG00000128739.23	0.3041	0.0	0.0	0.0	2.11472
24920273-24920673	ENSG00000128739.23	0.3041	0.0	0.0	0.0	2.11472
24920347-24920747	ENSG00000128739.23	0.3041	0.0	0.0	0.0	2.11472
24961914-24962314	ENSG00000128739.23	-0.3153				
24962009-24962409	ENSG00000128739.23	-0.3153				
41396759-41397159	ENSG00000137806.10	0.4158				
41396940-41397340	ENSG00000137806.10	0.4158				
41401944-41402344	ENSG00000137806.10	0.4158	-0.11588	0.0	0.0	0.33179
41402060-41402460	ENSG00000137806.10	0.4158	-0.11588	0.0	0.0	0.33179
41402242-41402642	ENSG00000137806.10	-0.3892	-0.11588	0.0	0.0	0.33179
41402247-41402647	ENSG00000137806.10	-0.3892	-0.11588	0.0	0.0	0.33179
41402259-41402659	ENSG00000137806.10	-0.3892	-0.11588	0.0	0.0	0.33179
41402260-41402660	ENSG00000137806.10	-0.3892	-0.11588	0.0	0.0	0.33179
41402283-41402683	ENSG00000137806.10	-0.3892	-0.11588	0.0	0.0	0.33179
41402292-41402692	ENSG00000137806.10	-0.3892	-0.11588	0.0	0.0	0.33179
41402296-41402696	ENSG00000137806.10	-0.3892	-0.11588	0.0	0.0	0.33179
41402319-41402719	ENSG00000137806.10	-0.3892	-0.11588	0.0	0.0	0.33179
41402332-41402732	ENSG00000137806.10	-0.3892	-0.11588	0.0	0.0	0.33179
55234582-55234982	ENSG00000069974.16	0.5108				
55234756-55235156	ENSG00000069974.16	0.5108				
55269965-55270365	ENSG00000069974.16	-0.5108				
55270056-55270456	ENSG00000069974.16	-0.5108				
55270084-55270484	ENSG00000069974.16	-0.5108				
55270086-55270486	ENSG00000069974.16	-0.5108				
55270194-55270594	ENSG00000069974.16	-0.5108				
55289516-55289916	ENSG00000069974.16	0.5108	-0.28606	-0.54068	0.0	0.0
55289591-55289991	ENSG00000069974.16	0.5108	-0.28606	-0.54068	0.0	0.0
55289613-55290013	ENSG00000069974.16	0.5108	-0.28606	-0.54068	0.0	0.0
55289688-55290088	ENSG00000069974.16	0.5108	-0.28606	-0.54068	0.0	0.0
66703875-66704275	ENSG00000137834.15	-0.4028	-0.83654	1.2326	0.0	0.0
66711468-66711868	ENSG00000137834.15	0.4028				
66711476-66711876	ENSG00000137834.15	0.4028				
66711497-66711897	ENSG00000137834.15	0.4028				
66711524-66711924	ENSG00000137834.15	0.4028				
75023386-75023786	ENSG00000138621.12	-0.3368	0.28424	0.0	0.0	0.0815
75023387-75023787	ENSG00000138621.12	-0.3368	0.28424	0.0	0.0	0.0815
75023390-75023790	ENSG00000138621.12	-0.3368	0.28424	0.0	0.0	0.0815
75023400-75023800	ENSG00000138621.12	-0.3368	0.28424	0.0	0.0	0.0815
75023405-75023805	ENSG00000138621.12	-0.3368	0.28424	0.0	0.0	0.0815
75023426-75023826	ENSG00000138621.12	-0.3368	0.28424	0.0	0.0	0.0815
75028253-75028653	ENSG00000138621.12	0.3368				
75043075-75043475	ENSG00000138621.12	0.3368				
75043086-75043486	ENSG00000138621.12	0.3368				
75043241-75043641	ENSG00000138621.12	0.3368				
75043292-75043692	ENSG00000138621.12	0.3368				
75043336-75043736	ENSG00000138621.12	0.3368				
79907429-79907829	ENSG00000180953.11	0.3461				
79907484-79907884	ENSG00000180953.11	0.3461				
79914388-79914788	ENSG00000180953.11	-0.3476	0.0	0.0	-0.91443	0.0
79923060-79923460	ENSG00000180953.11	0.3461	0.17097	0.0	0.0	0.09631
79923252-79923652	ENSG00000180953.11	0.3461	0.17097	0.0	0.0	0.09631
79923290-79923690	ENSG00000180953.11	0.3461	0.17097	0.0	0.0	0.09631
19523739-19524139	ENSG00000103540.16	0.5026	0.01736	0.0	0.0	-0.08705
19523742-19524142	ENSG00000103540.16	0.5026	0.01736	0.0	0.0	-0.08705
19523761-19524161	ENSG00000103540.16	0.5026	0.01736	0.0	0.0	-0.08705
19523888-19524288	ENSG00000103540.16	0.5026	0.01736	0.0	0.0	-0.27838
19525519-19525919	ENSG00000103540.16	0.5026	0.01736	0.0	0.0	0.0
19525599-19525999	ENSG00000103540.16	0.5026	0.01736	0.0	0.0	0.0
19525661-19526061	ENSG00000103540.16	0.5026				
19527636-19528036	ENSG00000103540.16	0.483				
19527667-19528067	ENSG00000103540.16	0.483				
19527721-19528121	ENSG00000103540.16	0.483				
19527822-19528222	ENSG00000103540.16	0.483				
19527831-19528231	ENSG00000103540.16	0.483				
234602-235002	ENSG00000167930.17	-0.5198	-0.11256	0.0	0.0	-0.75673
234618-235018	ENSG00000167930.17	-0.5198	-0.11256	0.0	0.0	-0.75673
234621-235021	ENSG00000167930.17	-0.5198	-0.11256	0.0	0.0	-0.75673
234627-235027	ENSG00000167930.17	-0.5198	-0.11256	0.0	0.0	-0.75673
234629-235029	ENSG00000167930.17	-0.5198	-0.11256	0.0	0.0	-0.75673
234630-235030	ENSG00000167930.17	-0.5198	-0.11256	0.0	0.0	-0.75673
234634-235034	ENSG00000167930.17	-0.5198	-0.11256	0.0	0.0	-0.75673
234638-235038	ENSG00000167930.17	-0.5198	-0.11256	0.0	0.0	-0.75673
234644-235044	ENSG00000167930.17	-0.5198	-0.11256	0.0	0.0	-0.75673
234646-235046	ENSG00000167930.17	-0.5198	-0.11256	0.0	0.0	-0.75673
234647-235047	ENSG00000167930.17	-0.5198	-0.11256	0.0	0.0	-0.75673
234657-235057	ENSG00000167930.17	-0.5198	-0.11256	0.0	0.0	-0.75673
248044-248444	ENSG00000167930.17	0.4917				
248197-248597	ENSG00000167930.17	0.4917				
249347-249747	ENSG00000167930.17	0.4917				
249349-249749	ENSG00000167930.17	0.4917				
249454-249854	ENSG00000167930.17	0.4917				
249458-249858	ENSG00000167930.17	0.4917				
90019429-90019829	ENSG00000141013.17	0.5153	-0.17618	0.0	0.0	2.11356
90019437-90019837	ENSG00000141013.17	0.5153	-0.17618	0.0	0.0	2.11356
90019443-90019843	ENSG00000141013.17	0.5153	-0.17618	0.0	0.0	2.11356
90019493-90019893	ENSG00000141013.17	0.5153	-0.17618	0.0	0.0	2.11356
90019528-90019928	ENSG00000141013.17	0.5153	-0.17618	0.0	0.0	2.11356
90019530-90019930	ENSG00000141013.17	0.5153	-0.17618	0.0	0.0	2.11356
90019531-90019931	ENSG00000141013.17	0.5153	-0.17618	0.0	0.0	2.11356
90019568-90019968	ENSG00000141013.17	0.5153	-0.17618	0.0	0.0	2.11356
90019680-90020080	ENSG00000141013.17	0.5153	-0.17618	-1.0098	0.0	2.11356
90019690-90020090	ENSG00000141013.17	0.5153	-0.17618	-1.0098	0.0	2.11356
90022400-90022800	ENSG00000141013.17	-0.5963	-1.76673	0.0	0.0	-0.99068
90022453-90022853	ENSG00000141013.17	-0.5963	-1.76673	0.0	0.0	-1.13427
90022464-90022864	ENSG00000141013.17	-0.5963	-1.76673	0.0	0.0	-1.13427
90022470-90022870	ENSG00000141013.17	-0.5963	-1.76673	0.0	0.0	-1.13427
90022480-90022880	ENSG00000141013.17	-0.5963	-1.76673	0.0	0.0	-1.13427
90022483-90022883	ENSG00000141013.17	-0.5963	-1.76673	0.0	0.0	-1.13427
90022524-90022924	ENSG00000141013.17	-0.5963	-1.76673	0.0	0.0	-1.13427
90027436-90027836	ENSG00000141013.17	0.5153				
90027522-90027922	ENSG00000141013.17	0.5153				
32365130-32365530	ENSG00000010244.19	0.4602				
32365216-32365616	ENSG00000010244.19	0.4602				
32365265-32365665	ENSG00000010244.19	0.4602				
32365287-32365687	ENSG00000010244.19	0.4602				
32365391-32365791	ENSG00000010244.19	0.4602				
32366465-32366865	ENSG00000010244.19	-0.3567	0.0	-0.77583	0.0	0.0
32366477-32366877	ENSG00000010244.19	-0.3567	0.0	-0.77583	0.0	0.0
32366557-32366957	ENSG00000010244.19	-0.3567	0.0	-0.77583	0.0	0.0
32367572-32367972	ENSG00000010244.19	0.4602	0.0	-0.50672	0.0	0.0
37406580-37406980	ENSG00000276234.5	-0.5535	-0.00729	0.0	0.0	0.69264
37406618-37407018	ENSG00000276234.5	-0.5535	-0.00729	0.0	0.0	0.79856
37406636-37407036	ENSG00000276234.5	-0.5535	-0.00729	0.0	0.0	0.79856
37406686-37407086	ENSG00000276234.5	-0.5535	-0.00729	0.0	0.0	0.79856
37406690-37407090	ENSG00000276234.5	-0.5535	-0.00729	0.0	0.0	0.79856
37406707-37407107	ENSG00000276234.5	-0.5535	-0.00729	0.0	0.0	0.79856
37406739-37407139	ENSG00000276234.5	-0.5535	-0.00729	0.0	0.0	0.8759
37406749-37407149	ENSG00000276234.5	-0.5535	-0.00729	0.0	0.0	0.8759
37407114-37407514	ENSG00000276234.5	0.5535	-0.00729	0.0	0.0	0.8759
37407296-37407696	ENSG00000276234.5	0.5535	-0.00729	0.0	0.0	0.8759
37411069-37411469	ENSG00000276234.5	0.5535				
37411087-37411487	ENSG00000276234.5	0.5535				
37411190-37411590	ENSG00000276234.5	0.5535				
39200083-39200483	ENSG00000108298.12	-0.3899	0.06852	0.0	0.0	-0.31725
39200112-39200512	ENSG00000108298.12	-0.3899	0.06852	0.0	0.0	-0.31725
39200116-39200516	ENSG00000108298.12	-0.3899	0.06852	0.0	0.0	-0.31725
39200117-39200517	ENSG00000108298.12	-0.3899	0.06852	0.0	0.0	-0.31725
39200142-39200542	ENSG00000108298.12	-0.3899	0.06852	0.0	0.0	-0.35762
39200145-39200545	ENSG00000108298.12	-0.3899	0.06852	0.0	0.0	-0.35762
39200149-39200549	ENSG00000108298.12	-0.3899	0.06852	0.0	0.0	-0.35762
39200234-39200634	ENSG00000108298.12	-0.3899	0.06852	0.0	0.0	-0.35762
39200278-39200678	ENSG00000108298.12	-0.3899	0.06852	0.0	0.0	-0.35762
39200307-39200707	ENSG00000108298.12	-0.3899	0.06852	0.0	0.0	-0.35762
39200543-39200943	ENSG00000108298.12	0.3632	0.06852	0.0	0.0	-0.35762
39200815-39201215	ENSG00000108298.12	0.3632	0.06852	0.0	0.0	-0.45297
39201013-39201413	ENSG00000108298.12	0.3632	0.06852	0.0	0.0	-0.45297
39201022-39201422	ENSG00000108298.12	0.3632	0.06852	0.0	0.0	-0.45297
39201119-39201519	ENSG00000108298.12	0.3632	0.06852	0.0	0.0	-0.45297
39201123-39201523	ENSG00000108298.12	0.3632	0.06852	0.0	0.0	-0.45297
44345046-44345446	ENSG00000030582.18	-0.3399	-0.00964	0.0	0.0	0.0
44345062-44345462	ENSG00000030582.18	-0.3399	-0.00964	0.0	0.0	0.0
44345065-44345465	ENSG00000030582.18	-0.3399	-0.00964	0.0	0.0	0.0
44345082-44345482	ENSG00000030582.18	-0.3399	-0.00964	0.0	0.0	0.0
44345098-44345498	ENSG00000030582.18	-0.3399	-0.00964	0.0	0.0	0.0
44345102-44345502	ENSG00000030582.18	-0.3399	-0.00964	0.0	0.0	0.0
44345105-44345505	ENSG00000030582.18	-0.3399	-0.00964	0.0	0.0	0.0
44345106-44345506	ENSG00000030582.18	-0.3399	-0.00964	0.0	0.0	0.0
44345114-44345514	ENSG00000030582.18	-0.3399	-0.00964	0.0	0.0	0.0
44345134-44345534	ENSG00000030582.18	-0.3399	-0.00964	0.0	0.0	0.0
44345331-44345731	ENSG00000030582.18	0.3117	-0.00964	0.0	0.0	0.0
44345366-44345766	ENSG00000030582.18	0.3117	-0.00964	0.0	0.0	0.0
44345405-44345805	ENSG00000030582.18	0.3117	-0.00964	0.0	0.0	0.0
44345410-44345810	ENSG00000030582.18	0.3117	-0.00964	0.0	0.0	0.0
44345541-44345941	ENSG00000030582.18	0.3117	-0.00964	0.0	0.0	0.0
44348958-44349358	ENSG00000030582.18	0.3117				
44348962-44349362	ENSG00000030582.18	0.3117				
44348965-44349365	ENSG00000030582.18	0.3117				
44349075-44349475	ENSG00000030582.18	0.3117				
44349102-44349502	ENSG00000030582.18	0.3117				
45620128-45620528	ENSG00000204650.14	-0.5979	-1.37021	0.0	0.0	0.0
45620140-45620540	ENSG00000204650.14	-0.5979	-1.37021	0.0	0.0	0.0
