gene_id	lsv_id	seqid	mean_dpsi_per_lsv_junction	probability_changing	num_exons	strand	junction0
ENSG00000111237.19	ENSG00000111237.19:s:110502049-110502111	chr12	0.5055	1.000e+00	6	-	110502049
ENSG00000111237.19	ENSG00000111237.19:t:110496012-110496217	chr12	0.3960	1.000e+00	5	-	110496203
ENSG00000111237.19	ENSG00000111237.19:t:110496012-110496217	chr12	0.3960	1.000e+00	5	-	110502049
ENSG00000111237.19	ENSG00000111237.19:t:110496012-110496217	chr12	-0.3637	9.999e-01	5	-	110496203
ENSG00000111237.19	ENSG00000111237.19:t:110496012-110496217	chr12	-0.3637	9.999e-01	5	-	110499535
ENSG00000117481.11	ENSG00000117481.11:s:46340789-46340924	chr1	0.5561	1.000e+00	3	+	46340919
ENSG00000117481.11	ENSG00000117481.11:s:46340789-46340924	chr1	0.5561	1.000e+00	3	+	46341323
ENSG00000117481.11	ENSG00000117481.11:s:46340789-46340924	chr1	-0.5845	1.000e+00	3	+	46340919
ENSG00000117481.11	ENSG00000117481.11:s:46340789-46340924	chr1	-0.5845	1.000e+00	3	+	46344801
ENSG00000023191.17	ENSG00000023191.17:t:500840-502181	chr11	0.3423	9.851e-01	5	-	502181
ENSG00000023191.17	ENSG00000023191.17:t:500840-502181	chr11	0.3423	9.851e-01	5	-	504824
ENSG00000030582.18	ENSG00000030582.18:t:44349158-44349302	chr17	-0.3399	9.958e-01	5	+	44345334
ENSG00000030582.18	ENSG00000030582.18:t:44349158-44349302	chr17	-0.3399	9.958e-01	5	+	44349158
ENSG00000030582.18	ENSG00000030582.18:t:44349158-44349302	chr17	0.3117	9.821e-01	5	+	44345605
ENSG00000030582.18	ENSG00000030582.18:t:44349158-44349302	chr17	0.3117	9.821e-01	5	+	44349158
ENSG00000107679.15	ENSG00000107679.15:s:122426942-122427031	chr10	-0.3711	9.988e-01	3	+	122427031
ENSG00000107679.15	ENSG00000107679.15:s:122426942-122427031	chr10	-0.3711	9.988e-01	3	+	122428276
ENSG00000107679.15	ENSG00000107679.15:s:122426942-122427031	chr10	0.3711	9.988e-01	3	+	122427031
ENSG00000107679.15	ENSG00000107679.15:s:122426942-122427031	chr10	0.3711	9.988e-01	3	+	122429624
ENSG00000112759.19	ENSG00000112759.19:t:44227139-44227342	chr6	-0.3386	1.000e+00	7	+	44219782
ENSG00000112759.19	ENSG00000112759.19:t:44227139-44227342	chr6	-0.3386	1.000e+00	7	+	44227263
ENSG00000115459.18	ENSG00000115459.18:t:85355555-85355896	chr2	-0.5273	9.979e-01	3	+	85354829
ENSG00000115459.18	ENSG00000115459.18:t:85355555-85355896	chr2	-0.5273	9.979e-01	3	+	85355555
ENSG00000115459.18	ENSG00000115459.18:t:85355555-85355896	chr2	0.5273	9.979e-01	3	+	85355170
ENSG00000115459.18	ENSG00000115459.18:t:85355555-85355896	chr2	0.5273	9.979e-01	3	+	85355555
ENSG00000042088.14	ENSG00000042088.14:t:89963105-89963673	chr14	-0.3314	9.918e-01	5	+	89955970
ENSG00000042088.14	ENSG00000042088.14:t:89963105-89963673	chr14	-0.3314	9.918e-01	5	+	89963108
ENSG00000042088.14	ENSG00000042088.14:t:89963105-89963673	chr14	0.3016	9.510e-01	5	+	89956800
ENSG00000042088.14	ENSG00000042088.14:t:89963105-89963673	chr14	0.3016	9.510e-01	5	+	89963108
ENSG00000056277.16	ENSG00000056277.16:t:130209653-130209715	chrX	-0.4217	9.981e-01	3	-	130209715
ENSG00000056277.16	ENSG00000056277.16:t:130209653-130209715	chrX	-0.4217	9.981e-01	3	-	130215193
ENSG00000056277.16	ENSG00000056277.16:t:130209653-130209715	chrX	0.4217	9.981e-01	3	-	130209715
ENSG00000056277.16	ENSG00000056277.16:t:130209653-130209715	chrX	0.4217	9.981e-01	3	-	130210084
ENSG00000075413.19	ENSG00000075413.19:t:103500156-103500200	chr14	0.3801	9.688e-01	4	+	103492034
ENSG00000075413.19	ENSG00000075413.19:t:103500156-103500200	chr14	0.3801	9.688e-01	4	+	103500156
ENSG00000075413.19	ENSG00000075413.19:t:103500156-103500200	chr14	-0.3801	9.688e-01	4	+	103498528
ENSG00000075413.19	ENSG00000075413.19:t:103500156-103500200	chr14	-0.3801	9.688e-01	4	+	103500156
ENSG00000117298.16	ENSG00000117298.16:t:21290070-21290257	chr1	-0.3217	9.915e-01	6	-	21290156
ENSG00000117298.16	ENSG00000117298.16:t:21290070-21290257	chr1	-0.3217	9.915e-01	6	-	21345376
ENSG00000117298.16	ENSG00000117298.16:t:21290070-21290257	chr1	0.3275	9.950e-01	6	-	21290156
ENSG00000117298.16	ENSG00000117298.16:t:21290070-21290257	chr1	0.3275	9.950e-01	6	-	21290364
ENSG00000119772.19	ENSG00000119772.19:t:25248037-25248252	chr2	-0.3061	9.707e-01	6	-	25248252
ENSG00000119772.19	ENSG00000119772.19:t:25248037-25248252	chr2	-0.3061	9.707e-01	6	-	25252194
ENSG00000125835.20	ENSG00000125835.20:s:2462636-2462761	chr20	-0.3292	1.000e+00	3	-	2461939
ENSG00000125835.20	ENSG00000125835.20:s:2462636-2462761	chr20	-0.3292	1.000e+00	3	-	2462636
ENSG00000125835.20	ENSG00000125835.20:s:2462636-2462761	chr20	0.3292	1.000e+00	3	-	2461793
ENSG00000125835.20	ENSG00000125835.20:s:2462636-2462761	chr20	0.3292	1.000e+00	3	-	2462636
ENSG00000046651.16	ENSG00000046651.16:s:13762344-13762444	chrX	-0.3758	9.993e-01	4	+	13762444
ENSG00000046651.16	ENSG00000046651.16:s:13762344-13762444	chrX	-0.3758	9.993e-01	4	+	13763745
ENSG00000046651.16	ENSG00000046651.16:s:13762344-13762444	chrX	0.3581	9.982e-01	4	+	13762444
ENSG00000046651.16	ENSG00000046651.16:s:13762344-13762444	chrX	0.3581	9.982e-01	4	+	13767127
ENSG00000108654.16	ENSG00000108654.16:t:64500987-64501143	chr17	-0.4337	9.897e-01	3	-	64501143
ENSG00000108654.16	ENSG00000108654.16:t:64500987-64501143	chr17	-0.4337	9.897e-01	3	-	64502010
ENSG00000108654.16	ENSG00000108654.16:t:64500987-64501143	chr17	0.4337	9.897e-01	3	-	64501143
ENSG00000108654.16	ENSG00000108654.16:t:64500987-64501143	chr17	0.4337	9.897e-01	3	-	64501261
ENSG00000113296.14	ENSG00000113296.14:s:79998332-79998427	chr5	0.5622	9.767e-01	3	+	79998375
ENSG00000113296.14	ENSG00000113296.14:s:79998332-79998427	chr5	0.5622	9.767e-01	3	+	80019737
ENSG00000113296.14	ENSG00000113296.14:s:79998332-79998427	chr5	-0.5707	9.788e-01	3	+	79998375
ENSG00000113296.14	ENSG00000113296.14:s:79998332-79998427	chr5	-0.5707	9.788e-01	3	+	80040077
ENSG00000113296.14	ENSG00000113296.14:t:80040077-80040280	chr5	-0.4238	9.996e-01	4	+	79998375
ENSG00000113296.14	ENSG00000113296.14:t:80040077-80040280	chr5	-0.4238	9.996e-01	4	+	80040077
ENSG00000113296.14	ENSG00000113296.14:t:80040077-80040280	chr5	0.4267	9.996e-01	4	+	80035625
ENSG00000113296.14	ENSG00000113296.14:t:80040077-80040280	chr5	0.4267	9.996e-01	4	+	80040077
ENSG00000055208.19	ENSG00000055208.19:t:149369909-149370099	chr6	-0.3257	9.559e-01	3	+	149318015
ENSG00000055208.19	ENSG00000055208.19:t:149369909-149370099	chr6	-0.3257	9.559e-01	3	+	149369909
ENSG00000055208.19	ENSG00000055208.19:t:149369909-149370099	chr6	0.3257	9.559e-01	3	+	149342833
ENSG00000055208.19	ENSG00000055208.19:t:149369909-149370099	chr6	0.3257	9.559e-01	3	+	149369909
ENSG00000099308.11	ENSG00000099308.11:s:18121850-18121922	chr19	-0.4751	9.979e-01	3	+	18121922
ENSG00000099308.11	ENSG00000099308.11:s:18121850-18121922	chr19	-0.4751	9.979e-01	3	+	18122107
ENSG00000099308.11	ENSG00000099308.11:s:18121850-18121922	chr19	0.4751	9.979e-01	3	+	18121922
ENSG00000099308.11	ENSG00000099308.11:s:18121850-18121922	chr19	0.4751	9.979e-01	3	+	18122673
ENSG00000099308.11	ENSG00000099308.11:t:18122673-18122751	chr19	0.4837	9.997e-01	3	+	18121922
ENSG00000099308.11	ENSG00000099308.11:t:18122673-18122751	chr19	0.4837	9.997e-01	3	+	18122673
ENSG00000099308.11	ENSG00000099308.11:t:18122673-18122751	chr19	-0.4837	9.997e-01	3	+	18122127
ENSG00000099308.11	ENSG00000099308.11:t:18122673-18122751	chr19	-0.4837	9.997e-01	3	+	18122673
ENSG00000100058.13	ENSG00000100058.13:s:25459416-25459681	chr22	0.4228	9.999e-01	6	+	25459515
ENSG00000100058.13	ENSG00000100058.13:s:25459416-25459681	chr22	0.4228	9.999e-01	6	+	25460867
ENSG00000101198.15	ENSG00000101198.15:t:63240784-63241506	chr20	-0.4722	9.994e-01	3	-	63241506
ENSG00000101198.15	ENSG00000101198.15:t:63240784-63241506	chr20	-0.4722	9.994e-01	3	-	63244024
ENSG00000101198.15	ENSG00000101198.15:t:63240784-63241506	chr20	0.4722	9.994e-01	3	-	63241506
ENSG00000101198.15	ENSG00000101198.15:t:63240784-63241506	chr20	0.4722	9.994e-01	3	-	63242539
ENSG00000116560.11	ENSG00000116560.11:t:35177989-35178136	chr1	-0.3183	9.540e-01	4	-	35178036
ENSG00000116560.11	ENSG00000116560.11:t:35177989-35178136	chr1	-0.3183	9.540e-01	4	-	35187001
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	-0.4335	9.964e-01	5	+	37000822
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	-0.4335	9.964e-01	5	+	37002273
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	0.4276	9.957e-01	5	+	37001801
ENSG00000120699.14	ENSG00000120699.14:t:37002249-37002309	chr13	0.4276	9.957e-01	5	+	37002273
ENSG00000063176.16	ENSG00000063176.16:t:48625891-48626814	chr19	0.3303	9.813e-01	5	+	48625076
ENSG00000063176.16	ENSG00000063176.16:t:48625891-48626814	chr19	0.3303	9.813e-01	5	+	48625891
ENSG00000065882.17	ENSG00000065882.17:s:38049618-38049898	chr4	0.2783	9.850e-01	4	+	38049898
ENSG00000065882.17	ENSG00000065882.17:s:38049618-38049898	chr4	0.2783	9.850e-01	4	+	38051899
ENSG00000071054.17	ENSG00000071054.17:s:101867212-101867309	chr2	-0.3325	9.998e-01	3	+	101867309
ENSG00000071054.17	ENSG00000071054.17:s:101867212-101867309	chr2	-0.3325	9.998e-01	3	+	101868029
ENSG00000071054.17	ENSG00000071054.17:s:101867212-101867309	chr2	0.3325	9.998e-01	3	+	101867309
ENSG00000071054.17	ENSG00000071054.17:s:101867212-101867309	chr2	0.3325	9.998e-01	3	+	101869622
ENSG00000071054.17	ENSG00000071054.17:t:101869622-101870085	chr2	0.3364	9.999e-01	3	+	101867309
ENSG00000071054.17	ENSG00000071054.17:t:101869622-101870085	chr2	0.3364	9.999e-01	3	+	101869622
ENSG00000071054.17	ENSG00000071054.17:t:101869622-101870085	chr2	-0.3364	9.999e-01	3	+	101868037
ENSG00000071054.17	ENSG00000071054.17:t:101869622-101870085	chr2	-0.3364	9.999e-01	3	+	101869622
ENSG00000117682.17	ENSG00000117682.17:t:26432726-26433133	chr1	-0.5796	1.000e+00	4	+	26432376
ENSG00000117682.17	ENSG00000117682.17:t:26432726-26433133	chr1	-0.5796	1.000e+00	4	+	26432891
ENSG00000117682.17	ENSG00000117682.17:t:26432726-26433133	chr1	0.5135	9.982e-01	4	+	26432518
ENSG00000117682.17	ENSG00000117682.17:t:26432726-26433133	chr1	0.5135	9.982e-01	4	+	26432891
ENSG00000081026.19	ENSG00000081026.19:t:113682897-113685923	chr1	0.4322	9.619e-01	3	+	113681336
ENSG00000081026.19	ENSG00000081026.19:t:113682897-113685923	chr1	0.4322	9.619e-01	3	+	113682897
ENSG00000081026.19	ENSG00000081026.19:t:113682897-113685923	chr1	-0.4322	9.619e-01	3	+	113682302
ENSG00000081026.19	ENSG00000081026.19:t:113682897-113685923	chr1	-0.4322	9.619e-01	3	+	113682897
ENSG00000118690.13	ENSG00000118690.13:s:108876143-108876350	chr6	-0.4034	9.944e-01	4	+	108876350
ENSG00000118690.13	ENSG00000118690.13:s:108876143-108876350	chr6	-0.4034	9.944e-01	4	+	108879940
ENSG00000053254.16	ENSG00000053254.16:s:89280950-89281014	chr14	-0.2964	9.597e-01	6	-	89180806
ENSG00000053254.16	ENSG00000053254.16:s:89280950-89281014	chr14	-0.2964	9.597e-01	6	-	89280950
ENSG00000101493.11	ENSG00000101493.11:t:76441245-76443211	chr18	-0.3223	9.920e-01	6	-	76443211
ENSG00000101493.11	ENSG00000101493.11:t:76441245-76443211	chr18	-0.3223	9.920e-01	6	-	76494698
ENSG00000119688.21	ENSG00000119688.21:t:74292831-74292869	chr14	-0.3070	9.818e-01	4	-	74292869
ENSG00000119688.21	ENSG00000119688.21:t:74292831-74292869	chr14	-0.3070	9.818e-01	4	-	74295148
ENSG00000119688.21	ENSG00000119688.21:t:74292831-74292869	chr14	0.3032	9.767e-01	4	-	74292869
ENSG00000119688.21	ENSG00000119688.21:t:74292831-74292869	chr14	0.3032	9.767e-01	4	-	74293154
ENSG00000104490.18	ENSG00000104490.18:t:101719252-101719648	chr8	-0.4730	1.000e+00	10	-	101719648
ENSG00000104490.18	ENSG00000104490.18:t:101719252-101719648	chr8	-0.4730	1.000e+00	10	-	101790862
ENSG00000105341.19	ENSG00000105341.19:t:41431988-41432408	chr19	0.3103	9.846e-01	3	-	41432408
ENSG00000105341.19	ENSG00000105341.19:t:41431988-41432408	chr19	0.3103	9.846e-01	3	-	41433537
ENSG00000105341.19	ENSG00000105341.19:t:41431988-41432408	chr19	-0.3103	9.846e-01	3	-	41432408
ENSG00000105341.19	ENSG00000105341.19:t:41431988-41432408	chr19	-0.3103	9.846e-01	3	-	41433272
ENSG00000109536.12	ENSG00000109536.12:t:189957398-189957502	chr4	-0.2887	9.965e-01	3	+	189952287
ENSG00000109536.12	ENSG00000109536.12:t:189957398-189957502	chr4	-0.2887	9.965e-01	3	+	189957398
ENSG00000109536.12	ENSG00000109536.12:t:189957398-189957502	chr4	0.2887	9.965e-01	3	+	189955151
ENSG00000109536.12	ENSG00000109536.12:t:189957398-189957502	chr4	0.2887	9.965e-01	3	+	189957398
ENSG00000113360.17	ENSG00000113360.17:s:31531990-31532109	chr5	-0.4946	1.000e+00	4	-	31531525
ENSG00000113360.17	ENSG00000113360.17:s:31531990-31532109	chr5	-0.4946	1.000e+00	4	-	31531990
ENSG00000113360.17	ENSG00000113360.17:s:31531990-31532109	chr5	0.4479	1.000e+00	4	-	31530924
ENSG00000113360.17	ENSG00000113360.17:s:31531990-31532109	chr5	0.4479	1.000e+00	4	-	31531990
ENSG00000113360.17	ENSG00000113360.17:t:31530798-31530924	chr5	0.4210	1.000e+00	4	-	31530924
ENSG00000113360.17	ENSG00000113360.17:t:31530798-31530924	chr5	0.4210	1.000e+00	4	-	31531990
ENSG00000113360.17	ENSG00000113360.17:t:31530798-31530924	chr5	-0.4215	1.000e+00	4	-	31530924
ENSG00000113360.17	ENSG00000113360.17:t:31530798-31530924	chr5	-0.4215	1.000e+00	4	-	31531450
ENSG00000049759.20	ENSG00000049759.20:t:58245427-58245508	chr18	-0.4684	1.000e+00	8	+	58165861
ENSG00000049759.20	ENSG00000049759.20:t:58245427-58245508	chr18	-0.4684	1.000e+00	8	+	58245427
ENSG00000049759.20	ENSG00000049759.20:t:58245427-58245508	chr18	0.4086	1.000e+00	8	+	58195733
ENSG00000049759.20	ENSG00000049759.20:t:58245427-58245508	chr18	0.4086	1.000e+00	8	+	58245427
ENSG00000085733.16	ENSG00000085733.16:s:70420386-70420510	chr11	0.3576	9.999e-01	4	+	70420510
ENSG00000085733.16	ENSG00000085733.16:s:70420386-70420510	chr11	0.3576	9.999e-01	4	+	70421470
ENSG00000085733.16	ENSG00000085733.16:s:70420386-70420510	chr11	-0.4058	1.000e+00	4	+	70420510
ENSG00000085733.16	ENSG00000085733.16:s:70420386-70420510	chr11	-0.4058	1.000e+00	4	+	70422940
ENSG00000085733.16	ENSG00000085733.16:t:70422940-70422995	chr11	-0.3347	9.992e-01	5	+	70420510
ENSG00000085733.16	ENSG00000085733.16:t:70422940-70422995	chr11	-0.3347	9.992e-01	5	+	70422940
ENSG00000085733.16	ENSG00000085733.16:t:70422940-70422995	chr11	0.3575	9.995e-01	5	+	70421580
ENSG00000085733.16	ENSG00000085733.16:t:70422940-70422995	chr11	0.3575	9.995e-01	5	+	70422940
ENSG00000100445.18	ENSG00000100445.18:t:24442324-24442694	chr14	-0.5516	9.864e-01	3	-	24442452
ENSG00000100445.18	ENSG00000100445.18:t:24442324-24442694	chr14	-0.5516	9.864e-01	3	-	24442754
ENSG00000109339.24	ENSG00000109339.24:t:86354530-86354644	chr4	-0.5736	9.963e-01	13	-	86354644
ENSG00000109339.24	ENSG00000109339.24:t:86354530-86354644	chr4	-0.5736	9.963e-01	13	-	86359658
ENSG00000122550.18	ENSG00000122550.18:s:23124980-23125202	chr7	0.3167	9.946e-01	4	+	23125172
ENSG00000122550.18	ENSG00000122550.18:s:23124980-23125202	chr7	0.3167	9.946e-01	4	+	23125761
ENSG00000122550.18	ENSG00000122550.18:s:23124980-23125202	chr7	-0.3115	9.888e-01	4	+	23125172
ENSG00000122550.18	ENSG00000122550.18:s:23124980-23125202	chr7	-0.3115	9.888e-01	4	+	23140769
ENSG00000124006.15	ENSG00000124006.15:s:219562402-219562674	chr2	0.2767	9.566e-01	3	-	219562008
ENSG00000124006.15	ENSG00000124006.15:s:219562402-219562674	chr2	0.2767	9.566e-01	3	-	219562402
ENSG00000124006.15	ENSG00000124006.15:s:219562402-219562674	chr2	-0.2767	9.566e-01	3	-	219559497
ENSG00000124006.15	ENSG00000124006.15:s:219562402-219562674	chr2	-0.2767	9.566e-01	3	-	219562402
ENSG00000064692.20	ENSG00000064692.20:t:122463491-122464219	chr5	0.4162	9.971e-01	3	+	122451601
ENSG00000064692.20	ENSG00000064692.20:t:122463491-122464219	chr5	0.4162	9.971e-01	3	+	122463491
ENSG00000064692.20	ENSG00000064692.20:t:122463491-122464219	chr5	-0.4162	9.971e-01	3	+	122452995
ENSG00000064692.20	ENSG00000064692.20:t:122463491-122464219	chr5	-0.4162	9.971e-01	3	+	122463491
ENSG00000088812.18	ENSG00000088812.18:s:3604105-3604262	chr20	0.4969	1.000e+00	3	+	3604262
ENSG00000088812.18	ENSG00000088812.18:s:3604105-3604262	chr20	0.4969	1.000e+00	3	+	3615828
ENSG00000088812.18	ENSG00000088812.18:s:3604105-3604262	chr20	-0.4969	1.000e+00	3	+	3604262
ENSG00000088812.18	ENSG00000088812.18:s:3604105-3604262	chr20	-0.4969	1.000e+00	3	+	3624511
ENSG00000105808.19	ENSG00000105808.19:s:102592285-102592323	chr7	-0.4108	9.991e-01	3	-	102590296
ENSG00000105808.19	ENSG00000105808.19:s:102592285-102592323	chr7	-0.4108	9.991e-01	3	-	102592285
ENSG00000105808.19	ENSG00000105808.19:s:102592285-102592323	chr7	0.4108	9.991e-01	3	-	102587770
ENSG00000105808.19	ENSG00000105808.19:s:102592285-102592323	chr7	0.4108	9.991e-01	3	-	102592285
ENSG00000105808.19	ENSG00000105808.19:t:102587342-102587770	chr7	0.3524	9.740e-01	4	-	102587770
ENSG00000105808.19	ENSG00000105808.19:t:102587342-102587770	chr7	0.3524	9.740e-01	4	-	102592285
ENSG00000111788.10	ENSG00000111788.10:s:9311731-9311831	chr12	0.5889	1.000e+00	5	+	9311831
ENSG00000111788.10	ENSG00000111788.10:s:9311731-9311831	chr12	0.5889	1.000e+00	5	+	9312278
ENSG00000003436.16	ENSG00000003436.16:t:187503648-187503770	chr2	0.5895	1.000e+00	5	-	187503770
ENSG00000003436.16	ENSG00000003436.16:t:187503648-187503770	chr2	0.5895	1.000e+00	5	-	187554200
ENSG00000003436.16	ENSG00000003436.16:t:187503648-187503770	chr2	-0.5252	9.999e-01	5	-	187503770
ENSG00000003436.16	ENSG00000003436.16:t:187503648-187503770	chr2	-0.5252	9.999e-01	5	-	187513616
ENSG00000039560.14	ENSG00000039560.14:s:34812180-34812208	chr5	0.3931	1.000e+00	3	+	34812208
ENSG00000039560.14	ENSG00000039560.14:s:34812180-34812208	chr5	0.3931	1.000e+00	3	+	34813574
ENSG00000039560.14	ENSG00000039560.14:s:34812180-34812208	chr5	-0.3931	1.000e+00	3	+	34812208
ENSG00000039560.14	ENSG00000039560.14:s:34812180-34812208	chr5	-0.3931	1.000e+00	3	+	34814583
ENSG00000039560.14	ENSG00000039560.14:t:34814583-34814669	chr5	-0.3898	1.000e+00	3	+	34812208
ENSG00000039560.14	ENSG00000039560.14:t:34814583-34814669	chr5	-0.3898	1.000e+00	3	+	34814583
ENSG00000039560.14	ENSG00000039560.14:t:34814583-34814669	chr5	0.3898	1.000e+00	3	+	34813660
ENSG00000039560.14	ENSG00000039560.14:t:34814583-34814669	chr5	0.3898	1.000e+00	3	+	34814583
ENSG00000123552.18	ENSG00000123552.18:t:99510121-99510230	chr6	-0.5275	9.881e-01	4	-	99510230
ENSG00000123552.18	ENSG00000123552.18:t:99510121-99510230	chr6	-0.5275	9.881e-01	4	-	99515392
ENSG00000123552.18	ENSG00000123552.18:t:99510121-99510230	chr6	0.5186	9.859e-01	4	-	99510230
ENSG00000123552.18	ENSG00000123552.18:t:99510121-99510230	chr6	0.5186	9.859e-01	4	-	99514854
ENSG00000133030.22	ENSG00000133030.22:s:17180003-17180150	chr17	0.2834	9.647e-01	4	+	17180088
ENSG00000133030.22	ENSG00000133030.22:s:17180003-17180150	chr17	0.2834	9.647e-01	4	+	17180607
ENSG00000133030.22	ENSG00000133030.22:s:17180003-17180150	chr17	-0.2902	9.965e-01	4	+	17180088
ENSG00000133030.22	ENSG00000133030.22:s:17180003-17180150	chr17	-0.2902	9.965e-01	4	+	17184823
ENSG00000106772.19	ENSG00000106772.19:t:76655423-76655502	chr9	0.9122	1.000e+00	3	-	76655502
ENSG00000106772.19	ENSG00000106772.19:t:76655423-76655502	chr9	0.9122	1.000e+00	3	-	76703337
ENSG00000106772.19	ENSG00000106772.19:t:76655423-76655502	chr9	-0.9152	1.000e+00	3	-	76655502
ENSG00000106772.19	ENSG00000106772.19:t:76655423-76655502	chr9	-0.9152	1.000e+00	3	-	76692074
ENSG00000110076.20	ENSG00000110076.20:t:64635271-64635452	chr11	0.6099	1.000e+00	4	-	64635452
ENSG00000110076.20	ENSG00000110076.20:t:64635271-64635452	chr11	0.6099	1.000e+00	4	-	64648219
ENSG00000110076.20	ENSG00000110076.20:t:64635271-64635452	chr11	-0.6111	1.000e+00	4	-	64635452
ENSG00000110076.20	ENSG00000110076.20:t:64635271-64635452	chr11	-0.6111	1.000e+00	4	-	64642539
ENSG00000114861.24	ENSG00000114861.24:s:70976086-70977042	chr3	-0.3767	9.922e-01	5	-	70972676
ENSG00000114861.24	ENSG00000114861.24:s:70976086-70977042	chr3	-0.3767	9.922e-01	5	-	70976941
ENSG00000114861.24	ENSG00000114861.24:s:70976086-70977042	chr3	0.3344	9.610e-01	5	-	70972180
ENSG00000114861.24	ENSG00000114861.24:s:70976086-70977042	chr3	0.3344	9.610e-01	5	-	70976941
ENSG00000114861.24	ENSG00000114861.24:t:71299695-71299880	chr3	-0.5698	1.000e+00	7	-	71299880
ENSG00000114861.24	ENSG00000114861.24:t:71299695-71299880	chr3	-0.5698	1.000e+00	7	-	71359150
ENSG00000114861.24	ENSG00000114861.24:t:71299695-71299880	chr3	0.6337	1.000e+00	7	-	71299880
ENSG00000114861.24	ENSG00000114861.24:t:71299695-71299880	chr3	0.6337	1.000e+00	7	-	71305878
ENSG00000123159.16	ENSG00000123159.16:t:14491656-14491743	chr19	-0.4108	9.999e-01	3	-	14491743
ENSG00000123159.16	ENSG00000123159.16:t:14491656-14491743	chr19	-0.4108	9.999e-01	3	-	14496037
ENSG00000123159.16	ENSG00000123159.16:t:14491656-14491743	chr19	0.4108	9.999e-01	3	-	14491743
ENSG00000123159.16	ENSG00000123159.16:t:14491656-14491743	chr19	0.4108	9.999e-01	3	-	14492857
ENSG00000106028.11	ENSG00000106028.11:t:141739124-141741690	chr7	-0.5156	1.000e+00	3	+	141738410
ENSG00000106028.11	ENSG00000106028.11:t:141739124-141741690	chr7	-0.5156	1.000e+00	3	+	141739124
ENSG00000106028.11	ENSG00000106028.11:t:141739124-141741690	chr7	0.3479	1.000e+00	3	+	141738503
ENSG00000106028.11	ENSG00000106028.11:t:141739124-141741690	chr7	0.3479	1.000e+00	3	+	141739124
ENSG00000111540.16	ENSG00000111540.16:t:55986869-55987123	chr12	-0.5363	9.983e-01	6	+	55974139
ENSG00000111540.16	ENSG00000111540.16:t:55986869-55987123	chr12	-0.5363	9.983e-01	6	+	55986869
ENSG00000114209.15	ENSG00000114209.15:t:167720205-167720273	chr3	-0.2807	9.558e-01	5	-	167720273
ENSG00000114209.15	ENSG00000114209.15:t:167720205-167720273	chr3	-0.2807	9.558e-01	5	-	167734806
ENSG00000119616.11	ENSG00000119616.11:t:74713485-74713620	chr14	-0.4801	1.000e+00	3	+	74713200
ENSG00000119616.11	ENSG00000119616.11:t:74713485-74713620	chr14	-0.4801	1.000e+00	3	+	74713485
ENSG00000119616.11	ENSG00000119616.11:t:74713485-74713620	chr14	0.4801	1.000e+00	3	+	74713259
ENSG00000119616.11	ENSG00000119616.11:t:74713485-74713620	chr14	0.4801	1.000e+00	3	+	74713485
ENSG00000124831.19	ENSG00000124831.19:t:237753309-237753479	chr2	-0.2955	9.810e-01	3	+	237749324
ENSG00000124831.19	ENSG00000124831.19:t:237753309-237753479	chr2	-0.2955	9.810e-01	3	+	237753309
ENSG00000124831.19	ENSG00000124831.19:t:237753309-237753479	chr2	0.2955	9.810e-01	3	+	237751271
ENSG00000124831.19	ENSG00000124831.19:t:237753309-237753479	chr2	0.2955	9.810e-01	3	+	237753309
ENSG00000126461.15	ENSG00000126461.15:t:49644830-49645134	chr19	-0.4644	9.911e-01	4	+	49642242
ENSG00000126461.15	ENSG00000126461.15:t:49644830-49645134	chr19	-0.4644	9.911e-01	4	+	49645021
ENSG00000126461.15	ENSG00000126461.15:t:49644830-49645134	chr19	0.3782	9.571e-01	4	+	49642706
ENSG00000126461.15	ENSG00000126461.15:t:49644830-49645134	chr19	0.3782	9.571e-01	4	+	49645021
ENSG00000128298.18	ENSG00000128298.18:t:38089522-38089674	chr22	-0.4279	9.999e-01	4	-	38089674
ENSG00000128298.18	ENSG00000128298.18:t:38089522-38089674	chr22	-0.4279	9.999e-01	4	-	38097032
ENSG00000128739.23	ENSG00000128739.23:s:24920011-24920124	chr15	0.3041	9.502e-01	5	+	24920124
ENSG00000128739.23	ENSG00000128739.23:s:24920011-24920124	chr15	0.3041	9.502e-01	5	+	24920473
ENSG00000128739.23	ENSG00000128739.23:s:24920011-24920124	chr15	-0.3153	9.703e-01	5	+	24920124
ENSG00000128739.23	ENSG00000128739.23:s:24920011-24920124	chr15	-0.3153	9.703e-01	5	+	24962114
ENSG00000128739.23	ENSG00000128739.23:t:24920011-24920124	chr15	-0.3534	9.898e-01	7	+	24886589
ENSG00000128739.23	ENSG00000128739.23:t:24920011-24920124	chr15	-0.3534	9.898e-01	7	+	24920011
ENSG00000129824.16	ENSG00000129824.16:t:2842165-2842242	chrY	-0.5350	1.000e+00	3	+	2841627
ENSG00000129824.16	ENSG00000129824.16:t:2842165-2842242	chrY	-0.5350	1.000e+00	3	+	2842165
ENSG00000129824.16	ENSG00000129824.16:t:2842165-2842242	chrY	0.5350	1.000e+00	3	+	2841973
